Id,Occurrences
"Sicilian: Closed, Chameleon",52
"Sicilian: Closed, Grob Attack",1
"Sicilian: Closed, Korchnoi",48
"Sicilian: Closed, Traditional",878
Sicilian: Grand Prix Attack,200
"Sicilian: Grand Prix Attack, Schofman",27
"Sicilian: Closed, Fianchetto",205
"Sicilian: Closed, Smyslov",3
"Sicilian: Closed, Botvinnik",8
"Sicilian: Closed, Botvinnik, Edge",2
Modern: Pterodactyl,7
"Pterodactyl: Sicilian, Anhanguera",6
"Pterodactyl: Sicilian, Pteranodon",7
"Pterodactyl: Sicilian, Rhamphorhynchus",8
"Pterodactyl: Western, Rhamphorhynchus",17
Sicilian: Brussels Gambit,3
Sicilian: Double-Dutch Gambit,1
Sicilian: Hyperaccelerated Dragon,423
Sicilian: Hyperaccelerated Fianchetto,268
Sicilian: Hyperaccelerated Pterodactyl,68
"Sicilian: Hyperaccelerated Pterodactyl, Exchange",5
Sicilian: Jalalabad,2
Sicilian: Katalimov,20
Sicilian: O'Kelly,223
"Sicilian: O'Kelly, Maróczy Bind",37
"Sicilian: O'Kelly, Maróczy Bind, Paulsen Line",26
"Sicilian: O'Kelly, Maróczy Bind, Robatsch Line",2
"Sicilian: O'Kelly, Normal System",86
"Sicilian: O'Kelly, Normal System, Smith-Morra Line",24
"Sicilian: O'Kelly, Normal System, Taimanov Line",17
"Sicilian: O'Kelly, Normal System, Zagorovsky Line",6
"Sicilian: O'Kelly, Quiet System",5
"Sicilian: O'Kelly, Réti System",9
"Sicilian: O'Kelly, Venice System",59
"Sicilian: O'Kelly, Venice System, Barcza Line",3
"Sicilian: O'Kelly, Venice System, Gambit Line",5
"Sicilian: O'Kelly, Venice System, Ljubojevic Line",4
"Sicilian: O'Kelly, Venice System, Steiner Line",15
"Sicilian: O'Kelly, Wing Gambit",8
"Sicilian: O'Kelly, Yerevan System",39
Sicilian: Nimzowitsch,165
"Sicilian: Nimzowitsch, Advance",83
"Sicilian: Nimzowitsch, Closed",63
"Sicilian: Nimzowitsch, Exchange",25
"Sicilian: Nimzowitsch, Main Line",21
"Sicilian: Closed, Anti-Sveshnikov, Kharlov-Kramnik Line",2
Sicilian: Nyezhmetdinov-Rossolimo Attack,1050
"Sicilian: Nyezhmetdinov-Rossolimo Attack, San Francisco Gambit",1
Sicilian: Old Sicilian,3161
"Sicilian: Rossolimo, Brooklyn Retreat",4
"Sicilian: Nyezhmetdinov-Rossolimo Attack, Fianchetto",520
"Sicilian: Nyezhmetdinov-Rossolimo Attack, Fianchetto, Gufeld Gambit",15
"Sicilian: Nyezhmetdinov-Rossolimo Attack, Fianchetto, Lutikov Gambit",8
"Sicilian: Nyezhmetdinov-Rossolimo Attack, Fianchetto, Totsky Attack",7
"Sicilian: Nyezhmetdinov-Rossolimo Attack, Gurgenidze",6
Sicilian: Accelerated Dragon,395
Sicilian: Flohr,11
Sicilian: Franco-Sicilian,2
Sicilian: Godiva,73
Sicilian: Kalashnikov,250
Sicilian: Löwenthal,400
Sicilian: Nimzo-American,3
"Sicilian: O'Kelly, Maróczy Bind, Geller Line",1
Sicilian: Open,1633
"Sicilian: Four Knights, Cobra",71
Sicilian: Lasker-Pelikan,443
"Sicilian: Lasker-Pelikan, Bird",19
"Sicilian: Lasker-Pelikan, Exchange",11
"Sicilian: Lasker-Pelikan, Retreat",8
"Sicilian: Lasker-Pelikan, Schlechter",31
"Sicilian: Lasker-Pelikan, Sveshnikov",271
"Sicilian: Lasker-Pelikan, Sveshnikov, Chelyabinsk",185
"Sicilian: Lasker-Pelikan, Sveshnikov, Novosibirsk",57
"Sicilian: Lasker-Pelikan, Sveshnikov, Peresypkin's Sacrifice",7
"Sicilian: Accelerated Dragon, Exchange",15
"Sicilian: Accelerated Dragon, Modern",238
"Sicilian: Accelerated Dragon, Modern Bc4",171
"Sicilian: Dragon, Modern Bc4",24
"Sicilian: Accelerated Dragon, Maróczy Bind",402
"Sicilian: Accelerated Dragon, Maróczy Bind, Gurgenidze",21
"Sicilian: Accelerated Fianchetto, Maróczy Bind",202
"Sicilian: Accelerated Dragon, Maróczy Bind, Breyer",42
"Sicilian: Alapin, Sherzer",7
Sicilian: Delayed Alapin,614
Sicilian: Four Knights,398
"Sicilian: Four Knights, Exchange",125
Sicilian: French,2894
"Sicilian: French, Normal",360
"Sicilian: French, Open",1715
"Sicilian: French, Westerinen Attack",169
"Sicilian: Kan, Wing Attack, Fianchetto",14
Sicilian: Kramnik,139
Sicilian: Kveinis,13
Sicilian: Marshall Counterattack,11
Sicilian: Paulsen-Basman,35
Sicilian: Pin,27
"Sicilian: Pin, Jaffe",2
"Sicilian: Pin, Koch",22
Sicilian: Smith-Morra Gambit Deferred,65
Sicilian: Wing Gambit Deferred,29
Sicilian: Kan,777
"Sicilian: Kan, Maróczy Bind, Bronstein",9
"Sicilian: Kan, Maróczy Bind, Réti",191
"Sicilian: Kan, Gipslis",1
"Sicilian: Kan, Modern",237
"Sicilian: Kan, Polugaevsky",65
"Sicilian: Kan, Swiss Cheese",2
"Sicilian: Kan, Knight",378
"Sicilian: Kan, Wing Attack",97
"Sicilian: Kan, Wing Attack, Spraggett Attack",7
Sicilian: Taimanov,571
"Sicilian: Taimanov, Modern Line",2
"Sicilian: Taimanov, Szén",43
"Sicilian: Taimanov, American Attack",3
"Sicilian: Taimanov, Normal",453
"Sicilian: Taimanov, Bastrikov",290
"Sicilian: Taimanov, Bastrikov, Ponomariov Gambit",3
"Sicilian: Taimanov, Bastrikov, English Attack",53
"Sicilian: Delayed Alapin, Basman-Palatnik Double Gambit",3
"Sicilian: Delayed Alapin, Basman-Palatnik Gambit",4
Sicilian: Moderns,5625
"Sicilian: Moderns, Anti-Qxd4 Move Order",93
"Sicilian: Moderns, Anti-Qxd4 Move Order Accepted",3
"Sicilian: Moderns, Tartakower",51
"Sicilian: Wing Gambit, Deferred",6
"Sicilian: Canal Attack, Moscow Gambit",4
Sicilian: Moscow,929
"Sicilian: Canal Attack, Haag Gambit",15
"Sicilian: Canal Attack, Main Line",471
"Sicilian: Moscow, Sokolsky",97
Sicilian: Chekhover,289
"Sicilian: Moderns, Ginsberg Gambit",1
"Sicilian: Moderns, Main Line",3436
Sicilian: Prins,161
"Sicilian: Prins, Venice Attack",26
Sicilian: Classical,669
"Sicilian: Classical, Fianchetto",14
Sicilian: Kupreichik,22
Sicilian: Spielmann,2
Sicilian: Venice Attack,8
Sicilian: Yates,1
"Sicilian: Classical, Anti-Sozin",39
Sicilian: Magnus Smith Trap,1
"Sicilian: Sozin, not Scheveningen",119
Sicilian: Boleslavsky,33
"Sicilian: Classical, Dragon Transfer",3
Sicilian: Richter-Rauzer,320
"Sicilian: Richter-Rauzer, Dragon",12
"Sicilian: Richter-Rauzer, Modern",42
"Sicilian: Richter-Rauzer, Exchange",1
"Sicilian: Richter-Rauzer, Vitolins",10
"Sicilian: Richter-Rauzer, Classical",64
"Sicilian: Richter-Rauzer, Classical, Kantscher Line",1
"Sicilian: Richter-Rauzer, Ivanov",2
"Sicilian: Richter-Rauzer, Traditional",197
"Sicilian: Richter-Rauzer, Rauzer Attack",8
"Sicilian: Richter-Rauzer, Neo-Modern, Early Deviations",139
"Sicilian: Richter-Rauzer, Neo-Modern",108
"Sicilian: Richter-Rauzer, Neo-Modern, Nyezhmetdinov Attack",12
Sicilian: Dragon,604
"Sicilian: Dragon, Classical",94
"Sicilian: Dragon, Fianchetto",16
"Sicilian: Dragon, Levenfish",30
"Sicilian: Dragon, Levenfish, Main Line",1
"Sicilian: Dragon, Classical, Amsterdam",6
"Sicilian: Dragon, Classical, Grigoriev",7
"Sicilian: Dragon, Classical, Battery",9
"Sicilian: Dragon, Classical, Alekhine Line",3
"Sicilian: Dragon, Classical, Maróczy Line",3
"Sicilian: Dragon, Classical, Normal Line",12
"Sicilian: Dragon, Yugoslav Attack, Belezky Line",81
"Sicilian: Dragon, Yugoslav Attack, Early Deviations",381
"Sicilian: Dragon, Yugoslav Attack",466
"Sicilian: Dragon, Yugoslav Attack, Modern Line",175
"Sicilian: Dragon, Yugoslav Attack, Panov",41
"Sicilian: Dragon, Yugoslav Attack, Czerniak",11
"Sicilian: Dragon, Yugoslav Attack, Main Line",142
"Sicilian: Dragon, Yugoslav Attack, Sosonko",4
"Sicilian: Dragon, Yugoslav Attack, Old Line",52
Sicilian: Scheveningen,124
"Sicilian: Scheveningen, English Attack",54
"Sicilian: Scheveningen, Fianchetto",4
"Sicilian: Scheveningen, Keres Attack",50
"Sicilian: Scheveningen, Matanovic Attack",3
"Sicilian: Scheveningen, Tal",3
"Sicilian: Scheveningen, Classical",60
"Sicilian: Scheveningen, Modern",15
"Sicilian: Najdorf, Scheveningen",2
"Sicilian: Scheveningen, Classical Main Line",8
"Sicilian: Scheveningen, Classical, Paulsen",8
Sicilian: Sozin Attack,14
"Sicilian: Sozin Attack, Flank",59
"Sicilian: Sozin Attack, Leonhardt",53
"Sicilian: Sozin Attack, Main Line",28
Sicilian: Velimirovic Attack,11
Sicilian: Najdorf,2206
"Sicilian: Najdorf, Adams Attack",146
"Sicilian: Najdorf, English Attack",456
"Sicilian: Najdorf, English Attack, Anti-English",20
"Sicilian: Najdorf, Freak Attack",19
"Sicilian: Najdorf, Lipnitsky Attack",254
"Sicilian: Scheveningen, Delayed Keres Attack",22
"Sicilian: Scheveningen, Delayed Keres Attack, Perenyi Gambit",1
"Sicilian: Najdorf, Zagreb",60
"Sicilian: Najdorf, Opocensky",209
"Sicilian: Najdorf, Opocensky, Modern Line",22
"Sicilian: Najdorf, Opocensky, Traditional Line",40
"Sicilian: Najdorf, Amsterdam",43
"Sicilian: Najdorf, Neo-Classical",9
"Sicilian: Najdorf, Polugaevsky",14
"Sicilian: Najdorf, Polugaevsky, Simagin Line",2
"Sicilian: Najdorf, Poisoned Pawn Accepted",31
"Sicilian: Najdorf, Poisoned Pawn",68
"Sicilian: Najdorf, Browne",22
"Sicilian: Najdorf, Goteborg",2
"Sicilian: Najdorf, Traditional Line",110
"Sicilian: Najdorf, Main Line",123
French,7949
French: Alapin Gambit,2
French: Baeuerle Gambit,1
French: Chigorin,130
French: Horwitz Attack,49
"French: Horwitz Attack, Papa-Ticulat Gambit",38
French: KIA,333
French: Knight,318
French: La Bourdonnais,35
French: Mediterranean,8
French: Normal,3586
French: Orthoschnapp Gambit,17
French: Pelikan,6
French: Perseus Gambit,3
French: Queen's Knight,180
French: Reversed Philidor Formation,5
French: Réti-Spielmann Attack,11
French: Schlechter,126
French: Steiner,72
French: Steinitz Attack,3
French: Two Knights,125
French: Wing Gambit,79
Queen's Pawn: Franco-Sicilian,90
Rat: Small Center,53
Sicilian: Drazic,5
"St. George: New St. George, Traditional Line",5
French: Exchange,356
"French: Exchange, Monte Carlo",92
"French: Exchange, Svenonius",1
French: Advance,639
"French: Advance, Euwe",130
"French: Advance, Extended Bishop Swap",9
"French: Advance, Lputian",33
"French: Advance, Main Line",87
"French: Advance, Milner-Barry Gambit",105
"French: Advance, Nimzowitsch Attack",23
"French: Advance, Nimzowitsch Gambit",6
"French: Advance, Nimzowitsch System",34
"French: Advance, Paulsen Attack",388
"French: Advance, Ruisdonk Gambit",6
"French: Advance, Steinitz",3
"French: Advance, Wade",50
French: Tarrasch,864
"French: Tarrasch, Guimard",80
"French: Tarrasch, Haberditz",9
"French: Tarrasch, Modern System",23
"French: Tarrasch, Morozevich",61
"French: Tarrasch, Guimard, Main Line",71
"French: Tarrasch, Botvinnik",13
"French: Tarrasch, Closed",268
"French: Tarrasch, Pawn Center",35
"French: Tarrasch, Closed, Main Line",84
"French: Tarrasch, Leningrad",3
"French: Tarrasch, Chistyakov",74
"French: Tarrasch, Chistyakov, Modern Line",18
"French: Tarrasch, Eliskases",3
"French: Tarrasch, Open System",251
"French: Tarrasch, Open System, Euwe-Keres Line",101
"French: Tarrasch, Open System, Süchting Line",8
"French: Tarrasch, Open System, Advance Line",1
"French: Tarrasch, Open System, Main Line",26
"French: Classical, Svenonius",7
French: Paulsen,1606
French: Rubinstein,270
"French: Rubinstein, Blackburne",217
"French: Rubinstein, Capablanca Line",2
"French: Rubinstein, Ellis Gambit",2
"French: Rubinstein, Fort Knox",103
"French: Rubinstein, Kasparov Attack",16
"French: Rubinstein, Maric",1
Sicilian: Marshall Gambit,15
French: Burn,310
French: Classical,737
"French: Classical, Burn, Main Line",17
"French: Classical, Burn, Morozevich Line",27
"French: Classical, Delayed Exchange",17
"French: Classical, Steinitz",411
"French: Classical, Swiss",33
French: Henneberger,1
French: Steinitz,279
"French: Steinitz, Boleslavsky",242
"French: Steinitz, Bradford Attack",1
"French: Steinitz, Gledhill Attack",3
French: MacCutcheon,74
"French: MacCutcheon, Advance",60
"French: MacCutcheon, Bernstein",2
"French: MacCutcheon, Chigorin",10
"French: MacCutcheon, Dr. Olland",7
"French: MacCutcheon, Duras",1
"French: MacCutcheon, Exchange",6
"French: MacCutcheon, Grigoriev",1
"French: MacCutcheon, Janowski",5
"French: MacCutcheon, Lasker",30
"French: MacCutcheon, Tartakower",4
French: Alekhine-Chatard Attack,55
"French: Alekhine-Chatard Attack, Albin-Chatard Gambit",9
"French: Alekhine-Chatard Attack, Breyer",6
"French: Alekhine-Chatard Attack, Maróczy",15
"French: Alekhine-Chatard Attack, Spielmann",7
"French: Classical, Normal",136
"French: Classical, Richter Attack",6
"French: Classical, Tartakower",10
"French: Classical, Alapin",10
"French: Classical, Pollock",7
"French: Classical, Rubinstein",2
"French: Classical, Tarrasch",2
"French: MacCutcheon, Wolf Gambit",5
French: Winawer,613
"French: Winawer, Alekhine Gambit Accepted",12
"French: Winawer, Alekhine Gambit, Kan",8
"French: Winawer, Alekhine-Maróczy Gambit",61
"French: Winawer, Delayed Exchange",89
"French: Winawer, Exchange, Canal Attack",1
"French: Winawer, Fingerslip",5
"French: Winawer, Fingerslip, Main Line",1
"French: Winawer, Winckelmann-Riemer Gambit",19
"French: Winawer, Advance",407
"French: Winawer, Petrosian",21
"French: Winawer, Advance, Moscow",5
"French: Winawer, Bogoljubov",31
"French: Winawer, Maróczy-Wallis",2
"French: Winawer, Retreat",39
"French: Winawer, Retreat, Armenian Line",29
"French: Winawer, Classical",30
"French: Winawer, Poisoned Pawn",86
"French: Winawer, Poisoned Pawn, Main Line",35
"French: Winawer, Poisoned Pawn, Paoli",2
"French: Winawer, Positional",19
Barnes: Walkerling,1
Bongcloud Attack,1
Center,458
English: The Whale,3
King's Pawn: Alapin,1
King's Pawn: Beyer Gambit,3
King's Pawn: King's Head,7
King's Pawn: Leonardis,19
King's Pawn: Macleod Attack,2
King's Pawn: Mengarini's,1
King's Pawn: Napoleon Attack,3
King's Pawn: Tortoise,1
King's Pawn: Wayward Queen Attack,22
"King's Pawn: Wayward Queen Attack, Kiddie Countergambit",1
King's Pawn: Weber Gambit,4
Portuguese,1
Center Accepted,300
Center: Kieseritzky,99
Center: Ross Gambit,1
Center: von der Lasa Gambit,11
Danish Gambit,74
Danish Gambit Accepted,4
Danish Gambit Accepted: Schlechter,1
Danish Gambit Declined: Sorensen,24
Center: Berger,48
Center: Hall,6
Center: Normal,115
Center: Paulsen Attack,62
Bishop's,283
Bishop's: Boi,11
Bishop's: Calabrese Countergambit,1
"Bishop's: Calabrese Countergambit, Jaenisch",1
Bishop's: Khan Gambit,6
Bishop's: Philidor Counterattack,3
Bishop's: Philidor,1
Bishop's: Stein Gambit,1
Bishop's: Berlin,183
"Bishop's: Berlin, Greco Gambit",1
Bishop's: Ponziani Gambit,29
Bishop's: Vienna Hybrid,145
Vienna,604
Vienna: Anderssen,15
Vienna: Giraffe Attack,1
Vienna: Hamppe-Muzio Gambit,2
Vienna: Max Lange,203
Vienna: Omaha Gambit,8
Vienna: Paulsen,32
"Vienna: Stanley, Meitner-Mieses Gambit",2
Vienna: Vienna Gambit,193
"Vienna: Vienna Gambit, Hamppe-Allgaier Gambit",6
"Vienna: Vienna Gambit, Hamppe-Allgaier Gambit, Thorold",2
"Vienna: Vienna Gambit, Hamppe-Muzio Gambit",2
"Vienna: Vienna Gambit, Pierce Gambit",1
"Vienna: Vienna Gambit, Quelle Gambit",2
"Vienna: Vienna Gambit, Steinitz Gambit",8
"Vienna: Vienna Gambit, Steinitz Gambit, Fraser-Minckwitz",2
"Vienna: Vienna Gambit, Steinitz Gambit, Knight",30
"Vienna: Vienna Gambit, Steinitz Gambit, Main Line",3
"Vienna: Vienna Gambit, Steinitz Gambit, Paulsen",1
"Bishop's: Vienna Hybrid, Spielmann Attack",32
Vienna: Falkbeer,476
Vienna: Mengarini,1
Vienna: Mieses,86
"Vienna: Mieses, Erben Gambit",1
Vienna: Stanley,145
"Vienna: Stanley, Reversed Spanish",7
Bishop's: Boden-Kieseritzky Gambit,13
Vienna: Frankenstein-Dracula,62
"Vienna: Stanley, Alekhine",8
"Vienna: Stanley, Frankenstein-Dracula",2
"Vienna: Stanley, Monster Declined",30
"Bishop's: Vienna Hybrid, Hromádka",23
"Vienna: Stanley, Bronstein Gambit",2
"Vienna: Stanley, Three Knights",108
"Vienna: Vienna Gambit, Bardeleben",11
"Vienna: Vienna Gambit, Breyer",3
"Vienna: Vienna Gambit, Kaufmann",1
"Vienna: Vienna Gambit, Main Line",120
"Vienna: Vienna Gambit, Modern",15
"Vienna: Vienna Gambit, Paulsen Attack",63
"Vienna: Vienna Gambit, Steinitz",4
"Vienna: Vienna Gambit, Wurzburger Trap",1
KG,356
KG Declined: Classical,29
"KG Declined: Classical, Svenonius",1
KG Declined: Keene,2
KG Declined: Keene's,2
KG Declined: Mafia,3
KG Declined: Miles,12
KG Declined: Panteldakis Countergambit,1
KG Declined: Petrov's,11
KG Declined: Queen's Knight,58
KG Declined: Falkbeer Countergambit,94
KG Declined: Falkbeer Countergambit Accepted,72
"KG Declined: Falkbeer Countergambit, Blackburne Attack",9
"KG Declined: Falkbeer Countergambit, Charousek Gambit",18
"KG Declined: Falkbeer Countergambit, Charousek Gambit, Morphy",1
"KG Declined: Falkbeer Countergambit, Hinrichsen Gambit",7
"KG Declined: Falkbeer Countergambit, Milner-Barry",5
"KG Declined: Falkbeer Countergambit, Modern Transfer",37
"KG Declined: Falkbeer Countergambit, Nimzowitsch-Marshall Countergambit",12
"KG Declined: Falkbeer Countergambit, Rubinstein",2
"KG Declined: Falkbeer Countergambit, Staunton Line",23
"Van Geet: Grünfeld, Steiner Gambit",1
"KG Declined: Falkbeer Countergambit, Charousek Gambit Accepted",14
"KG Declined: Falkbeer Countergambit, Charousek Gambit, Main Line",7
"KG Declined: Falkbeer Countergambit, Charousek Gambit, Old Line",1
KG Accepted,154
KG Accepted: Bishop's Gambit,35
"KG Accepted: Bishop's Gambit, Anderssen",3
"KG Accepted: Bishop's Gambit, Bledow Countergambit",4
"KG Accepted: Bishop's Gambit, Bledow",5
"KG Accepted: Bishop's Gambit, Bogoljubov",9
"KG Accepted: Bishop's Gambit, Bryan Countergambit",1
"KG Accepted: Bishop's Gambit, Cozio",12
"KG Accepted: Bishop's Gambit, First Jaenisch",1
"KG Accepted: Bishop's Gambit, Lopez",4
"KG Accepted: Bishop's Gambit, Maurian",4
"KG Accepted: Bishop's Gambit, Steinitz",2
KG Accepted: Polerio Gambit,4
Van Geet: Nowokunski Gambit,6
KG Accepted: Becker,4
KG Accepted: Bonsch-Osmolovsky,20
KG Accepted: Fischer,15
KG Accepted: Greco Gambit,4
KG Accepted: King's Knight's Gambit,109
KG Accepted: MacLeod,19
KG Accepted: Schallopp,23
KG Accepted: Cunningham,2
"KG Accepted: Cunningham, McCormick",2
KG Accepted: Abbazia,49
KG Accepted: Modern,60
KG Accepted: Ghulam-Kassim Gambit,2
"KG Accepted: Muzio Gambit, Sarratt",1
"KG Accepted: Muzio Gambit, Wild Muzio Gambit",1
KG Accepted: Quade Gambit,4
KG Accepted: Rosentreter Gambit,2
KG Accepted: Salvio Gambit,1
"KG Accepted: Salvio Gambit, Viennese",1
KG Accepted: Hanstein Gambit,2
KG Accepted: Mayet Gambit,2
KG Accepted: Philidor Gambit,1
KG Accepted: Traditional,5
KG Accepted: Allgaier Gambit,1
"KG Accepted: Allgaier Gambit, Thorold Attack",1
KG Accepted: Kieseritzky Gambit,4
"KG Accepted: Kieseritzky Gambit, Cotter Gambit",1
"KG Accepted: Kieseritzky Gambit, Kolisch",3
"KG Accepted: Kieseritzky Gambit, Long Whip",1
Elephant Gambit,206
Elephant Gambit: Maróczy Gambit,5
Elephant Gambit: Paulsen Countergambit,74
Gunderam,9
King's Knight,7030
King's Pawn: Busch-Gass Gambit,4
"King's Pawn: Busch-Gass Gambit, Chiodini Gambit",1
King's Pawn: Damiano,8
"King's Pawn: Damiano, Damiano Gambit",1
King's Pawn: McConnell,5
Latvian Gambit,56
Latvian Gambit Accepted,8
Latvian Gambit Accepted: Bilguer,15
Latvian Gambit Accepted: Foltys-Leonhardt,3
Latvian Gambit Accepted: Leonhardt,3
Latvian Gambit Accepted: Main Line,16
Latvian Gambit Accepted: Nimzowitsch Attack,2
Latvian Gambit: Corkscrew Countergambit,1
Latvian Gambit: Corkscrew Gambit,1
Latvian Gambit: Fraser,7
Latvian Gambit: Mason Countergambit,12
Latvian Gambit: Mayet Attack,4
"Latvian Gambit: Mayet Attack, Poisoned Pawn",2
"Latvian Gambit: Mayet Attack, Polerio-Svedenborg",1
Latvian Gambit: Mlotkowski,4
Philidor,297
Philidor: Albin-Blackburne Gambit,9
Philidor: Bird Gambit,3
Philidor: Boden,1
Philidor: Exchange,118
Philidor: Hanham,59
"Philidor: Hanham, Delmar",2
"Philidor: Hanham, Krause",14
"Philidor: Hanham, Schlechter",15
"Philidor: Hanham, Steiner",5
Philidor: Larsen,1
Philidor: Lion,329
"Philidor: Lion, Bishop Sacrifice",4
"Philidor: Lion, Forcing Line",5
"Philidor: Lion, Shirov Gambit",30
"Philidor: Lion, Sozin",2
Philidor: Morphy Gambit,4
Philidor: Nimzowitsch,22
"Philidor: Nimzowitsch, Klein",4
"Philidor: Nimzowitsch, Rellstab",3
"Philidor: Nimzowitsch, Larobok",5
"Philidor: Philidor Countergambit, Zukertort",1
Philidor: Steinitz,2
Russian,790
Russian: Classical Attack,107
"Russian: Classical Attack, Chigorin",3
"Russian: Classical Attack, Chigorin, Browne Attack",3
"Russian: Classical Attack, Chigorin, Main Line",7
"Russian: Classical Attack, Jaenisch",15
"Russian: Classical Attack, Marshall",45
"Russian: Classical Attack, Mason",7
"Russian: Classical Attack, Mason-Showalter",28
"Russian: Classical Attack, Staunton",33
Russian: Cochrane Gambit,15
"Russian: Cochrane Gambit, Bishop Check Line",2
"Russian: Cochrane Gambit, Center",8
Russian: Cozio Attack,30
Russian: Damiano,27
"Russian: Damiano, Kholmov Gambit",20
Russian: French Attack,25
Russian: Italian,31
Russian: Karklins-Martinovsky,5
Russian: Kaufmann Attack,16
Russian: Millennium Attack,10
Russian: Nimzowitsch Attack,96
Russian: Paulsen Attack,15
Russian: Stafford Gambit,46
Russian: Three Knights,285
Bishop's: Urusov Gambit,29
"Bishop's: Urusov Gambit, Keidansky Gambit",9
Russian: Modern Attack,144
"Russian: Modern Attack, Center Attack",5
"Russian: Modern Attack, Center",86
"Russian: Modern Attack, Murrey",10
"Russian: Modern Attack, Symmetrical",126
"Russian: Modern Attack, Trifunovic",1
King's Knight: Konstantinopolsky,31
King's Knight: Normal,5726
King's Pawn: Dresden,4
King's Pawn: Tayler,8
"King's Pawn: Tayler, Inverted Hanham",26
Latvian Gambit: Clam Gambit,3
Ponziani,80
Ponziani: Caro Gambit,4
Ponziani: Jaenisch Counterattack,42
Ponziani: Leonhardt,1
Ponziani: Neumann Gambit,3
Ponziani: Ponziani Countergambit,5
Ponziani: Spanish,1
Ponziani: Steinitz,15
Ponziani: Vukovic Gambit,4
Scotch,824
Scotch: Benima,6
Scotch: Cochrane-Shumov,1
Scotch: Göring Gambit,51
"Scotch: Göring Gambit, Bardeleben",4
"Scotch: Göring Gambit, Double Pawn Sacrifice",10
"Scotch: Göring Gambit, Main Line",7
Scotch: Haxo Gambit,55
Scotch: Relfsson Gambit,4
Scotch: Scotch Gambit,242
"Scotch: Scotch Gambit, Advance",134
"Scotch: Scotch Gambit, Cochrane-Anderssen",3
"Scotch: Scotch Gambit, Dubois Réti",275
"Scotch: Scotch Gambit, Göring Gambit Declined",18
"Scotch: Scotch Gambit, Kingside",15
"Scotch: Scotch Gambit, London",6
"Scotch: Scotch Gambit, Sarratt",13
Scotch: Vitzthum Attack,2
Scotch: Blumenfeld Attack,11
Scotch: Classical,148
"Scotch: Classical, Blackburne Attack",1
"Scotch: Classical, Intermezzo",38
"Scotch: Classical, Millennium",3
Scotch: Horwitz Attack,4
Scotch: Malaniuk,22
Scotch: Mieses,107
Scotch: Modern,6
Scotch: Potter,52
Scotch: Romanishin,2
Scotch: Schmidt,273
Scotch: Steinitz,16
Scotch: Tartakower,8
Three Knights,559
Three Knights: Schlechter,4
Three Knights: Steinitz,20
Three Knights: Steinitz-Rosenthal,2
Three Knights: Winawer,6
Four Knights,687
Four Knights: Gunsberg,52
Four Knights: Halloween Gambit,19
Four Knights: Italian,55
"Four Knights: Italian, Noa Gambit",3
Four Knights: Scotch,301
Four Knights: Scotch Accepted,253
"Four Knights: Scotch, Belgrade Gambit",19
"Four Knights: Scotch, Belgrade Gambit, Modern",1
"Four Knights: Scotch, Krause Gambit",26
"Four Knights: Scotch, Krause Gambit, Leonhardt",9
"Four Knights: Scotch, Schmid",20
Four Knights: Ranken,2
Four Knights: Rubinstein Countergambit,1
"Four Knights: Rubinstein Countergambit, Henneberger",12
Four Knights: Spanish,211
"Four Knights: Spanish, Classical",29
"Four Knights: Spanish, Classical, Marshall Gambit",3
"Four Knights: Spanish, Rubinstein",60
"Four Knights: Spanish, Rubinstein Accepted",8
Four Knights: Double Spanish,67
Four Knights: Janowski,1
Four Knights: Nimzowitsch,13
"Four Knights: Spanish, Symmetrical",15
"Four Knights: Symmetrical, Metger Unpin",6
Giuoco Piano,815
Italian,1790
Italian: Anti-Fried Liver,4
"Italian: Classical, Albin Gambit",13
Italian: Deutz Gambit,51
Italian: Giuoco Pianissimo,142
"Italian: Giuoco Pianissimo, Canal",19
"Italian: Giuoco Pianissimo, Italian Four Knights",48
"Italian: Giuoco Pianissimo, Normal",391
Italian: Hungarian,39
Italian: Rosentreter Gambit,9
Italian: Rousseau Gambit,5
Italian: Schilling-Kostic Gambit,1
Italian: Evans Gambit,89
Italian: Evans Gambit Accepted,65
Italian: Evans Gambit Declined,23
"Italian: Evans Gambit Declined, Showalter",3
"Italian: Evans Gambit, Anderssen",19
"Italian: Evans Gambit, Anderssen, Cordel Line",8
"Italian: Evans Gambit, McDonnell",2
"Italian: Evans Gambit, McDonnell, Main Line",1
"Italian: Evans Gambit, Stone-Ware",6
"Italian: Evans Gambit, Bronstein",13
"Italian: Evans Gambit, Compromised",1
"Italian: Evans Gambit, Dufresne",2
"Italian: Evans Gambit, Lasker",3
"Italian: Evans Gambit, Leonhardt Countergambit",4
"Italian: Evans Gambit, Main Line",40
"Italian: Evans Gambit, Mieses",10
"Italian: Evans Gambit, Pierce",20
"Italian: Evans Gambit, Slow",2
"Italian: Evans Gambit, Tartakower Attack",7
Italian: Bird's Attack,6
Italian: Classical,376
"Italian: Classical, Center Attack",162
"Italian: Classical, Center Holding",3
"Italian: Classical, Closed",17
"Italian: Classical, Giuoco Pianissimo",315
"Italian: Classical, Giuoco Pianissimo, Main Line",7
"Italian: Classical, Greco Gambit",60
"Italian: Classical, Greco Gambit, Anderssen",12
"Italian: Classical, La Bourdonnais",7
"Italian: Giuoco Piano, Eisinger",2
"Italian: Scotch Gambit, Walbrodt-Baird Gambit",8
"Italian: Classical, Greco Gambit, Greco",2
