Id,Occurrences
"Bird: From's Gambit, Langheld Gambit",1
"Bird: From's Gambit, Lasker",40
Bird: Hobbs Gambit,1
Bird: Horsefly,10
Bird: Mujannah,2
Bird: Myers,3
Bird: Schlechter Gambit,3
Bird: Wagner-Zwitersch Gambit,7
Bird: Dutch,282
"Bird: Dutch, Dudweiler Gambit",1
Bird: Lasker,6
Bird: Sturm Gambit,9
Colle System: Rhamphorhynchus,1
"Modern: Semi-Averbakh, Polish",4
"Modern: Semi-Averbakh, Pterodactyl",8
Zukertort,9810
Zukertort: Arctic,8
Zukertort: Basman,24
Zukertort: Black Mustang,122
Zukertort: Dutch,252
Zukertort: Herrstrom Gambit,8
Zukertort: Kingside Fianchetto,620
Zukertort: Lisitsyn Gambit,22
Zukertort: Lisitsyn Gambit Deferred,6
Zukertort: Pirc Invitation,376
Zukertort: Polish,22
Zukertort: QG Invitation,244
Zukertort: Queenside Fianchetto,119
Zukertort: Ross Gambit,25
Zukertort: Sicilian Invitation,993
Zukertort: Slav Invitation,184
Zukertort: Speelsmet Gambit,3
Zukertort: St. George,13
Zukertort: The Walrus,5
Zukertort: Vos Gambit,6
Zukertort: Ware,6
KIA,1552
KIA: Smyslov,4
KIA: Spassky,51
KIA: Symmetrical,742
KIA: Wahls,98
Polish: Zukertort System,10
Zukertort: Double Fianchetto Attack,18
Zukertort: Lemberger Gambit,33
Zukertort: Nimzo-Larsen,276
Zukertort: Quiet System,103
Nimzo-Larsen Attack: Norfolk Gambit,1
Zukertort: Old Indian Attack,138
Zukertort: Reversed Mexican,15
Zukertort: Santasiere's Folly,6
Zukertort: Tennison Gambit,63
"English: Anglo-Indian, Grünfeld Formation",7
Hungarian: Wiedenhagen-Beta Gambit,3
KIA: Double Fianchetto,93
KIA: Keres,84
KIA: Omega-Delta Gambit,3
KIA: Pachman System,21
KIA: Sicilian,250
KIA: Yugoslav,93
KIA: French,125
Zukertort: Grünfeld Reversed,38
Réti,641
Réti: Advance,155
"Réti: Advance, Michel Gambit",13
Réti: Reversed Blumenfeld Gambit,8
Réti: Réti Accepted,42
"Réti: Réti Gambit, Keres",2
English,6128
English: Adorjan,3
English: Anglo-Dutch,149
"English: Anglo-Dutch, Hickmann Gambit",4
English: Anglo-Lithuanian,23
English: Anglo-Scandinavian,62
"English: Anglo-Scandinavian, Löhn Gambit",1
"English: Anglo-Scandinavian, Malvinas",9
"English: Anglo-Scandinavian, Schulz Gambit",13
English: Great Snake,437
English: Jaenisch Gambit,12
"English: King's English, Botvinnik System, Prickly Pawn Pass System",3
English: Wade Gambit,2
"Modern: Averbakh, Pseudo-Sämisch",5
English: Caro-Kann Defensive System,508
"Réti: Anglo-Slav, Bled",9
"Réti: Anglo-Slav, Bogoljubov",47
"Réti: Anglo-Slav, Capablanca",6
"Réti: Anglo-Slav, London Defensive System",4
"Réti: Anglo-Slav, New York System",15
English: Agincourt,1244
"English: Agincourt, Bogoljubov",1
"English: Agincourt, Catalan",15
"English: Agincourt, Catalan Accepted",102
"English: Agincourt, Catalan, Semi-Slav",80
"English: Agincourt, Kurajica",20
"English: Agincourt, Tarrasch",8
"English: Agincourt, Wimpy System",33
English: Neo-Catalan,261
English: Neo-Catalan Declined,319
English: Romanishin Gambit,10
"English: Agincourt, Keres",7
"English: Agincourt, Neo-Catalan Declined",345
"Réti: Anglo-Slav, Bogoljubov, Stonewall Line",33
English: Anglo-Indian,1565
"English: Anglo-Indian, Anti-Anti-Grünfeld",232
"English: Anglo-Indian, King's Indian Formation",655
"English: Anglo-Indian, King's Indian Formation, Double Fianchetto",12
"English: Anglo-Indian, King's Knight",1431
"English: Anglo-Indian, Old Indian Formation",86
"English: Anglo-Indian, Queen's Indian Formation",109
"English: Anglo-Indian, Romanishin",8
"English: Anglo-Indian, Scandinavian",44
"English: Anglo-Indian, Scandinavian, Exchange",29
"English: Anglo-Indian, Slav Formation",1
English Orangutan,1
"Polish: King's Indian, Sokolsky Attack",2
English: Anglo-Grünfeld,51
"English: Anglo-Indian, Anglo-Grünfeld",37
"English: Anglo-Indian, Queen's Knight",775
"English: Anglo-Indian, Hedgehog System",184
"English: Anglo-Indian, Nimzo-English",18
"English: Anglo-Indian, Zvjaginsev-Krasenkow Attack",2
English: Mikenas-Carls,99
"English: Anglo-Indian, Flohr-Mikenas-Carls, Nei Gambit",13
"English: Mikenas-Carls, Sicilian",14
English: Drill,11
English: King's English,1300
"English: King's English, Nimzowitsch",79
"English: King's English, Nimzowitsch-Flohr",18
"English: King's English, Kramnik-Shirov Counterattack",115
"English: King's English, Reversed Sicilian",710
"English: King's English, Smyslov",2
"English: King's English, Troger",7
English: Carls-Bremen System,114
"English: King's English, Two Knights",405
"English: King's English, Two Knights, Reversed Dragon",39
"English: King's English, Two Knights, Smyslov System",27
"English: King's English, Two Knights, Keres",16
"English: King's English, Bremen-Hort",1
"English: King's English, Closed System",12
"English: King's English, Hungarian Attack",3
"English: King's English, Reversed Closed Sicilian",221
"English: King's English, Taimanov",56
"English: King's English, Botvinnik System",4
"English: King's English, Closed System, Full Symmetry",11
"English: King's English, Three Knights System",178
"English: Four Knights System, Nimzowitsch",96
"English: King's English, Four Knights",316
"English: King's English, Four Knights, Bradley Beach",1
"English: King's English, Four Knights, Flexible Line",15
"English: King's English, Four Knights, Korchnoi Line",10
"English: King's English, Four Knights, Quiet Line",114
"English: King's English, Four Knights, Fianchetto Line",70
English: Symmetrical,1039
"English: Symmetrical, Hedgehog",41
"English: Symmetrical, Napolitano Gambit",1
"English: Symmetrical, Hedgehog, Flexible Formation",8
"English: Symmetrical, Anti-Benoni",284
"English: Symmetrical, Anti-Benoni, Spielmann",95
"English: Symmetrical, Anti-Benoni, Geller",13
"English: Symmetrical, Fianchetto",114
"English: Symmetrical, Normal",209
"English: Symmetrical, Rubinstein",17
"English: Symmetrical, Three Knights",33
"English: Symmetrical, Four Knights",83
"English: Symmetrical, Two Knights",104
"English: Symmetrical, Botvinnik System",77
"English: Symmetrical, Botvinnik System Reversed",57
"English: Symmetrical, Symmetrical",258
"English: Symmetrical, Two Knights Line",166
"English: Symmetrical, Double Fianchetto",3
"English: Symmetrical, Duchamp",42
"English: Symmetrical, Full Symmetry Line",48
"English: Symmetrical, Mecking",82
Australian,7
Borg: Borg Gambit,3
"Dutch: Stonewall, Modern",66
English: Eastbourne Gambit,2
English: Perrin,1
English: Poli Gambit,1
Englund Gambit,159
Englund Gambit Complex Declined,5
Englund Gambit Complex: Englund Gambit,39
Englund Gambit Complex: Felbecker Gambit,3
Englund Gambit Complex: Hartlaub-Charlick Gambit,22
Englund Gambit Complex: Soller Gambit,3
Englund Gambit Complex: Soller Gambit Deferred,16
Englund Gambit Complex: Stockholm,1
Englund Gambit Complex: Zilbermints Gambit,5
Englund Gambit Declined: Reversed Alekhine,14
Englund Gambit Declined: Reversed Brooklyn,2
Englund Gambit Declined: Reversed French,30
Englund Gambit Declined: Reversed Krebs,11
Englund Gambit Declined: Reversed Mokele Mbembe,1
Horwitz,1398
Kangaroo,41
"Kangaroo: Keres, Transpositional",11
Mikenas,174
Mikenas: Lithuanian,30
Modern,2933
Modern: Beefeater,37
Montevideo,1
"Pterodactyl: Central, Benoni Beefeater Pterodactyl",2
"Pterodactyl: Fianchetto, Queen Pteranodon",3
"Pterodactyl: Queen Pterodactyl, Quiet Line",6
Queen's Pawn,34768
Queen's Pawn: Anglo-Slav,55
Slav Indian: Kudischewitsch Gambit,1
St. George: Polish,8
Old Indian,635
Rat: English Rat,151
Robatsch,12
Wade,73
Modern: Averbakh System,274
Modern: Kotov,89
Modern: Randspringer,1
Pterodactyl,4
Benoni: Benoni Gambit Accepted,83
"Benoni: Benoni Gambit, Schlenker",13
Benoni: Benoni-Indian,126
"Benoni: Benoni-Indian, Kingside Move Order",241
Benoni: Benoni-Staunton Gambit,6
Benoni: French Benoni,52
Benoni: Old Benoni,1118
"Benoni: Old Benoni, Mujannah Formation",28
"Benoni: Old Benoni, Schmid",12
Benoni: Woozle,2
Indian: Pseudo-Benko,68
Queen's Pawn: Liedmann Gambit,1
Benoni: Semi-Benoni,62
Amazon Attack: Siberian Attack,1
Bronstein Gambit,14
Canard,3
Indian,17588
Indian: Gibbins-Wiedenhagen Gambit Accepted,9
"Indian: Gibbins-Wiedenhagen Gambit, Maltese Falcon",1
Indian: Maddigan Gambit,1
Indian: Omega Gambit,21
"Indian: Paleface Attack, Blackmar-Diemer Gambit Deferred",3
Indian: Pawn Push,1
Indian: Reversed Chigorin,96
Indian: Tartakower Attack,71
Paleface Attack,14
Queen's Pawn: Chigorin,1485
"Queen's Pawn: Veresov, Richter Attack",8
Trompowsky Attack,1382
Trompowsky Attack: Borg,5
Trompowsky Attack: Classical,318
"Trompowsky Attack: Classical, Big Center",149
Trompowsky Attack: Edge,86
"Trompowsky Attack: Edge, Hergert Gambit",1
Trompowsky Attack: Poisoned Pawn,27
Trompowsky Attack: Raptor,118
"Trompowsky Attack: Raptor, Hergert Gambit",4
Döry,1
Indian: Czech-Indian,22
Indian: Knights,4971
Indian: London System,303
Indian: Polish,11
Indian: Spielmann-Indian,513
Indian: Wade-Tartakower,372
Old Indian: Czech,39
"Queen's Pawn: Torre Attack, Breyer",2
"Queen's Pawn: Veresov Attack, Classical",33
Torre Attack,410
"Torre Attack: Classical, Nimzowitsch",54
"Torre Attack: Classical, Petrosian Gambit",2
Torre Attack: Wagner Gambit,1
Yusupov-Rubinstein System,209
Marienbad System,4
Queen's Indian,695
"Queen's Indian: Marienbad System, Berg",2
East Indian,1855
London System,274
"Queen's Pawn: Barry Attack, Grünfeld",15
"Queen's Pawn: Torre Attack, Grünfeld, Main Line",31
"Torre Attack: Fianchetto, Euwe",8
Indian: Przepiorka,335
Indian: Medusa Gambit,1
Indian: Normal,9293
Mexican,88
Queen's Indian Accelerated,78
Slav Indian,82
Indian: Budapest,224
"Indian: Budapest, Fajarowicz, Bonsdorf",2
"Indian: Budapest, Fajarowicz",42
"Indian: Budapest, Adler",57
"Indian: Budapest, Alekhine",12
"Indian: Budapest, Alekhine, Abonyi",2
"Indian: Budapest, Rubinstein",59
Old Indian: Janowski,17
"Old Indian: Janowski, Fianchetto",18
"Old Indian: Janowski, Main Line",7
Old Indian: Dus-Khotimirsky,2
Old Indian: Tartakower-Indian,12
Old Indian: Two Knights,64
Old Indian: Ukrainian,98
Old Indian: Normal,67
Benoni,1675
Benoni: Czech Benoni,135
Benoni: Hromádka System,84
Benoni: King's Indian System,14
Benoni: Weenink,28
"Grünfeld: Three Knights, Burille, Reversed Tarrasch",37
Vulture,6
Benko Gambit,703
Benko Gambit Accepted,498
Benko Gambit Accepted: Dlugy,27
Benko Gambit Accepted: Modern,80
Benko Gambit Accepted: Pawn Return,71
Benko Gambit Declined: Hjørring Countergambit,5
Benko Gambit Declined: Main Line,64
Benko Gambit Declined: Pseudo-Sämisch,11
Benko Gambit Declined: Quiet Line,19
Benko Gambit Declined: Sosonko,10
Benko Gambit: Nescafe Frappe Attack,13
Benko Gambit: Zaitsev System,45
"Benko Gambit: Zaitsev, Nescafe Frappe Attack",26
Benko Gambit Accepted: Fianchetto,26
Benko Gambit Accepted: Fully Accepted,280
Benko Gambit: Fianchetto,17
Benko Gambit: Nd2,1
Benko Gambit Accepted: King Walk,46
Benko Gambit Accepted: Yugoslav,36
Benoni: Modern,264
"Benoni: Modern, Snake",17
Benoni: Fianchetto,108
Benoni: Knight's Tour,38
Benoni: Uhlmann,12
"Benoni: Fianchetto, Hastings",3
"Benoni: Fianchetto, Hastings, Main Line",24
Benoni: King's Pawn Line,198
Benoni: Mikenas,4
Benoni: Pawn Storm,48
Benoni: Taimanov,36
Benoni: Four Pawns Attack,12
"Benoni: Four Pawns Attack, Main Line",19
Benoni: Classical,88
"Benoni: Classical, New York",88
"Benoni: Classical, Traditional",13
"Benoni: Classical, Averbakh-Grivas Attack",8
"Benoni: Classical, Main Line",16
"Benoni: Classical, Full Line",3
"Benoni: Classical, Argentine Counterattack",4
"Benoni: Classical, Czerniak",13
"Benoni: Classical, Czerniak, Tal Line",22
Dutch,865
Dutch: Alapin,9
Dutch: Hopton Attack,80
Dutch: Janzen-Korchnoi Gambit,7
Dutch: Kingfisher Gambit,5
Dutch: Korchnoi Attack,16
Dutch: Krejcik Gambit,23
"Dutch: Krejcik Gambit, Tate Gambit",1
"Dutch: Manhattan Gambit, Anti-Modern",1
"Dutch: Manhattan Gambit, Anti-Stonewall",1
Dutch: Raphael,108
Dutch: Spielmann Gambit,1
"Queen's Pawn: Veresov Attack, Dutch System",34
Dutch: Blackburne,9
Dutch: Fianchetto Attack,131
Dutch: Semi-Leningrad,69
Dutch: Blackmar's Second Gambit,12
Dutch: Staunton Gambit,133
Dutch: Staunton Gambit Accepted,72
"Dutch: Staunton Gambit, Tartakower",1
French: Franco-Hiva Gambit,4
Rat: Balogh,4
"Dutch: Staunton Gambit, Alekhine",3
"Dutch: Staunton Gambit, Chigorin",10
"Dutch: Staunton Gambit, Lasker",11
"Dutch: Staunton Gambit, Nimzowitsch",2
Dutch: Classical,190
Dutch: Normal,163
Dutch: Rubinstein,45
Dutch: Queen's Knight,91
Dutch: Fianchetto,49
Dutch: Leningrad,67
"Dutch: Leningrad, Warsaw",65
"Dutch: Leningrad, Matulovic",48
Dutch: Nimzo-Dutch,7
"Dutch: Nimzo-Dutch, Alekhine",1
"Dutch: Classical, Blackburne Attack",5
Dutch: Alekhine,3
Dutch: Stonewall,6
"Dutch: Classical, Stonewall",14
"Dutch: Classical, Buenos Aires",3
"Dutch: Classical, Huisl",40
"Dutch: Classical, Ilyin-Zhenevsky",15
"Dutch: Classical, Ilyin-Zhenevsky, Winter",5
"Dutch: Classical, Ilyin-Zhenevsky, Alatortsev-Lisitsyn Line",6
"Dutch: Classical, Ilyin-Zhenevsky, Modern Main Line",3
Barnes,23
Borg,5
Carr,7
Duras Gambit,14
Fried Fox,11
Goldsmith,22
Guatemala,2
Hippopotamus,8
King's Pawn,44647
Lemming,7
Lion: Lion's Jaw,108
Nimzowitsch,449
Nimzowitsch: Breyer,1
Nimzowitsch: Colorado Countergambit,33
Nimzowitsch: Colorado Countergambit Accepted,26
Nimzowitsch: Declined,234
Nimzowitsch: El Columpio,5
"Nimzowitsch: El Columpio, El Columpio Gambit",1
"Nimzowitsch: El Columpio, Pin",1
Nimzowitsch: Franco-Nimzowitsch,2
Nimzowitsch: French Connection,8
Nimzowitsch: Kennedy,83
"Nimzowitsch: Kennedy, Bielefelder Gambit",1
"Nimzowitsch: Kennedy, Hammer Gambit",2
"Nimzowitsch: Kennedy, Keres Attack",5
"Nimzowitsch: Kennedy, Linksspringer",36
"Nimzowitsch: Kennedy, Main Line",5
"Nimzowitsch: Kennedy, Paulsen Attack",9
"Nimzowitsch: Kennedy, Riemann",12
"Nimzowitsch: Kennedy, de Smet Gambit",5
Nimzowitsch: Mikenas,13
Nimzowitsch: Neo-Mongoloid,1
Nimzowitsch: Pirc Connection,3
Nimzowitsch: Pseudo-Spanish,5
Nimzowitsch: Scandinavian,58
"Nimzowitsch: Scandinavian, Advance",28
"Nimzowitsch: Scandinavian, Bogoljubov",16
"Nimzowitsch: Scandinavian, Bogoljubov, Heinola-Deppe Gambit",3
"Nimzowitsch: Scandinavian, Bogoljubov, Nimzowitsch Gambit",5
"Nimzowitsch: Scandinavian, Bogoljubov, Vehre",4
"Nimzowitsch: Scandinavian, Exchange",35
"Nimzowitsch: Scandinavian, Exchange, Marshall Gambit",1
Nimzowitsch: Wheeler Gambit,1
Nimzowitsch: Williams,75
Owen,190
Owen: Matovinsky Gambit,4
Owen: Smith Gambit,1
Owen: Wind Gambit,1
Pirc,2622
Pirc: Roscher Gambit,8
Rat: Antal,49
Rat: Harmonist,18
St. George,108
Van Geet: Berlin Gambit,5
Scandinavian,2262
Scandinavian: Anderssen Counterattack,10
"Scandinavian: Anderssen Counterattack, Collijn",1
"Scandinavian: Anderssen Counterattack, Goteborg System",2
"Scandinavian: Anderssen Counterattack, Orthodox Attack",6
Scandinavian: Blackburne Gambit,42
Scandinavian: Blackburne-Kloosterboer Gambit,132
Scandinavian: Boehnke Gambit,1
Scandinavian: Bronstein,37
Scandinavian: Classical,38
Scandinavian: Grünfeld,5
Scandinavian: Gubinsky-Melts,238
Scandinavian: Icelandic-Palme Gambit,16
Scandinavian: Kiel,3
Scandinavian: Kloosterboer Gambit,28
Scandinavian: Kádas Gambit,1
Scandinavian: Lasker,41
Scandinavian: Main Line,555
"Scandinavian: Main Line, Leonhardt Gambit",33
"Scandinavian: Main Line, Mieses",230
Scandinavian: Marshall,101
Scandinavian: Mieses-Kotroc,1317
Scandinavian: Modern,541
"Scandinavian: Modern, Gipslis",14
Scandinavian: Panov Transfer,37
Scandinavian: Portuguese,97
"Scandinavian: Portuguese, Portuguese Gambit",7
Scandinavian: Richter,40
Scandinavian: Schiller-Pytel,10
Van Geet: Grünfeld,11
Alekhine,1937
Alekhine: Brooklyn,27
"Alekhine: Hunt, Lasker Simul Gambit",10
"Alekhine: Hunt, Mikenas Gambit",1
Alekhine: Kmoch,2
Alekhine: Krejcik,2
"Alekhine: Krejcik, Krejcik Gambit",2
Alekhine: Maróczy,54
Alekhine: Mokele Mbembe,3
Alekhine: Normal,952
Alekhine: Scandinavian,210
"Alekhine: Scandinavian, Geschev Gambit",5
"Alekhine: Scandinavian, Myers Gambit",2
Alekhine: Spielmann Gambit,2
Alekhine: Steiner,4
Alekhine: Sämisch Attack,107
Alekhine: Two Pawn Attack,159
"Alekhine: Two Pawn Attack, Lasker",50
"Alekhine: Two Pawns Attack, Mikenas",1
Alekhine: Balogh,29
Alekhine: Exchange,179
"Alekhine: Exchange, Karpov",1
Alekhine: Four Pawns Attack,116
"Alekhine: Four Pawns Attack, Cambridge Gambit",7
"Alekhine: Four Pawns Attack, Fianchetto",24
"Alekhine: Four Pawns Attack, Main Line",36
"Alekhine: Four Pawns Attack, Trifunovic",14
"Alekhine: Modern, Alekhine Gambit",1
Alekhine: O'Sullivan Gambit,1
Alekhine: Modern,281
"Alekhine: Modern, Alburt",39
"Alekhine: Modern, Keres",2
"Alekhine: Modern, Larsen",84
"Alekhine: Modern, Larsen-Haakert",6
"Alekhine: Modern, Schmid",13
"Alekhine: Modern, Alekhine",5
"Alekhine: Modern, Flohr",19
"Alekhine: Modern, Main Line",136
"Alekhine: Modern, Panov",9
Modern: Bishop Attack,11
Modern: Gurgenidze,26
"Modern: Lizard, Mittenberger Gambit",20
Modern: Modern Pterodactyl,106
Modern: Mongredien,9
Modern: Norwegian,57
"Modern: Norwegian, Norwegian Gambit",7
Modern: Pseudo-Austrian Attack,187
Modern: Standard,774
Modern: Standard Line,953
Modern: Three Pawns Attack,19
Modern: Two Knights,242
"Modern: Two Knights, Suttles",75
Norwegian,3
"Pterodactyl: Eastern, Anhanguera",21
"Pterodactyl: Eastern, Benoni",35
"Pterodactyl: Eastern, Pteranodon",15
"Pterodactyl: Eastern, Pterodactyl",7
"Pterodactyl: Eastern, Rhamphorhynchus",48
Rat: Accelerated Gurgenidze,29
Czech,191
King's Pawn: Maróczy,61
Lion: Anti-Philidor,34
"Lion: Anti-Philidor, Lion's Cave",35
"Lion: Anti-Philidor, Lion's Cave, Lion Claw Gambit",2
Lion: Bayonet Attack,11
Modern: Geller's System,77
"Philidor: Lion, Lion's Claw",13
Pirc: 150 Attack,22
"Pirc: 150 Attack, Sveshnikov-Jansa Attack",2
Pirc: Bayonet Attack,20
Pirc: Byrne,89
Pirc: Chinese,10
Pirc: Classical,295
Pirc: Kholmov System,19
Pirc: Sveshnikov System,17
"Pirc: Classical, Quiet System",103
"Pirc: Classical, Quiet System, Chigorin Line",26
"Pirc: Classical, Quiet System, Czech",27
"Pirc: Classical, Quiet System, Parma",14
"Pirc: Classical, Schlechter",75
Pirc: Austrian Attack,227
"Pirc: Austrian Attack, Dragon Formation",37
"Pirc: Austrian Attack, Kurajica",19
"Pirc: Austrian Attack, Ljubojevic",1
"Pirc: Austrian Attack, Unzicker Attack",63
"Pirc: Austrian Attack, Unzicker Attack, Bronstein",14
"Pirc: Austrian Attack, Weiss",78
Caro-Kann,5856
Caro-Kann: Accelerated Panov Attack,223
"Caro-Kann: Accelerated Panov Attack, Modern",137
"Caro-Kann: Accelerated Panov Attack, Open",15
Caro-Kann: Apocalypse Attack,80
Caro-Kann: Breyer,200
Caro-Kann: Euwe Attack,39
Caro-Kann: Goldman,45
Caro-Kann: Hector Gambit,3
Caro-Kann: Hillbilly Attack,33
"Caro-Kann: Hillbilly Attack, Schaeffer Gambit",17
Caro-Kann: Labahn Attack,1
Caro-Kann: Spike,1
Caro-Kann: Two Knights Attack,695
"Caro-Kann: Two Knights Attack, Mindeno",252
"Caro-Kann: Two Knights Attack, Mindeno, Exchange Line",177
"Caro-Kann: Two Knights Attack, Mindeno, Retreat Line",41
Caro-Kann: Advance,1273
"Caro-Kann: Advance, Bayonet Attack",36
"Caro-Kann: Advance, Botvinnik-Carls",321
"Caro-Kann: Advance, Bronstein",20
"Caro-Kann: Advance, Short",256
"Caro-Kann: Advance, Tal",295
"Caro-Kann: Advance, Van der Wiel Attack",76
"Caro-Kann: Advance, Van der Wiel Attack, Dreyev",4
Caro-Kann: De Bruycker,12
Caro-Kann: Maróczy,175
"Caro-Kann: Maróczy, Maróczy Gambit",2
Caro-Kann: Masi,3
Caro-Kann: Modern,344
Caro-Kann: Ulysses Gambit,3
Caro-Kann: Exchange,1049
"Caro-Kann: Exchange, Rubinstein",138
Caro-Kann: Panov Attack,472
"Caro-Kann: Panov Attack, Gunderam Attack",1
"Caro-Kann: Panov Attack, Modern",208
"Caro-Kann: Panov Attack, Modern, Carlsbad Line",28
"Caro-Kann: Panov Attack, Modern, Czerniak Line",2
"Caro-Kann: Panov Attack, Modern, Mieses Line",71
"Caro-Kann: Panov Attack, Fianchetto",72
"Caro-Kann: Panov Attack, Fianchetto, Fianchetto Gambit",14
"Caro-Kann: Panov Attack, Main Line",68
Caro-Kann: Alekhine Gambit,5
Caro-Kann: Campomanes Attack,11
Caro-Kann: Finnish,3
Caro-Kann: Forgacs,61
Caro-Kann: Gurgenidze Counterattack,16
Caro-Kann: Gurgenidze System,53
Caro-Kann: Main Line,1231
Caro-Kann: Rasa-Studier Gambit,30
Caro-Kann: Tartakower,512
Caro-Kann: von Hennig Gambit,10
Caro-Kann: Bronstein-Larsen,53
Caro-Kann: Karpov,135
"Caro-Kann: Karpov, Modern Main Line",15
"Caro-Kann: Karpov, Modern",37
"Caro-Kann: Karpov, Modern, Ivanchuk",2
"Caro-Kann: Karpov, Modern, Kasparov Attack",29
"Caro-Kann: Karpov, Smyslov",10
"Caro-Kann: Karpov, Smyslov, Main Line",7
"Caro-Kann: Karpov, Tiviakov-Fischer Attack",7
Caro-Kann: Classical,524
"Caro-Kann: Classical, Flohr",20
"Caro-Kann: Classical, Main Line",213
"Caro-Kann: Classical, Maróczy Attack",6
"Caro-Kann: Classical, Lobron System",70
"Caro-Kann: Classical, Seirawan",13
"Caro-Kann: Classical, Spassky",155
Sicilian,21648
Sicilian: Bowdler Attack,33
Sicilian: Grob,1
Sicilian: Keres,129
Sicilian: King David's,3
Sicilian: Kronberger,11
Sicilian: Lasker-Dunne Attack,199
Sicilian: Mengarini,155
Sicilian: Myers Attack,5
Sicilian: Snyder,113
"Sicilian: Snyder, Queen Fianchetto",5
Sicilian: Staunton-Cochrane,50
Sicilian: Wing Gambit,220
"Sicilian: Wing Gambit, Abrahams",14
"Sicilian: Wing Gambit, Carlsbad",29
"Sicilian: Wing Gambit, Marienbad",2
"Sicilian: Wing Gambit, Marshall",91
"Sicilian: Wing Gambit, Nanu Gambit",1
"Sicilian: Wing Gambit, Romanian",1
"Sicilian: Wing Gambit, Santasiere",1
"Bird: Dutch, Batavo Gambit",3
Sicilian: McDonnell Attack,134
"Sicilian: McDonnell Attack, Tal Gambit",14
Sicilian: Morphy Gambit,100
"Sicilian: Morphy Gambit, Andreaschek Gambit",9
Sicilian: Smith-Morra Gambit,822
"Sicilian: Smith-Morra Gambit Accepted, Chicago",2
"Sicilian: Smith-Morra Gambit Accepted, Classical Formation",31
"Sicilian: Smith-Morra Gambit Accepted, Fianchetto",13
"Sicilian: Smith-Morra Gambit Accepted, Kan Formation",53
"Sicilian: Smith-Morra Gambit Accepted, Morphy",4
"Sicilian: Smith-Morra Gambit Accepted, Paulsen Formation",52
"Sicilian: Smith-Morra Gambit Accepted, Pin",22
"Sicilian: Smith-Morra Gambit Accepted, Scheveningen Formation",45
"Sicilian: Smith-Morra Gambit Accepted, Sozin Formation",6
"Sicilian: Smith-Morra Gambit Accepted, Taimanov Formation",2
"Sicilian: Smith-Morra Gambit Declined, Alapin Formation",171
"Sicilian: Smith-Morra Gambit Declined, Dubois",15
"Sicilian: Smith-Morra Gambit Declined, Push",102
"Sicilian: Smith-Morra Gambit Declined, Scandinavian Formation",38
"Sicilian: Smith-Morra Gambit, Chicago",6
"Sicilian: Smith-Morra Gambit, Danish",8
Sicilian: Alapin,922
"Sicilian: Alapin, Barmen",259
"Sicilian: Alapin, Barmen, Central Exchange",16
"Sicilian: Alapin, Barmen, Endgame",4
"Sicilian: Alapin, Barmen, Milner-Barry Attack",2
"Sicilian: Alapin, Barmen, Modern Line",44
"Sicilian: Alapin, Smith-Morra Declined",329
"Sicilian: Alapin, Stoltz Attack",39
"Sicilian: Alapin, Stoltz Attack, Ivanchuk Line",1
"Sicilian: Smith-Morra Gambit Declined, Center Formation",10
Sicilian: Closed,2354
