Id,Occurrences
"Caro-Kann: Karpov, Tiviakov-Fischer Attack",14
Caro-Kann: Classical,1526
"Caro-Kann: Classical, Flohr",72
"Caro-Kann: Classical, Main Line",622
"Caro-Kann: Classical, Maróczy Attack",18
"Caro-Kann: Classical, Lobron System",192
"Caro-Kann: Classical, Seirawan",33
"Caro-Kann: Classical, Spassky",436
"Caro-Kann: Euwe Attack, Prins Gambit",2
Sicilian,70607
Sicilian: Bowdler Attack,105
Sicilian: Brick,3
Sicilian: Gloria,1
Sicilian: Grob,2
Sicilian: Keres,418
Sicilian: King David's,7
Sicilian: Kronberger,22
Sicilian: Lasker-Dunne Attack,553
Sicilian: Mengarini,408
Sicilian: Myers Attack,6
Sicilian: Snyder,319
"Sicilian: Snyder, Queen Fianchetto",19
Sicilian: Staunton-Cochrane,199
Sicilian: Wing Gambit,678
"Sicilian: Wing Gambit, Abrahams",47
"Sicilian: Wing Gambit, Carlsbad",99
"Sicilian: Wing Gambit, Marienbad",5
"Sicilian: Wing Gambit, Marshall",313
"Sicilian: Wing Gambit, Nanu Gambit",3
"Sicilian: Wing Gambit, Romanian",4
"Sicilian: Wing Gambit, Santasiere",1
"Bird: Dutch, Batavo Gambit",5
Sicilian: Halasz Gambit,2
Sicilian: McDonnell Attack,389
"Sicilian: McDonnell Attack, Tal Gambit",57
Sicilian: Morphy Gambit,286
"Sicilian: Morphy Gambit, Andreaschek Gambit",34
Sicilian: Smith-Morra Gambit,2603
"Sicilian: Smith-Morra Gambit Accepted, Chicago",4
"Sicilian: Smith-Morra Gambit Accepted, Classical Formation",99
"Sicilian: Smith-Morra Gambit Accepted, Fianchetto",44
"Sicilian: Smith-Morra Gambit Accepted, Kan Formation",148
"Sicilian: Smith-Morra Gambit Accepted, Larsen",1
"Sicilian: Smith-Morra Gambit Accepted, Morphy",5
"Sicilian: Smith-Morra Gambit Accepted, Paulsen Formation",170
"Sicilian: Smith-Morra Gambit Accepted, Pin",76
"Sicilian: Smith-Morra Gambit Accepted, Scheveningen Formation",163
"Sicilian: Smith-Morra Gambit Accepted, Sozin Formation",12
"Sicilian: Smith-Morra Gambit Accepted, Taimanov Formation",6
"Sicilian: Smith-Morra Gambit Declined, Alapin Formation",517
"Sicilian: Smith-Morra Gambit Declined, Dubois",64
"Sicilian: Smith-Morra Gambit Declined, Push",335
"Sicilian: Smith-Morra Gambit Declined, Scandinavian Formation",160
"Sicilian: Smith-Morra Gambit Declined, Wing Formation",2
"Sicilian: Smith-Morra Gambit, Chicago",12
"Sicilian: Smith-Morra Gambit, Danish",19
Sicilian: Alapin,3180
"Sicilian: Alapin, Barmen",850
"Sicilian: Alapin, Barmen, Central Exchange",77
"Sicilian: Alapin, Barmen, Endgame",14
"Sicilian: Alapin, Barmen, Milner-Barry Attack",8
"Sicilian: Alapin, Barmen, Modern Line",127
"Sicilian: Alapin, Smith-Morra Declined",1043
"Sicilian: Alapin, Stoltz Attack",139
"Sicilian: Alapin, Stoltz Attack, Ivanchuk Line",4
Sicilian: Heidenfeld,1
"Sicilian: Smith-Morra Gambit Declined, Center Formation",26
Sicilian: Closed,8119
"Sicilian: Closed, Chameleon",196
"Sicilian: Closed, Grob Attack",2
"Sicilian: Closed, Korchnoi",148
"Sicilian: Closed, Traditional",3165
Sicilian: Grand Prix Attack,699
"Sicilian: Grand Prix Attack, Schofman",97
"Sicilian: Closed, Fianchetto",721
"Sicilian: Closed, Smyslov",10
"Sicilian: Closed, Botvinnik",38
"Sicilian: Closed, Botvinnik, Edge",4
Modern: Pterodactyl,11
"Pterodactyl: Sicilian, Anhanguera",11
"Pterodactyl: Sicilian, Pteranodon",11
"Pterodactyl: Sicilian, Rhamphorhynchus",23
"Pterodactyl: Western, Pterodactyl",1
"Pterodactyl: Western, Rhamphorhynchus",59
Sicilian: Brussels Gambit,9
Sicilian: Double-Dutch Gambit,3
Sicilian: Hyperaccelerated Dragon,1665
Sicilian: Hyperaccelerated Fianchetto,1017
Sicilian: Hyperaccelerated Pterodactyl,235
"Sicilian: Hyperaccelerated Pterodactyl, Exchange",9
Sicilian: Jalalabad,9
Sicilian: Katalimov,54
Sicilian: Quinteros,8
Sicilian: O'Kelly,680
"Sicilian: O'Kelly, Aronin System",1
"Sicilian: O'Kelly, Kieseritzky System",15
"Sicilian: O'Kelly, Maróczy Bind",131
"Sicilian: O'Kelly, Maróczy Bind, Paulsen Line",67
"Sicilian: O'Kelly, Maróczy Bind, Robatsch Line",14
"Sicilian: O'Kelly, Normal System",223
"Sicilian: O'Kelly, Normal System, Cortlever Gambit",2
"Sicilian: O'Kelly, Normal System, Smith-Morra Line",56
"Sicilian: O'Kelly, Normal System, Taimanov Line",62
"Sicilian: O'Kelly, Normal System, Zagorovsky Line",10
"Sicilian: O'Kelly, Quiet System",11
"Sicilian: O'Kelly, Réti System",24
"Sicilian: O'Kelly, Venice System",197
"Sicilian: O'Kelly, Venice System, Barcza Line",8
"Sicilian: O'Kelly, Venice System, Gambit Line",14
"Sicilian: O'Kelly, Venice System, Ljubojevic Line",6
"Sicilian: O'Kelly, Venice System, Steiner Line",59
"Sicilian: O'Kelly, Wing Gambit",12
"Sicilian: O'Kelly, Yerevan System",161
Sicilian: Nimzowitsch,628
"Sicilian: Nimzowitsch, Advance",334
"Sicilian: Nimzowitsch, Closed",231
"Sicilian: Nimzowitsch, Exchange",79
"Sicilian: Nimzowitsch, Main Line",57
"Sicilian: Closed, Anti-Sveshnikov, Kharlov-Kramnik Line",6
Sicilian: Nyezhmetdinov-Rossolimo Attack,3900
"Sicilian: Nyezhmetdinov-Rossolimo Attack, San Francisco Gambit",1
Sicilian: Old Sicilian,11150
"Sicilian: Rossolimo, Brooklyn Retreat",8
"Sicilian: Nyezhmetdinov-Rossolimo Attack, Fianchetto",1975
"Sicilian: Nyezhmetdinov-Rossolimo Attack, Fianchetto, Gufeld Gambit",68
"Sicilian: Nyezhmetdinov-Rossolimo Attack, Fianchetto, Lutikov Gambit",23
"Sicilian: Nyezhmetdinov-Rossolimo Attack, Fianchetto, Totsky Attack",12
"Sicilian: Nyezhmetdinov-Rossolimo Attack, Gurgenidze",24
Sicilian: Accelerated Dragon,1367
Sicilian: Flohr,28
Sicilian: Franco-Sicilian,9
Sicilian: Godiva,218
Sicilian: Kalashnikov,797
Sicilian: Löwenthal,1271
Sicilian: Nimzo-American,13
"Sicilian: O'Kelly, Maróczy Bind, Geller Line",17
Sicilian: Open,5387
"Sicilian: Four Knights, Cobra",189
Sicilian: Lasker-Pelikan,1362
"Sicilian: Lasker-Pelikan, Bird",42
"Sicilian: Lasker-Pelikan, Exchange",39
"Sicilian: Lasker-Pelikan, Retreat",27
"Sicilian: Lasker-Pelikan, Schlechter",96
"Sicilian: Lasker-Pelikan, Sveshnikov",841
"Sicilian: Lasker-Pelikan, Sveshnikov, Chelyabinsk",588
"Sicilian: Lasker-Pelikan, Sveshnikov, Novosibirsk",160
"Sicilian: Lasker-Pelikan, Sveshnikov, Peresypkin's Sacrifice",12
"Sicilian: Accelerated Dragon, Exchange",72
"Sicilian: Accelerated Dragon, Modern",875
"Sicilian: Accelerated Dragon, Modern Bc4",589
"Sicilian: Dragon, Modern Bc4",78
"Sicilian: Accelerated Dragon, Maróczy Bind",1375
"Sicilian: Accelerated Dragon, Maróczy Bind, Gurgenidze",104
"Sicilian: Accelerated Fianchetto, Maróczy Bind",713
"Sicilian: Accelerated Dragon, Maróczy Bind, Breyer",145
"Sicilian: Alapin, Sherzer",20
Sicilian: Delayed Alapin,2127
Sicilian: Four Knights,1342
"Sicilian: Four Knights, Exchange",412
Sicilian: French,9515
"Sicilian: French, Normal",1316
"Sicilian: French, Open",5624
"Sicilian: French, Westerinen Attack",603
Sicilian: Gaw-Paw,2
"Sicilian: Kan, Wing Attack, Fianchetto",59
Sicilian: Kramnik,389
Sicilian: Kveinis,30
Sicilian: Marshall Counterattack,24
Sicilian: Paulsen-Basman,118
Sicilian: Pin,126
"Sicilian: Pin, Jaffe",15
"Sicilian: Pin, Koch",80
Sicilian: Smith-Morra Gambit Deferred,226
Sicilian: Wing Gambit Deferred,65
Sicilian: Kan,2364
"Sicilian: Kan, Maróczy Bind, Bronstein",18
"Sicilian: Kan, Maróczy Bind, Réti",580
"Sicilian: Kan, Gipslis",4
"Sicilian: Kan, Modern",703
"Sicilian: Kan, Polugaevsky",177
"Sicilian: Kan, Swiss Cheese",11
"Sicilian: Kan, Knight",1193
"Sicilian: Kan, Wing Attack",315
"Sicilian: Kan, Wing Attack, Spraggett Attack",11
Sicilian: Taimanov,1933
"Sicilian: Taimanov, Gary Gambit",2
"Sicilian: Taimanov, Modern Line",8
"Sicilian: Taimanov, Szén",128
"Sicilian: Taimanov, American Attack",12
"Sicilian: Taimanov, Normal",1574
"Sicilian: Taimanov, Bastrikov",1068
"Sicilian: Taimanov, Bastrikov, Ponomariov Gambit",13
"Sicilian: Taimanov, Bastrikov, English Attack",145
"Sicilian: Delayed Alapin, Basman-Palatnik Double Gambit",14
"Sicilian: Delayed Alapin, Basman-Palatnik Gambit",16
Sicilian: Moderns,17681
"Sicilian: Moderns, Anti-Qxd4 Move Order",322
"Sicilian: Moderns, Anti-Qxd4 Move Order Accepted",12
"Sicilian: Moderns, Tartakower",146
"Sicilian: Wing Gambit, Deferred",23
"Sicilian: Canal Attack, Moscow Gambit",15
Sicilian: Moscow,3089
"Sicilian: Canal Attack, Haag Gambit",44
"Sicilian: Canal Attack, Main Line",1475
"Sicilian: Moscow, Sokolsky",326
Sicilian: Chekhover,1069
"Sicilian: Chekhover, Zaitsev",1
"Sicilian: Moderns, Ginsberg Gambit",7
"Sicilian: Moderns, Main Line",10424
Sicilian: Prins,520
"Sicilian: Prins, Venice Attack",57
Sicilian: Classical,2290
"Sicilian: Classical, Fianchetto",62
Sicilian: Kupreichik,59
Sicilian: Spielmann,5
Sicilian: Venice Attack,28
Sicilian: Yates,1
"Sicilian: Classical, Anti-Sozin",116
Sicilian: Magnus Smith Trap,8
"Sicilian: Sozin, not Scheveningen",363
Sicilian: Boleslavsky,102
"Sicilian: Boleslavsky, Louma",5
"Sicilian: Classical, Dragon Transfer",11
Sicilian: Richter-Rauzer,1083
"Sicilian: Richter-Rauzer, Dragon",41
"Sicilian: Richter-Rauzer, Modern",111
"Sicilian: Richter-Rauzer, Exchange",8
"Sicilian: Richter-Rauzer, Podebrady",2
"Sicilian: Richter-Rauzer, Vitolins",36
"Sicilian: Richter-Rauzer, Classical",217
"Sicilian: Richter-Rauzer, Classical, Kantscher Line",2
"Sicilian: Richter-Rauzer, Ivanov",7
"Sicilian: Richter-Rauzer, Traditional",658
"Sicilian: Richter-Rauzer, Rauzer Attack",32
"Sicilian: Richter-Rauzer, Neo-Modern, Early Deviations",478
"Sicilian: Richter-Rauzer, Neo-Modern",376
"Sicilian: Richter-Rauzer, Neo-Modern, Nyezhmetdinov Attack",33
Sicilian: Dragon,1907
"Sicilian: Dragon, Classical",281
"Sicilian: Dragon, Fianchetto",59
"Sicilian: Dragon, Levenfish",113
"Sicilian: Dragon, Levenfish, Main Line",7
"Sicilian: Dragon, Classical, Amsterdam",24
"Sicilian: Dragon, Classical, Grigoriev",32
"Sicilian: Dragon, Classical, Battery",26
"Sicilian: Dragon, Classical, Alekhine Line",11
"Sicilian: Dragon, Classical, Maróczy Line",11
"Sicilian: Dragon, Classical, Normal Line",59
"Sicilian: Dragon, Classical, Spielmann",3
"Sicilian: Dragon, Classical, Tartakower Line",1
"Sicilian: Dragon, Yugoslav Attack, Belezky Line",217
"Sicilian: Dragon, Yugoslav Attack, Early Deviations",1127
"Sicilian: Dragon, Yugoslav Attack",1426
"Sicilian: Dragon, Yugoslav Attack, Modern Line",546
"Sicilian: Dragon, Yugoslav Attack, Panov",131
"Sicilian: Dragon, Yugoslav Attack, Czerniak",44
"Sicilian: Dragon, Yugoslav Attack, Main Line",430
"Sicilian: Dragon, Yugoslav Attack, Sosonko",15
"Sicilian: Dragon, Yugoslav Attack, Old Line",135
Sicilian: Scheveningen,450
"Sicilian: Scheveningen, English Attack",162
"Sicilian: Scheveningen, Fianchetto",21
"Sicilian: Scheveningen, Vitolins",2
"Sicilian: Scheveningen, Keres Attack",189
"Sicilian: Scheveningen, Matanovic Attack",16
"Sicilian: Scheveningen, Tal",7
"Sicilian: Scheveningen, Classical",192
"Sicilian: Scheveningen, Modern",69
"Sicilian: Najdorf, Scheveningen",12
"Sicilian: Scheveningen, Classical Main Line",20
"Sicilian: Scheveningen, Classical, Paulsen",18
Sicilian: Sozin Attack,43
"Sicilian: Sozin Attack, Flank",166
"Sicilian: Sozin Attack, Fischer",2
"Sicilian: Sozin Attack, Leonhardt",161
"Sicilian: Sozin Attack, Main Line",68
Sicilian: Velimirovic Attack,28
Sicilian: Najdorf,6443
"Sicilian: Najdorf, Adams Attack",488
"Sicilian: Najdorf, Dekker Gambit",1
"Sicilian: Najdorf, English Attack",1174
"Sicilian: Najdorf, English Attack, Anti-English",55
"Sicilian: Najdorf, Freak Attack",125
"Sicilian: Najdorf, Lipnitsky Attack",709
"Sicilian: Scheveningen, Delayed Keres Attack",62
"Sicilian: Scheveningen, Delayed Keres Attack, Perenyi Gambit",3
"Sicilian: Najdorf, Zagreb",203
"Sicilian: Najdorf, Opocensky",651
"Sicilian: Najdorf, Opocensky, Modern Line",44
"Sicilian: Najdorf, Opocensky, Traditional Line",119
"Sicilian: Najdorf, Amsterdam",162
"Sicilian: Najdorf, Neo-Classical",32
"Sicilian: Najdorf, Polugaevsky",37
"Sicilian: Najdorf, Polugaevsky, Simagin Line",9
"Sicilian: Najdorf, Poisoned Pawn Accepted",55
"Sicilian: Najdorf, Poisoned Pawn",133
"Sicilian: Najdorf, Browne",48
"Sicilian: Najdorf, Goteborg",17
"Sicilian: Najdorf, Traditional Line",327
"Sicilian: Najdorf, Main Line",321
French,28411
French: Alapin Gambit,14
French: Baeuerle Gambit,5
French: Carlson Gambit,1
French: Chigorin,448
French: Hoffmann Gambit,1
French: Horwitz Attack,199
"French: Horwitz Attack, Papa-Ticulat Gambit",164
French: KIA,1161
French: Knight,1113
French: La Bourdonnais,147
French: Mediterranean,27
French: Normal,12738
French: Orthoschnapp Gambit,48
French: Pelikan,18
French: Perseus Gambit,9
French: Queen's Knight,707
French: Reversed Philidor Formation,15
French: Réti-Spielmann Attack,32
French: Schlechter,433
French: Steiner,266
French: Steinitz Attack,29
French: Two Knights,554
French: Wing Gambit,218
Queen's Pawn: Franco-Sicilian,284
Rat: Small Center,109
Sicilian: Drazic,16
"St. George: New St. George, Three Pawn Attack",17
"St. George: New St. George, Traditional Line",10
French: Exchange,1260
"French: Exchange, Monte Carlo",283
"French: Exchange, Svenonius",15
French: Advance,2376
"French: Advance, Euwe",503
"French: Advance, Extended Bishop Swap",30
"French: Advance, Lputian",86
"French: Advance, Main Line",330
"French: Advance, Milner-Barry Gambit",348
"French: Advance, Nimzowitsch Attack",113
"French: Advance, Nimzowitsch Gambit",43
"French: Advance, Nimzowitsch System",139
"French: Advance, Paulsen Attack",1386
"French: Advance, Ruisdonk Gambit",21
"French: Advance, Steinitz",15
"French: Advance, Wade",216
French: Tarrasch,3128
"French: Tarrasch, Guimard",312
"French: Tarrasch, Haberditz",13
"French: Tarrasch, Modern System",135
"French: Tarrasch, Morozevich",242
"French: Tarrasch, Guimard, Main Line",263
"French: Tarrasch, Botvinnik",54
"French: Tarrasch, Closed",953
"French: Tarrasch, Pawn Center",136
"French: Tarrasch, Closed, Main Line",287
"French: Tarrasch, Leningrad",9
"French: Tarrasch, Chistyakov",303
"French: Tarrasch, Chistyakov, Modern Line",57
"French: Tarrasch, Eliskases",17
"French: Tarrasch, Open System",908
"French: Tarrasch, Open System, Euwe-Keres Line",364
"French: Tarrasch, Open System, Shaposhnikov Gambit",1
"French: Tarrasch, Open System, Süchting Line",24
"French: Tarrasch, Open System, Advance Line",3
"French: Tarrasch, Open System, Main Line",129
"French: Classical, Svenonius",10
French: Paulsen,5560
French: Rubinstein,934
"French: Rubinstein, Blackburne",772
"French: Rubinstein, Capablanca Line",14
"French: Rubinstein, Ellis Gambit",3
"French: Rubinstein, Fort Knox",351
"French: Rubinstein, Kasparov Attack",49
"French: Rubinstein, Maric",8
Sicilian: Marshall Gambit,29
French: Burn,1115
French: Classical,2526
"French: Classical, Burn, Main Line",69
"French: Classical, Burn, Morozevich Line",124
"French: Classical, Delayed Exchange",94
"French: Classical, Steinitz",1347
"French: Classical, Swiss",90
French: Henneberger,1
French: Steinitz,898
"French: Steinitz, Boleslavsky",739
"French: Steinitz, Bradford Attack",6
"French: Steinitz, Gledhill Attack",15
French: MacCutcheon,254
"French: MacCutcheon, Advance",209
"French: MacCutcheon, Bernstein",9
"French: MacCutcheon, Chigorin",33
"French: MacCutcheon, Dr. Olland",14
"French: MacCutcheon, Duras",1
"French: MacCutcheon, Exchange",20
"French: MacCutcheon, Grigoriev",4
"French: MacCutcheon, Janowski",22
"French: MacCutcheon, Lasker",122
"French: MacCutcheon, Tartakower",7
French: Alekhine-Chatard Attack,187
"French: Alekhine-Chatard Attack, Albin-Chatard Gambit",34
"French: Alekhine-Chatard Attack, Breyer",15
"French: Alekhine-Chatard Attack, Maróczy",45
"French: Alekhine-Chatard Attack, Spielmann",21
"French: Alekhine-Chatard Attack, Teichmann",11
"French: Classical, Frankfurt",1
"French: Classical, Normal",442
"French: Classical, Richter Attack",28
"French: Classical, Tartakower",33
"French: Classical, Vistaneckis",4
"French: Classical, Alapin",26
"French: Classical, Pollock",16
"French: Classical, Rubinstein",7
"French: Classical, Tarrasch",2
"French: MacCutcheon, Wolf Gambit",23
French: Winawer,2192
"French: Winawer, Alekhine Gambit Accepted",54
"French: Winawer, Alekhine Gambit, Kan",41
"French: Winawer, Alekhine-Maróczy Gambit",199
"French: Winawer, Delayed Exchange",350
"French: Winawer, Exchange, Canal Attack",15
"French: Winawer, Fingerslip",19
"French: Winawer, Fingerslip, Kunin Double Gambit",1
"French: Winawer, Fingerslip, Main Line",3
"French: Winawer, Winckelmann-Riemer Gambit",72
"French: Winawer, Advance",1418
"French: Winawer, Petrosian",95
"French: Winawer, Advance, Moscow",20
"French: Winawer, Bogoljubov",89
"French: Winawer, Bogoljubov, Icelandic",4
"French: Winawer, Maróczy-Wallis",4
"French: Winawer, Retreat",91
"French: Winawer, Retreat, Armenian Line",69
"French: Winawer, Classical",105
"French: Winawer, Poisoned Pawn",299
"French: Winawer, Poisoned Pawn, Main Line",136
"French: Winawer, Poisoned Pawn, Paoli",3
"French: Winawer, Positional",72
Barnes: Walkerling,2
Bongcloud Attack,3
Center,1293
English: The Whale,13
King's Pawn: Alapin,10
King's Pawn: Beyer Gambit,8
"King's Pawn: Clam, KG Reversed",3
King's Pawn: King's Head,29
King's Pawn: Leonardis,106
King's Pawn: Macleod Attack,11
King's Pawn: Mengarini's,4
King's Pawn: Napoleon Attack,5
King's Pawn: Tortoise,3
King's Pawn: Wayward Queen Attack,58
"King's Pawn: Wayward Queen Attack, Kiddie Countergambit",5
King's Pawn: Weber Gambit,7
Portuguese,5
Center Accepted,869
Center: Halasz-McDonnell Gambit,2
Center: Kieseritzky,303
Center: Ross Gambit,1
Center: von der Lasa Gambit,49
Danish Gambit,220
Danish Gambit Accepted,21
Danish Gambit Accepted: Copenhagen,2
Danish Gambit Accepted: Schlechter,9
Danish Gambit Accepted: Svenonius,3
Danish Gambit Declined: Sorensen,72
Center: Berger,126
Center: Hall,28
Center: Kupreichik,1
Center: Normal,291
Center: Paulsen Attack,165
Bishop's,975
Bishop's: Boi,37
Bishop's: Calabrese Countergambit,9
"Bishop's: Calabrese Countergambit, Jaenisch",3
Bishop's: Khan Gambit,11
Bishop's: McDonnell Gambit,1
"Bishop's: McDonnell Gambit, McDonnell Double Gambit",1
Bishop's: Philidor Counterattack,11
Bishop's: Philidor,3
Bishop's: Stein Gambit,2
Bishop's: Berlin,661
"Bishop's: Berlin, Greco Gambit",1
Bishop's: Ponziani Gambit,105
"Bishop's: Urusov Gambit, Panov",1
Bishop's: Vienna Hybrid,439
Bishop's: Warsaw Gambit,3
Vienna,2127
Vienna: Anderssen,65
Vienna: Fyfe Gambit,3
Vienna: Giraffe Attack,2
Vienna: Hamppe-Muzio Gambit,2
Vienna: Max Lange,704
Vienna: Omaha Gambit,28
Vienna: Paulsen,127
"Vienna: Stanley, Meitner-Mieses Gambit",5
Vienna: Vienna Gambit,613
"Vienna: Vienna Gambit, Hamppe-Allgaier Gambit",13
"Vienna: Vienna Gambit, Hamppe-Allgaier Gambit, Alapin",1
"Vienna: Vienna Gambit, Hamppe-Allgaier Gambit, Thorold",3
"Vienna: Vienna Gambit, Hamppe-Muzio Gambit",2
"Vienna: Vienna Gambit, Pierce Gambit",6
"Vienna: Vienna Gambit, Quelle Gambit",4
"Vienna: Vienna Gambit, Steinitz Gambit",19
"Vienna: Vienna Gambit, Steinitz Gambit, Fraser-Minckwitz",3
"Vienna: Vienna Gambit, Steinitz Gambit, Knight",75
"Vienna: Vienna Gambit, Steinitz Gambit, Main Line",10
"Vienna: Vienna Gambit, Steinitz Gambit, Paulsen",2
"Vienna: Vienna Gambit, Steinitz Gambit, Sörensen",1
"Vienna: Vienna Gambit, Steinitz Gambit, Zukertort",1
Vienna: Zhuravlev Countergambit,1
"Bishop's: Vienna Hybrid, Spielmann Attack",127
Vienna: Falkbeer,1618
Vienna: Mengarini,3
Vienna: Mieses,277
"Vienna: Mieses, Erben Gambit",7
Vienna: Stanley,468
"Vienna: Stanley, Reversed Spanish",26
Bishop's: Boden-Kieseritzky Gambit,53
Vienna: Frankenstein-Dracula,180
"Vienna: Stanley, Alekhine",17
"Vienna: Stanley, Frankenstein-Dracula",5
"Vienna: Stanley, Monster Declined",66
"Bishop's: Vienna Hybrid, Hromádka",74
"Vienna: Stanley, Bronstein Gambit",3
"Vienna: Stanley, Three Knights",346
"Vienna: Vienna Gambit, Bardeleben",34
"Vienna: Vienna Gambit, Breyer",23
"Vienna: Vienna Gambit, Kaufmann",3
"Vienna: Vienna Gambit, Main Line",406
"Vienna: Vienna Gambit, Modern",35
"Vienna: Vienna Gambit, Paulsen Attack",196
"Vienna: Vienna Gambit, Steinitz",6
"Vienna: Vienna Gambit, Wurzburger Trap",2
KG,1070
KG Declined: Classical,95
"KG Declined: Classical, Rotlewi Countergambit",2
"KG Declined: Classical, Soldatenkov",1
"KG Declined: Classical, Svenonius",2
KG Declined: Keene,3
KG Declined: Keene's,3
KG Declined: Mafia,4
KG Declined: Miles,36
KG Declined: Panteldakis Countergambit,4
KG Declined: Petrov's,32
KG Declined: Queen's Knight,161
KG Declined: Falkbeer Countergambit,251
KG Declined: Falkbeer Countergambit Accepted,186
"KG Declined: Falkbeer Countergambit, Anderssen Attack",1
"KG Declined: Falkbeer Countergambit, Blackburne Attack",39
"KG Declined: Falkbeer Countergambit, Charousek Gambit",57
"KG Declined: Falkbeer Countergambit, Charousek Gambit, Morphy",5
"KG Declined: Falkbeer Countergambit, Hinrichsen Gambit",10
"KG Declined: Falkbeer Countergambit, Miles Gambit",2
"KG Declined: Falkbeer Countergambit, Milner-Barry",13
"KG Declined: Falkbeer Countergambit, Modern Transfer",83
"KG Declined: Falkbeer Countergambit, Nimzowitsch-Marshall Countergambit",29
"KG Declined: Falkbeer Countergambit, Rubinstein",2
"KG Declined: Falkbeer Countergambit, Staunton Line",70
"Van Geet: Grünfeld, Steiner Gambit",3
"KG Declined: Falkbeer Countergambit, Charousek Gambit Accepted",39
"KG Declined: Falkbeer Countergambit, Charousek Gambit, Main Line",10
"KG Declined: Falkbeer Countergambit, Charousek Gambit, Old Line",4
KG Accepted,490
KG Accepted: Bishop's Gambit,133
"KG Accepted: Bishop's Gambit, Anderssen",9
"KG Accepted: Bishop's Gambit, Bledow Countergambit",13
"KG Accepted: Bishop's Gambit, Bledow",15
"KG Accepted: Bishop's Gambit, Boden",2
"KG Accepted: Bishop's Gambit, Bogoljubov",46
"KG Accepted: Bishop's Gambit, Bryan Countergambit",2
"KG Accepted: Bishop's Gambit, Cozio",57
"KG Accepted: Bishop's Gambit, First Jaenisch",4
"KG Accepted: Bishop's Gambit, Lopez",7
"KG Accepted: Bishop's Gambit, Maurian",13
"KG Accepted: Bishop's Gambit, Paulsen Attack",2
"KG Accepted: Bishop's Gambit, Steinitz",8
KG Accepted: Carrera Gambit,1
KG Accepted: Gaga Gambit,1
KG Accepted: Polerio Gambit,10
KG Accepted: Schurig Gambit,1
Van Geet: Nowokunski Gambit,18
KG Accepted: Becker,16
KG Accepted: Bonsch-Osmolovsky,39
KG Accepted: Fischer,53
"KG Accepted: Fischer, Spanish",1
KG Accepted: Gianutio Countergambit,1
KG Accepted: Greco Gambit,5
KG Accepted: King's Knight's Gambit,325
KG Accepted: MacLeod,56
KG Accepted: Schallopp,82
KG Accepted: Cunningham,9
"KG Accepted: Cunningham, McCormick",7
KG Accepted: Abbazia,112
"KG Accepted: Abbazia, Main Line",1
KG Accepted: Modern,150
KG Accepted: Blachly Gambit,2
KG Accepted: Double Muzio Gambit,2
KG Accepted: Ghulam-Kassim Gambit,3
KG Accepted: Lolli Gambit,2
KG Accepted: McDonnell Gambit,1
"KG Accepted: Muzio Gambit, Sarratt",4
"KG Accepted: Muzio Gambit, Wild Muzio Gambit",5
KG Accepted: Quade Gambit,11
KG Accepted: Rosentreter Gambit,8
"KG Accepted: Rosentreter Gambit, Testa",1
KG Accepted: Salvio Gambit,1
"KG Accepted: Salvio Gambit, Viennese",1
KG Accepted: Hanstein Gambit,9
KG Accepted: Mayet Gambit,4
KG Accepted: Philidor Gambit,1
KG Accepted: Traditional,17
KG Accepted: Allgaier Gambit,3
"KG Accepted: Allgaier Gambit, Thorold Attack",1
"KG Accepted: Allgaier, Schlechter",1
KG Accepted: Kieseritzky Gambit,15
"KG Accepted: Kieseritzky Gambit, Anderssen",1
"KG Accepted: Kieseritzky Gambit, Berlin",4
"KG Accepted: Kieseritzky Gambit, Berlin, Rubinstein",2
"KG Accepted: Kieseritzky Gambit, Brentano",1
"KG Accepted: Kieseritzky Gambit, Cotter Gambit",2
"KG Accepted: Kieseritzky Gambit, Kolisch",7
"KG Accepted: Kieseritzky Gambit, Long Whip",2
"KG Accepted: Kieseritzky, Polerio",1
Elephant Gambit,415
Elephant Gambit: Maróczy Gambit,11
Elephant Gambit: Paulsen Countergambit,155
Elephant Gambit: Wasp,1
Gunderam,27
King's Knight,23221
King's Pawn: Busch-Gass Gambit,17
"King's Pawn: Busch-Gass Gambit, Chiodini Gambit",2
King's Pawn: Damiano,13
"King's Pawn: Damiano, Damiano Gambit",1
King's Pawn: Gunderam Gambit,10
King's Pawn: McConnell,12
Latvian Gambit,158
Latvian Gambit Accepted,24
Latvian Gambit Accepted: Bilguer,43
Latvian Gambit Accepted: Bronstein Attack,2
Latvian Gambit Accepted: Foltys-Leonhardt,7
Latvian Gambit Accepted: Leonhardt,7
Latvian Gambit Accepted: Main Line,47
Latvian Gambit Accepted: Nimzowitsch Attack,6
Latvian Gambit: Corkscrew Countergambit,1
Latvian Gambit: Corkscrew Gambit,1
Latvian Gambit: Fraser,19
Latvian Gambit: Mason Countergambit,31
Latvian Gambit: Mayet Attack,6
"Latvian Gambit: Mayet Attack, Poisoned Pawn",2
"Latvian Gambit: Mayet Attack, Polerio-Svedenborg",2
Latvian Gambit: Mlotkowski,8
Philidor,1065
Philidor: Albin-Blackburne Gambit,28
Philidor: Bird Gambit,5
Philidor: Boden,1
Philidor: Exchange,454
Philidor: Hanham,183
"Philidor: Hanham, Delmar",3
"Philidor: Hanham, Krause",33
"Philidor: Hanham, Schlechter",47
"Philidor: Hanham, Sharp",1
"Philidor: Hanham, Steiner",12
