Id,Occurrences
Zukertort: Lisitsyn Gambit Deferred,53
Zukertort: Pirc Invitation,1241
Zukertort: Polish,91
Zukertort: QG Invitation,861
Zukertort: Queenside Fianchetto,417
Zukertort: Ross Gambit,84
Zukertort: Sicilian Invitation,3533
Zukertort: Slav Invitation,655
Zukertort: Speelsmet Gambit,3
Zukertort: St. George,57
Zukertort: The Walrus,14
Zukertort: Vos Gambit,14
Zukertort: Wade,9
Zukertort: Ware,15
KIA,5108
KIA: Smyslov,13
KIA: Spassky,200
KIA: Symmetrical,2408
KIA: Wahls,343
Polish: Zukertort System,36
Zukertort: Double Fianchetto Attack,51
Zukertort: Lemberger Gambit,93
Zukertort: Nimzo-Larsen,1067
Zukertort: Quiet System,360
Nimzo-Larsen Attack: Norfolk Gambit,2
Zukertort: Ampel,1
Zukertort: Old Indian Attack,417
Zukertort: Reversed Mexican,73
Zukertort: Santasiere's Folly,20
Zukertort: Tennison Gambit,200
Zukertort: The Potato,3
"English: Anglo-Indian, Grünfeld Formation",8
Hungarian: Wiedenhagen-Beta Gambit,4
KIA: Double Fianchetto,285
KIA: Keres,255
KIA: Omega-Delta Gambit,6
KIA: Pachman System,98
KIA: Sicilian,802
KIA: Yugoslav,346
KIA: French,400
Zukertort: Grünfeld Reversed,92
Réti,2192
Réti: Advance,533
"Réti: Advance, Michel Gambit",32
Réti: Reversed Blumenfeld Gambit,39
Réti: Réti Accepted,128
"Réti: Réti Gambit, Keres",5
English,19716
English: Adorjan,8
English: Anglo-Dutch,377
"English: Anglo-Dutch, Hickmann Gambit",5
"English: Anglo-Dutch, Ferenc Gambit",1
English: Anglo-Lithuanian,115
English: Anglo-Scandinavian,208
"English: Anglo-Scandinavian, Löhn Gambit",3
"English: Anglo-Scandinavian, Malvinas",30
"English: Anglo-Scandinavian, Schulz Gambit",49
English: Great Snake,1415
English: Jaenisch Gambit,28
"English: King's English, Botvinnik System, Prickly Pawn Pass System",10
English: Myers,1
English: Wade Gambit,5
"Modern: Averbakh, Pseudo-Sämisch",15
Modern: Neo-Modern,1
English: Caro-Kann Defensive System,1642
"Réti: Anglo-Slav, Bled",32
"Réti: Anglo-Slav, Bogoljubov",176
"Réti: Anglo-Slav, Capablanca",27
"Réti: Anglo-Slav, London Defensive System",19
"Réti: Anglo-Slav, New York System",49
"Réti: Anglo-Slav, Torre System",10
English: Agincourt,4087
"English: Agincourt, Bogoljubov",8
"English: Agincourt, Catalan",39
"English: Agincourt, Catalan Accepted",295
"English: Agincourt, Catalan, Semi-Slav",218
"English: Agincourt, Kurajica",54
"English: Agincourt, Tarrasch",18
"English: Agincourt, Wimpy System",104
English: Neo-Catalan,903
English: Neo-Catalan Declined,976
English: Romanishin Gambit,40
"English: Agincourt, Keres",19
"English: Agincourt, Neo-Catalan Declined",1096
"Réti: Anglo-Slav, Bogoljubov, Stonewall Line",102
English: Anglo-Indian,5116
"English: Anglo-Indian, Anti-Anti-Grünfeld",769
"English: Anglo-Indian, King's Indian Formation",2275
"English: Anglo-Indian, King's Indian Formation, Double Fianchetto",47
"English: Anglo-Indian, King's Knight",4992
"English: Anglo-Indian, Old Indian Formation",262
"English: Anglo-Indian, Queen's Indian Formation",441
"English: Anglo-Indian, Romanishin",38
"English: Anglo-Indian, Scandinavian",159
"English: Anglo-Indian, Scandinavian, Exchange",108
"English: Anglo-Indian, Slav Formation",12
English Orangutan,2
"Polish: King's Indian, Sokolsky Attack",12
English: Anglo-Grünfeld,222
"English: Anglo-Indian, Anglo-Grünfeld",167
"English: Anglo-Indian, Queen's Knight",2817
"English: Anglo-Indian, Hedgehog System",714
"English: Anglo-Indian, Nimzo-English",88
"English: Anglo-Indian, Queen's Indian",5
"English: Anglo-Indian, Zvjaginsev-Krasenkow Attack",5
English: Mikenas-Carls,392
"English: Anglo-Indian, Flohr-Mikenas-Carls, Nei Gambit",53
"English: Mikenas-Carls, Sicilian",70
English: Drill,30
English: King's English,4156
"English: King's English, Nimzowitsch",202
"English: King's English, Nimzowitsch-Flohr",55
"English: King's English, Keres",4
"English: King's English, Kramnik-Shirov Counterattack",427
"English: King's English, Reversed Sicilian",2442
"English: King's English, Smyslov",4
"English: King's English, Troger",23
English: Carls-Bremen System,380
"English: King's English, Bellon Gambit",9
"English: King's English, Two Knights",1277
"English: King's English, Two Knights, Reversed Dragon",127
"English: King's English, Two Knights, Smyslov System",94
"English: King's English, Two Knights, Keres",66
"English: King's English, Two Knights, Fianchetto Line",4
"English: King's English, Bremen-Hort",8
"English: King's English, Closed System",36
"English: King's English, Hungarian Attack",14
"English: King's English, Reversed Closed Sicilian",795
"English: King's English, Taimanov",173
"English: King's English, Botvinnik System",16
"English: King's English, Closed System, Full Symmetry",29
"English: King's English, Three Knights System",592
"English: Four Knights System, Nimzowitsch",281
"English: King's English, Four Knights",985
"English: King's English, Four Knights, Bradley Beach",10
"English: King's English, Four Knights, Flexible Line",49
"English: King's English, Four Knights, Korchnoi Line",65
"English: King's English, Four Knights, Quiet Line",299
"English: King's English, Four Knights, Fianchetto Line",249
English: Symmetrical,3451
"English: Symmetrical, Hedgehog",208
"English: Symmetrical, Napolitano Gambit",1
"English: Symmetrical, Hedgehog, Flexible Formation",19
English: Wing Gambit,2
"English: Symmetrical, Anti-Benoni",884
"English: Symmetrical, Anti-Benoni, Spielmann",267
"English: Symmetrical, Anti-Benoni, Geller",44
"English: Symmetrical, Fianchetto",405
"English: Symmetrical, Normal",740
"English: Symmetrical, Rubinstein",63
"English: Symmetrical, Three Knights",120
"English: Symmetrical, Four Knights",351
"English: Symmetrical, Two Knights",384
"English: Symmetrical, Botvinnik System",222
"English: Symmetrical, Botvinnik System Reversed",196
"English: Symmetrical, Symmetrical",722
"English: Symmetrical, Two Knights Line",532
"English: Symmetrical, Double Fianchetto",14
"English: Symmetrical, Duchamp",121
"English: Symmetrical, Full Symmetry Line",169
"English: Symmetrical, Mecking",265
Australian,28
Benoni: Franco-Sicilian Hybrid,4
Borg: Borg Gambit,5
Dutch: Senechaud Gambit,3
"Dutch: Stonewall, Modern",191
English: Eastbourne Gambit,3
English: Perrin,4
English: Poli Gambit,5
Englund Gambit,539
Englund Gambit Complex Declined,13
Englund Gambit Complex: Englund Gambit,116
Englund Gambit Complex: Felbecker Gambit,11
Englund Gambit Complex: Hartlaub-Charlick Gambit,101
Englund Gambit Complex: Soller Gambit,7
Englund Gambit Complex: Soller Gambit Deferred,49
Englund Gambit Complex: Stockholm,11
Englund Gambit Complex: Zilbermints Gambit,15
Englund Gambit Declined: Reversed Alekhine,35
Englund Gambit Declined: Reversed Brooklyn,2
Englund Gambit Declined: Reversed French,89
Englund Gambit Declined: Reversed Krebs,22
Englund Gambit Declined: Reversed Mokele Mbembe,2
Horwitz,5076
Kangaroo,136
"Kangaroo: Keres, Transpositional",33
Mikenas,638
Mikenas: Lithuanian,80
Modern,10070
Modern: Beefeater,99
"Modern: Lizard, Pirc-Diemer Gambit",9
Montevideo,16
Polish: Spassky Gambit Accepted,16
"Pterodactyl: Central, Benoni Beefeater Pterodactyl",3
"Pterodactyl: Fianchetto, Queen Benoni Pterodactyl",1
"Pterodactyl: Fianchetto, Queen Pteranodon",11
"Pterodactyl: Queen Pterodactyl, Quiet Line",21
Queen's Pawn,119199
Queen's Pawn: Anglo-Slav,165
Slav Indian: Kudischewitsch Gambit,3
St. George: Polish,45
Old Indian,2373
Rat: English Rat,555
"Rat: English Rat, Lisbon Gambit",1
Robatsch,27
Wade,263
"Zukertort: Wade, Chigorin Plan",3
Modern: Averbakh System,946
Modern: Kotov,299
Modern: Randspringer,5
Pterodactyl,11
Benoni: Benoni Gambit Accepted,246
"Benoni: Benoni Gambit, Schlenker",24
Benoni: Benoni-Indian,580
"Benoni: Benoni-Indian, Kingside Move Order",814
Benoni: Benoni-Staunton Gambit,24
Benoni: French Benoni,166
Benoni: Hawk,2
Benoni: Old Benoni,3985
"Benoni: Old Benoni, Mujannah Formation",113
"Benoni: Old Benoni, Schmid",54
Benoni: Woozle,4
Indian: Pseudo-Benko,213
Queen's Pawn: Liedmann Gambit,6
Benoni: Semi-Benoni,280
Amazon Attack: Siberian Attack,2
Bronstein Gambit,58
Canard,13
Indian,60591
"Indian: Gedult Attack, Gedult Attack",1
Indian: Gibbins-Wiedenhagen Gambit Accepted,36
"Indian: Gibbins-Wiedenhagen Gambit, Maltese Falcon",1
"Indian: Gibbins-Wiedenhagen Gambit, Stummer Gambit",2
Indian: Maddigan Gambit,5
Indian: Omega Gambit,61
"Indian: Paleface Attack, Blackmar-Diemer Gambit Deferred",8
Indian: Pawn Push,1
Indian: Reversed Chigorin,302
Indian: Tartakower Attack,253
Paleface Attack,40
Queen's Pawn: Chigorin,4470
"Queen's Pawn: Veresov, Richter Attack",21
Trompowsky Attack,4741
Trompowsky Attack: Borg,17
Trompowsky Attack: Classical,1088
"Trompowsky Attack: Classical, Big Center",570
Trompowsky Attack: Edge,242
"Trompowsky Attack: Edge, Hergert Gambit",1
Trompowsky Attack: Poisoned Pawn,96
Trompowsky Attack: Raptor,363
"Trompowsky Attack: Raptor, Hergert Gambit",10
Döry,3
Indian: Czech-Indian,83
Indian: Knights,16515
"Indian: Knights, Alburt-Miles",2
Indian: London System,1027
Indian: Polish,52
Indian: Spielmann-Indian,1743
Indian: Wade-Tartakower,1410
Old Indian: Czech,149
"Queen's Pawn: Torre Attack, Breyer",6
"Queen's Pawn: Veresov Attack, Classical",137
Torre Attack,1580
"Torre Attack: Classical, Nimzowitsch",188
"Torre Attack: Classical, Petrosian Gambit",5
Torre Attack: Wagner Gambit,10
Yusupov-Rubinstein System,593
Marienbad System,26
Queen's Indian,2525
"Queen's Indian: Marienbad System, Berg",4
East Indian,6061
London System,920
"Queen's Pawn: Barry Attack, Grünfeld",56
"Queen's Pawn: Torre Attack, Grünfeld, Main Line",132
"Torre Attack: Fianchetto, Euwe",34
Indian: Przepiorka,1127
Indian: Medusa Gambit,2
Indian: Normal,32402
Indian: Pyrenees Gambit,3
Mexican,314
Mexican: Horsefly Gambit,2
Queen's Indian Accelerated,251
Slav Indian,323
Indian: Budapest,837
"Indian: Budapest, Fajarowicz, Bonsdorf",4
"Indian: Budapest, Fajarowicz",140
"Indian: Budapest, Fajarowicz-Steiner",5
"Indian: Budapest, Adler",184
"Indian: Budapest, Alekhine",62
"Indian: Budapest, Alekhine, Abonyi",21
"Indian: Budapest, Rubinstein",234
Old Indian: Janowski,109
"Old Indian: Janowski, Fianchetto",97
"Old Indian: Janowski, Grinberg Gambit",2
"Old Indian: Janowski, Main Line",52
Old Indian: Dus-Khotimirsky,6
Old Indian: Tartakower-Indian,64
Old Indian: Two Knights,183
Old Indian: Ukrainian,277
Old Indian: Normal,274
Benoni,5703
Benoni: Czech Benoni,453
Benoni: Hromádka System,266
Benoni: King's Indian System,37
Benoni: Weenink,72
"Grünfeld: Three Knights, Burille, Reversed Tarrasch",63
Vulture,24
Benko Gambit,2416
Benko Gambit Accepted,1657
Benko Gambit Accepted: Dlugy,96
Benko Gambit Accepted: Modern,260
Benko Gambit Accepted: Pawn Return,263
Benko Gambit Declined: Bishop Attack,2
Benko Gambit Declined: Hjørring Countergambit,22
Benko Gambit Declined: Main Line,211
Benko Gambit Declined: Pseudo-Sämisch,37
Benko Gambit Declined: Quiet Line,48
Benko Gambit Declined: Sosonko,48
Benko Gambit: Mutkin Countergambit,2
Benko Gambit: Nescafe Frappe Attack,31
Benko Gambit: Zaitsev System,176
"Benko Gambit: Zaitsev, Nescafe Frappe Attack",72
Benko Gambit Accepted: Central Storming,4
Benko Gambit Accepted: Fianchetto,75
Benko Gambit Accepted: Fully Accepted,900
Benko Gambit: Fianchetto,36
Benko Gambit: Nd2,1
Benko Gambit Accepted: King Walk,152
Benko Gambit Accepted: Yugoslav,126
Benoni: Modern,1098
"Benoni: Modern, Snake",79
Benoni: Fianchetto,382
Benoni: Knight's Tour,181
Benoni: Uhlmann,41
"Benoni: Fianchetto, Hastings",21
"Benoni: Fianchetto, Hastings, Main Line",85
Benoni: King's Pawn Line,690
Benoni: Mikenas,13
Benoni: Pawn Storm,212
Benoni: Taimanov,159
Benoni: Four Pawns Attack,45
"Benoni: Four Pawns Attack, Main Line",59
Benoni: Classical,325
"Benoni: Classical, New York",266
"Benoni: Classical, Traditional",55
"Benoni: Classical, Averbakh-Grivas Attack",26
"Benoni: Classical, Main Line",65
"Benoni: Classical, Full Line",19
"Benoni: Classical, Argentine Counterattack",16
"Benoni: Classical, Czerniak",66
"Benoni: Classical, Czerniak, Tal Line",94
Dutch,2770
Dutch: Alapin,21
Dutch: Hopton Attack,236
Dutch: Janzen-Korchnoi Gambit,21
Dutch: Kingfisher Gambit,7
Dutch: Korchnoi Attack,43
Dutch: Krejcik Gambit,59
"Dutch: Krejcik Gambit, Tate Gambit",2
"Dutch: Manhattan Gambit, Anti-Modern",4
"Dutch: Manhattan Gambit, Anti-Stonewall",8
Dutch: Raphael,340
Dutch: Spielmann Gambit,2
"Queen's Pawn: Veresov Attack, Dutch System",87
Dutch: Blackburne,22
Dutch: Fianchetto Attack,395
"Dutch: Leningrad, Karlsbad",1
Dutch: Semi-Leningrad,225
Dutch: Blackmar's Second Gambit,30
Dutch: Staunton Gambit,402
Dutch: Staunton Gambit Accepted,220
"Dutch: Staunton Gambit, Tartakower",4
French: Franco-Hiva Gambit,9
Rat: Balogh,23
"Dutch: Staunton Gambit, Alekhine",7
"Dutch: Staunton Gambit, Chigorin",32
"Dutch: Staunton Gambit, Lasker",22
"Dutch: Staunton Gambit, Nimzowitsch",7
Dutch: Bellon Gambit,6
Dutch: Classical,673
Dutch: Normal,585
Dutch: Rubinstein,166
Dutch: Queen's Knight,338
Dutch: Fianchetto,142
Dutch: Leningrad,219
"Dutch: Leningrad, Warsaw",183
"Dutch: Leningrad, Matulovic",153
Dutch: Nimzo-Dutch,58
"Dutch: Nimzo-Dutch, Alekhine",9
"Dutch: Classical, Blackburne Attack",9
Dutch: Alekhine,6
Dutch: Stonewall,23
"Dutch: Classical, Stonewall, Botvinnik",7
"Dutch: Classical, Stonewall",51
"Dutch: Classical, Buenos Aires",15
"Dutch: Classical, Huisl",97
"Dutch: Classical, Ilyin-Zhenevsky",38
"Dutch: Classical, Ilyin-Zhenevsky, Winter",13
"Dutch: Classical, Ilyin-Zhenevsky, Alatortsev-Lisitsyn Line",10
"Dutch: Classical, Ilyin-Zhenevsky, Modern Main Line",5
Barnes,74
Borg,15
Borg: Troon Gambit,1
Carr,26
Duras Gambit,48
Fried Fox,36
Goldsmith,121
Guatemala,5
Hippopotamus,19
King's Pawn,149949
Lemming,29
Lion: Lion's Jaw,340
Nimzowitsch,1673
Nimzowitsch: Breyer,4
Nimzowitsch: Colorado Countergambit,66
Nimzowitsch: Colorado Countergambit Accepted,50
Nimzowitsch: Declined,860
Nimzowitsch: El Columpio,9
"Nimzowitsch: El Columpio, El Columpio Gambit",1
"Nimzowitsch: El Columpio, Pin",1
Nimzowitsch: Franco-Nimzowitsch,17
Nimzowitsch: French Connection,28
Nimzowitsch: Kennedy,297
"Nimzowitsch: Kennedy, Bielefelder Gambit",2
"Nimzowitsch: Kennedy, Hammer Gambit",14
"Nimzowitsch: Kennedy, Keres Attack",14
"Nimzowitsch: Kennedy, Linksspringer",132
"Nimzowitsch: Kennedy, Main Line",15
"Nimzowitsch: Kennedy, Paulsen Attack",30
"Nimzowitsch: Kennedy, Riemann",20
"Nimzowitsch: Kennedy, de Smet Gambit",13
Nimzowitsch: Mikenas,68
Nimzowitsch: Neo-Mongoloid,1
Nimzowitsch: Pirc Connection,10
Nimzowitsch: Pseudo-Spanish,13
Nimzowitsch: Scandinavian,234
"Nimzowitsch: Scandinavian, Advance",120
"Nimzowitsch: Scandinavian, Bogoljubov",60
"Nimzowitsch: Scandinavian, Bogoljubov, Heinola-Deppe Gambit",11
"Nimzowitsch: Scandinavian, Bogoljubov, Nimzowitsch Gambit",16
"Nimzowitsch: Scandinavian, Bogoljubov, Richter Gambit",1
"Nimzowitsch: Scandinavian, Bogoljubov, Vehre",24
"Nimzowitsch: Scandinavian, Exchange",132
"Nimzowitsch: Scandinavian, Exchange, Marshall Gambit",4
Nimzowitsch: Wheeler Gambit,2
Nimzowitsch: Williams,275
Nimzowitsch: Woodchuck,1
Owen,763
Owen: Matovinsky Gambit,10
Owen: Smith Gambit,3
Owen: Wind Gambit,3
Pirc,8709
Pirc: Roscher Gambit,23
Rat: Antal,174
Rat: Harmonist,50
Rat: Petruccioli Attack,2
St. George,514
St. George: San Jorge,4
Van Geet: Berlin Gambit,21
Scandinavian,7377
Scandinavian: Anderssen Counterattack,18
"Scandinavian: Anderssen Counterattack, Collijn",2
"Scandinavian: Anderssen Counterattack, Goteborg System",3
"Scandinavian: Anderssen Counterattack, Orthodox Attack",8
Scandinavian: Blackburne Gambit,203
Scandinavian: Blackburne-Kloosterboer Gambit,485
Scandinavian: Boehnke Gambit,9
Scandinavian: Bronstein,162
Scandinavian: Classical,118
Scandinavian: Grünfeld,14
Scandinavian: Gubinsky-Melts,876
Scandinavian: Icelandic-Palme Gambit,59
Scandinavian: Kiel,11
Scandinavian: Kloosterboer Gambit,87
Scandinavian: Kádas Gambit,1
Scandinavian: Lasker,129
Scandinavian: Main Line,1660
"Scandinavian: Main Line, Leonhardt Gambit",122
"Scandinavian: Main Line, Mieses",647
Scandinavian: Marshall,375
Scandinavian: Mieses-Kotroc,4154
Scandinavian: Modern,1849
"Scandinavian: Modern, Gipslis",51
Scandinavian: Panov Transfer,117
Scandinavian: Portuguese,312
"Scandinavian: Portuguese, Portuguese Gambit",39
Scandinavian: Richter,154
Scandinavian: Schiller-Pytel,34
"Scandinavian: Schiller-Pytel, Modern",1
Van Geet: Grünfeld,39
Alekhine,6507
Alekhine: Brooklyn,124
Alekhine: Buckley Attack,4
"Alekhine: Hunt, Lasker Simul Gambit",39
"Alekhine: Hunt, Mikenas Gambit",1
Alekhine: Kmoch,5
Alekhine: Krejcik,14
"Alekhine: Krejcik, Krejcik Gambit",7
Alekhine: Maróczy,246
Alekhine: Mokele Mbembe,54
"Alekhine: Mokele Mbembe, Vavra",19
Alekhine: Normal,3162
Alekhine: Scandinavian,695
"Alekhine: Scandinavian, Geschev Gambit",20
"Alekhine: Scandinavian, Myers Gambit",4
Alekhine: Spielmann Gambit,22
Alekhine: Steiner,15
Alekhine: Sämisch Attack,360
Alekhine: Two Pawn Attack,584
"Alekhine: Two Pawn Attack, Lasker",184
"Alekhine: Two Pawns Attack, Mikenas",2
English: Achilles-Omega Gambit,1
Alekhine: Balogh,80
Alekhine: Exchange,568
"Alekhine: Exchange, Karpov",1
Alekhine: Four Pawns Attack,339
"Alekhine: Four Pawns Attack, Cambridge Gambit",9
"Alekhine: Four Pawns Attack, Fianchetto",76
"Alekhine: Four Pawns Attack, Korchnoi",1
"Alekhine: Four Pawns Attack, Main Line",109
"Alekhine: Four Pawns Attack, Trifunovic",55
"Alekhine: Modern, Alekhine Gambit",7
Alekhine: O'Sullivan Gambit,1
Alekhine: Modern,1072
"Alekhine: Modern, Alburt",186
"Alekhine: Modern, Keres",7
"Alekhine: Modern, Larsen",302
"Alekhine: Modern, Larsen-Haakert",41
"Alekhine: Modern, Schmid",66
"Alekhine: Modern, Alekhine",18
"Alekhine: Modern, Flohr",99
"Alekhine: Modern, Main Line",483
"Alekhine: Modern, Panov",37
"Alekhine: Modern, Vitolins Attack",4
Modern: Bishop Attack,27
Modern: Gurgenidze,57
"Modern: Lizard, Mittenberger Gambit",78
Modern: Modern Pterodactyl,324
Modern: Mongredien,30
Modern: Norwegian,289
"Modern: Norwegian, Norwegian Gambit",28
Modern: Pseudo-Austrian Attack,588
Modern: Standard,2807
Modern: Standard Line,3216
Modern: Three Pawns Attack,79
Modern: Two Knights,858
"Modern: Two Knights, Suttles",235
Modern: Westermann Gambit,1
Modern: Wind Gambit,3
Norwegian,8
"Pterodactyl: Central, Quetzalcoatlus Gambit",1
"Pterodactyl: Eastern, Anhanguera",61
"Pterodactyl: Eastern, Benoni",115
"Pterodactyl: Eastern, Pteranodon",37
"Pterodactyl: Eastern, Pterodactyl",48
"Pterodactyl: Eastern, Rhamphorhynchus",139
Rat: Accelerated Gurgenidze,100
Czech,656
King's Pawn: Maróczy,251
Lion: Anti-Philidor,97
"Lion: Anti-Philidor, Lion's Cave",101
"Lion: Anti-Philidor, Lion's Cave, Lion Claw Gambit",2
Lion: Bayonet Attack,25
Modern: Geller's System,257
"Philidor: Lion, Lion's Claw",29
Pirc: 150 Attack,54
"Pirc: 150 Attack, Sveshnikov-Jansa Attack",12
Pirc: Bayonet Attack,66
Pirc: Byrne,305
Pirc: Chinese,29
Pirc: Classical,1009
Pirc: Kholmov System,52
Pirc: Sveshnikov System,47
"Pirc: Classical, Quiet System",299
"Pirc: Classical, Quiet System, Chigorin Line",67
"Pirc: Classical, Quiet System, Czech",65
"Pirc: Classical, Quiet System, Parma",45
"Pirc: Classical, Schlechter",272
Pirc: Austrian Attack,620
"Pirc: Austrian Attack, Dragon Formation",102
"Pirc: Austrian Attack, Kurajica",41
"Pirc: Austrian Attack, Ljubojevic",1
"Pirc: Austrian Attack, Unzicker Attack",174
"Pirc: Austrian Attack, Unzicker Attack, Bronstein",37
"Pirc: Austrian Attack, Weiss",227
Caro-Kann,19966
Caro-Kann: Accelerated Panov Attack,835
"Caro-Kann: Accelerated Panov Attack, Modern",522
"Caro-Kann: Accelerated Panov Attack, Open",47
Caro-Kann: Apocalypse Attack,257
Caro-Kann: Breyer,771
"Caro-Kann: Breyer, Stein Attack",3
Caro-Kann: Euwe Attack,136
Caro-Kann: Goldman,193
Caro-Kann: Hector Gambit,7
Caro-Kann: Hillbilly Attack,107
"Caro-Kann: Hillbilly Attack, Schaeffer Gambit",47
Caro-Kann: Labahn Attack,2
"Caro-Kann: Labahn Attack, Double Gambit",1
Caro-Kann: Spike,2
Caro-Kann: Toikkanen Gambit,3
Caro-Kann: Two Knights Attack,2388
"Caro-Kann: Two Knights Attack, Mindeno",872
"Caro-Kann: Two Knights Attack, Mindeno, Exchange Line",575
"Caro-Kann: Two Knights Attack, Mindeno, Retreat Line",174
Caro-Kann: Advance,4504
"Caro-Kann: Advance, Bayonet Attack",124
"Caro-Kann: Advance, Botvinnik-Carls",1240
"Caro-Kann: Advance, Bronstein",94
"Caro-Kann: Advance, Prins Attack",1
"Caro-Kann: Advance, Short",926
"Caro-Kann: Advance, Tal",1015
"Caro-Kann: Advance, Van der Wiel Attack",275
"Caro-Kann: Advance, Van der Wiel Attack, Dreyev",14
Caro-Kann: De Bruycker,27
Caro-Kann: Maróczy,602
"Caro-Kann: Maróczy, Maróczy Gambit",34
Caro-Kann: Masi,10
Caro-Kann: Modern,1052
Caro-Kann: Ulysses Gambit,7
Caro-Kann: Exchange,3379
"Caro-Kann: Exchange, Rubinstein",479
Caro-Kann: Panov Attack,1622
"Caro-Kann: Panov Attack, Gunderam Attack",3
"Caro-Kann: Panov Attack, Modern",653
"Caro-Kann: Panov Attack, Modern, Carlsbad Line",79
"Caro-Kann: Panov Attack, Modern, Czerniak Line",6
"Caro-Kann: Panov Attack, Modern, Mieses Line",247
"Caro-Kann: Panov Attack, Modern, Reifir-Spielmann Line",1
"Caro-Kann: Panov-Botvinnik, Herzog",1
"Caro-Kann: Panov Attack, Fianchetto",284
"Caro-Kann: Panov Attack, Fianchetto, Fianchetto Gambit",68
"Caro-Kann: Panov Attack, Main Line",228
Caro-Kann: Alekhine Gambit,15
Caro-Kann: Campomanes Attack,32
Caro-Kann: Finnish,11
Caro-Kann: Forgacs,267
Caro-Kann: Gurgenidze Counterattack,56
Caro-Kann: Gurgenidze System,212
Caro-Kann: Main Line,3917
Caro-Kann: Rasa-Studier Gambit,57
Caro-Kann: Tartakower,1618
Caro-Kann: von Hennig Gambit,47
Caro-Kann: Bronstein-Larsen,171
Caro-Kann: Karpov,419
"Caro-Kann: Karpov, Modern Main Line",45
"Caro-Kann: Karpov, Modern",91
"Caro-Kann: Karpov, Modern, Ivanchuk",6
"Caro-Kann: Karpov, Modern, Kasparov Attack",84
"Caro-Kann: Karpov, Smyslov",36
"Caro-Kann: Karpov, Smyslov, Main Line",21
