Id,Occurrences
QGA: Alekhine,2
"QGA: Alekhine, Haberditz",1
QGA: Showalter,3
QGA: Classical,7
"QGA: Classical, Normal Line",8
"QGA: Classical, Steinitz, Development",1
"QGA: Classical, Steinitz, Exchange",2
"QGA: Normal, Traditional System",8
"QGA: Classical, Main Line",8
"QGA: Classical, Rubinstein",2
QGA: Furman,1
QGD,98
"QGD: Tarrasch, Pseudo-Tarrasch",4
QGD: Traditional,7
QGD: Vienna,11
QGD: Charousek,1
QGD: Janowski,3
QGD: Queen's Knight,52
"QGD: Semi-Slav, Abrahams",1
Semi-Slav: Accelerated Move Order,8
Semi-Slav: Marshall Gambit,1
"Semi-Slav: Marshall Gambit, Main Line",1
Semi-Slav: Noteboom,4
QGD: Tarrasch,8
Tarrasch,11
Tarrasch: Grünfeld Gambit,1
Tarrasch: Schara Gambit,2
Tarrasch: Two Knights,9
Tarrasch: Prague,4
Tarrasch: Rubinstein System,4
Tarrasch: Swedish,1
Tarrasch: Classical,3
"Tarrasch: Classical, Advance",1
"Tarrasch: Classical, Carlsbad",1
"Tarrasch: Prague, Main Line",2
QGD: Exchange,15
"QGD: Exchange, Positional",12
QGD: Harrwitz Attack,12
QGD: Normal,38
QGD: Barmen,3
"QGD: Harrwitz Attack, Fianchetto",2
"QGD: Harrwitz Attack, Main Line",1
"QGD: Harrwitz Attack, Orthodox",1
"QGD: Harrwitz Attack, Two Knights",1
"QGD: Harrwitz Attack, Two Knights, Blockade Line",1
QGD: Three Knights,71
"QGD: Vienna, Quiet",4
QGD: Ragozin,18
"QGD: Ragozin, Alekhine",3
QGD: Westphalian,1
"QGD: Ragozin, Vienna",2
QGD: Semi-Tarrasch,9
"QGD: Semi-Tarrasch, Exchange",2
Semi-Slav,39
Semi-Slav: Anti-Moscow Gambit,1
Semi-Slav Accepted,3
Semi-Slav: Botvinnik,2
"Semi-Slav: Botvinnik, Lilienthal",1
Semi-Slav: Accelerated Meran,1
Semi-Slav: Main Line,28
Semi-Slav: Normal,19
Semi-Slav: Stoltz,9
Semi-Slav: Bogoljubov,1
Semi-Slav: Meran,3
Semi-Slav: Semi-Meran,3
"Semi-Slav: Meran, Reynolds'",1
QGD: Modern,7
QGD: Manhattan,1
QGD: Cambridge Springs,2
"QGD: Cambridge Springs, Capablanca",1
QGD: Lasker,1
QGD: Neo-Orthodox,3
"QGD: Modern, Normal Line",8
"QGD: Neo-Orthodox, Main Line",4
QGD: Tartakower,1
"QGD: Tartakower, Makogonov Exchange",1
QGD: Orthodox,1
"QGD: Orthodox, Rubinstein",1
"QGD: Orthodox, Main Line",2
"QGD: Orthodox, Bd3 Line",1
"QGD: Orthodox, Fianchetto",1
"QGD: Orthodox, Classical",1
Neo-Grünfeld: Goglidze Attack,1
Neo-Grünfeld: Classical,8
"Neo-Grünfeld: Classical, Modern",1
"Neo-Grünfeld: Classical, Original",12
Neo-Grünfeld: Ultra-delayed Exchange,3
Grünfeld,20
Grünfeld: Stockholm,1
Grünfeld: Brinckmann Attack,4
"Grünfeld: Brinckmann Attack, Grünfeld Gambit",3
"Grünfeld: Brinckmann Attack, Grünfeld Gambit, Capablanca",2
"Grünfeld: Brinckmann Attack, Grünfeld Gambit Accepted",1
Grünfeld: Exchange,8
"Grünfeld: Exchange, Modern Exchange",5
"Grünfeld: Exchange, Classical",2
"Grünfeld: Exchange, Spassky",3
Grünfeld: Three Knights,15
"Grünfeld: Three Knights, Petrosian System",4
"Grünfeld: Three Knights, Hungarian Attack",3
"Grünfeld: Three Knights, Hungarian",3
Grünfeld: Makogonov,1
"Grünfeld: Three Knights, Burille",2
Grünfeld: Russian,2
"Grünfeld: Russian, Prins",1
Catalan,30
Indian: Devin Gambit,1
Catalan: Closed,27
Catalan: Open,7
"Catalan: Closed, Botvinnik",2
"Catalan: Closed, Traditional",2
"Catalan: Closed, Main Line",4
Blumenfeld Countergambit,7
Indian: Anti-Nimzo-Indian,84
Indian: Dzindzi-Indian,1
Tarrasch: Symmetrical,7
Bogo-Indian,20
Bogo-Indian: Grünfeld,10
Bogo-Indian: Nimzowitsch,3
Bogo-Indian: Wade-Smyslov,3
"Nimzo-Indian: Three Knights, Duchamp",3
Queen's Indian: Kasparov,4
Queen's Indian: Kasparov-Petrosian,4
"Queen's Indian: Kasparov-Petrosian, Kasparov Attack",1
"Queen's Indian: Kasparov-Petrosian, Main Line",3
"Queen's Indian: Kasparov-Petrosian, Marco",1
"Queen's Indian: Kasparov-Petrosian, Modern",2
"Queen's Indian: Kasparov-Petrosian, Petrosian Attack",1
Queen's Indian: Petrosian,1
Queen's Indian: Fianchetto Traditional,1
Queen's Indian: Fianchetto,8
"Queen's Indian: Fianchetto, Check",2
"Queen's Indian: Fianchetto, Check, Intermezzo Line",2
"Queen's Indian: Fianchetto, Nimzowitsch",7
"Queen's Indian: Fianchetto, Nimzowitsch, Nimzowitsch Attack",2
"Queen's Indian: Fianchetto, Nimzowitsch, Quiet Line",3
Queen's Indian: Yates,1
Queen's Indian: Classical,4
"Queen's Indian: Classical, Polugaevsky Gambit",2
"Queen's Indian: Fianchetto, Kramnik",1
Queen's Indian: Traditional,1
"Queen's Indian: Classical, Traditional",2
Nimzo-Indian,49
Nimzo-Indian: Kmoch,1
Nimzo-Indian: Three Knights,10
Nimzo-Indian: Spielmann,3
"Nimzo-Indian: Sämisch, Accelerated",8
Nimzo-Indian: Sämisch,7
"Nimzo-Indian: Sämisch, Keres",2
Nimzo-Indian: Leningrad,2
Nimzo-Indian: Classical,17
"Nimzo-Indian: Classical, Keres",2
"Nimzo-Indian: Classical, Milner-Barry",1
"Nimzo-Indian: Classical, Zurich",1
"Nimzo-Indian: Classical, Noa",1
"Nimzo-Indian: Classical, Berlin",1
Nimzo-Indian: Normal Line,10
Nimzo-Indian: Hübner,1
"Nimzo-Indian: Hübner, Rubinstein",1
"Nimzo-Indian: Hübner, Rubinstein, Main Line",1
Nimzo-Indian: St. Petersburg,1
Nimzo-Indian: Fischer,1
Nimzo-Indian: Normal,8
Nimzo-Indian: Reshevsky,3
Nimzo-Indian: Simagin,1
"Nimzo-Indian: Normal, Bishop Attack",3
"Nimzo-Indian: Normal, Bishop Attack, Classical",1
"Nimzo-Indian: Normal, Ragozin",3
"Nimzo-Indian: Normal, Gligoric System",1
"Nimzo-Indian: Normal, Gligoric System, Exchange at c4",2
Grünfeld: Counterthrust,1
"Indian: Anti-Grünfeld, Alekhine",5
"Indian: King's Indian, Fianchetto",10
Indian: West Indian,107
"KID: Fianchetto, Immediate Fianchetto",14
"KID: Fianchetto, Yugoslav System",1
"KID: Normal, King's Knight",39
Neo-Grünfeld: Non- or Delayed Fianchetto,3
KID,75
"KID: Fianchetto, Benjamin",1
KID: Semi-Classical,1
"KID: Semi-Classical, Queenside Storm Line",1
"KID: Fianchetto, Delayed Fianchetto",2
"KID: Fianchetto, Karlsbad",8
"KID: Fianchetto, Larsen",2
"KID: Fianchetto, Lesser Simagin (Spassky)",9
"KID: Fianchetto, Uhlmann-Szabo System",4
"KID: Fianchetto, Panno",4
"KID: Fianchetto, Yugoslav",2
"KID: Fianchetto, Yugoslav, Exchange Line",1
"KID: Fianchetto, Classical Fianchetto",7
"KID: Fianchetto, Debrecen",4
"KID: Fianchetto, Classical",2
"KID: Fianchetto, Classical Main Line",1
KID: Normal,57
KID: Makogonov,3
KID: Averbakh,2
"KID: Averbakh, Flexible",1
"KID: Averbakh, Modern",1
"KID: Normal, Standard Development",16
KID: Semi-Averbakh System,6
KID: Four Pawns Attack,3
"KID: Four Pawns Attack, Dynamic Attack",3
"KID: Four Pawns Attack, Normal Attack",2
KID: Sämisch,10
"KID: Sämisch, Normal",11
"KID: Sämisch, Sämisch Gambit",6
"KID: Sämisch, Panno Formation",1
"KID: Sämisch, Yates",1
"KID: Sämisch, Panno Main Line",1
"KID: Sämisch, Orthodox",2
"KID: Normal, Rares",18
KID: Zinnowitz,1
KID: Kazakh,2
KID: Orthodox,31
"KID: Orthodox, Gligoric-Taimanov System",1
KID: Petrosian,4
"KID: Petrosian, Stein",1
"KID: Petrosian, Normal",1
"KID: Orthodox, Glek",2
"KID: Orthodox, Aronin-Taimanov",9
"KID: Orthodox, Bayonet Attack",3
"KID: Orthodox, Modern System",1
"KID: Orthodox, Classical System",4
"KID: Orthodox, Classical System, Neo-Classical Line",3
Start,1
