Id,Occurrences
"English: Symmetrical, Botvinnik System Reversed",3
"English: Symmetrical, Symmetrical",7
"English: Symmetrical, Two Knights Line",2
"English: Symmetrical, Duchamp",4
"English: Symmetrical, Full Symmetry Line",1
"English: Symmetrical, Mecking",1
"Dutch: Stonewall, Modern",3
Englund Gambit,6
Englund Gambit Complex: Englund Gambit,1
Englund Gambit Complex: Felbecker Gambit,1
Englund Gambit Complex: Hartlaub-Charlick Gambit,1
Englund Gambit Complex: Soller Gambit Deferred,3
Horwitz,55
Mikenas,4
Modern,71
Queen's Pawn,1133
Queen's Pawn: Anglo-Slav,2
Old Indian,17
Rat: English Rat,4
Robatsch,1
Wade,3
Modern: Averbakh System,8
Modern: Kotov,3
Benoni: Benoni-Indian,5
"Benoni: Benoni-Indian, Kingside Move Order",14
Benoni: Old Benoni,26
"Benoni: Old Benoni, Schmid",1
Indian: Pseudo-Benko,3
Benoni: Semi-Benoni,2
Indian,568
Indian: Reversed Chigorin,4
Indian: Tartakower Attack,4
Paleface Attack,1
Queen's Pawn: Chigorin,44
"Queen's Pawn: Veresov, Richter Attack",1
Trompowsky Attack,37
Trompowsky Attack: Classical,6
"Trompowsky Attack: Classical, Big Center",4
Trompowsky Attack: Edge,2
Trompowsky Attack: Raptor,5
Indian: Knights,157
Indian: London System,11
Indian: Spielmann-Indian,19
Indian: Wade-Tartakower,9
Old Indian: Czech,1
Torre Attack,14
"Torre Attack: Classical, Nimzowitsch",1
Yusupov-Rubinstein System,3
Queen's Indian,20
East Indian,49
London System,7
"Queen's Pawn: Torre Attack, Grünfeld, Main Line",3
Indian: Przepiorka,10
Indian: Normal,323
Mexican,2
Queen's Indian Accelerated,5
Slav Indian,3
Indian: Budapest,4
"Indian: Budapest, Fajarowicz",1
"Indian: Budapest, Adler",1
"Indian: Budapest, Rubinstein",2
Old Indian: Tartakower-Indian,1
Old Indian: Two Knights,2
Old Indian: Ukrainian,3
Old Indian: Normal,1
Benoni,61
Benoni: Czech Benoni,4
Benoni: Hromádka System,4
"Grünfeld: Three Knights, Burille, Reversed Tarrasch",2
Benko Gambit,29
Benko Gambit Accepted,23
Benko Gambit Accepted: Dlugy,2
Benko Gambit Accepted: Modern,4
Benko Gambit Accepted: Pawn Return,3
Benko Gambit Declined: Main Line,2
Benko Gambit Declined: Quiet Line,1
Benko Gambit: Nescafe Frappe Attack,1
Benko Gambit: Zaitsev System,1
"Benko Gambit: Zaitsev, Nescafe Frappe Attack",1
Benko Gambit Accepted: Fianchetto,1
Benko Gambit Accepted: Fully Accepted,13
Benko Gambit Accepted: King Walk,1
Benoni: Modern,9
Benoni: Fianchetto,8
Benoni: Knight's Tour,2
"Benoni: Fianchetto, Hastings, Main Line",2
Benoni: King's Pawn Line,6
Benoni: Pawn Storm,1
Benoni: Four Pawns Attack,1
Benoni: Classical,6
"Benoni: Classical, New York",7
"Benoni: Classical, Traditional",1
"Benoni: Classical, Main Line",1
Dutch,37
Dutch: Hopton Attack,2
Dutch: Korchnoi Attack,1
Dutch: Raphael,1
Dutch: Blackburne,2
Dutch: Fianchetto Attack,7
Dutch: Semi-Leningrad,5
Dutch: Staunton Gambit,2
Dutch: Staunton Gambit Accepted,1
French: Franco-Hiva Gambit,1
Dutch: Classical,9
Dutch: Normal,7
Dutch: Rubinstein,2
Dutch: Queen's Knight,2
Dutch: Fianchetto,3
Dutch: Leningrad,5
"Dutch: Leningrad, Warsaw",4
"Dutch: Leningrad, Matulovic",1
Dutch: Stonewall,1
"Dutch: Classical, Huisl",5
Duras Gambit,1
Goldsmith,1
King's Pawn,1229
Lion: Lion's Jaw,3
Nimzowitsch,15
Nimzowitsch: Colorado Countergambit,1
Nimzowitsch: Declined,6
Nimzowitsch: Scandinavian,3
"Nimzowitsch: Scandinavian, Advance",1
"Nimzowitsch: Scandinavian, Exchange",3
Nimzowitsch: Williams,3
Owen,7
Pirc,82
Rat: Antal,2
St. George,1
Scandinavian,64
Scandinavian: Blackburne Gambit,3
Scandinavian: Blackburne-Kloosterboer Gambit,4
Scandinavian: Classical,4
Scandinavian: Gubinsky-Melts,3
Scandinavian: Lasker,1
Scandinavian: Main Line,20
"Scandinavian: Main Line, Leonhardt Gambit",1
"Scandinavian: Main Line, Mieses",10
Scandinavian: Marshall,7
Scandinavian: Mieses-Kotroc,29
Scandinavian: Modern,23
Scandinavian: Panov Transfer,1
Scandinavian: Portuguese,4
Scandinavian: Richter,2
Alekhine,79
Alekhine: Brooklyn,1
Alekhine: Maróczy,2
Alekhine: Normal,40
Alekhine: Scandinavian,6
Alekhine: Sämisch Attack,6
Alekhine: Two Pawn Attack,3
"Alekhine: Two Pawn Attack, Lasker",1
Alekhine: Balogh,1
Alekhine: Exchange,10
Alekhine: Four Pawns Attack,4
"Alekhine: Four Pawns Attack, Main Line",2
"Alekhine: Four Pawns Attack, Trifunovic",2
Alekhine: Modern,10
"Alekhine: Modern, Larsen",4
"Alekhine: Modern, Schmid",1
"Alekhine: Modern, Flohr",1
"Alekhine: Modern, Main Line",6
Modern: Gurgenidze,1
"Modern: Lizard, Mittenberger Gambit",1
Modern: Modern Pterodactyl,3
Modern: Mongredien,1
Modern: Pseudo-Austrian Attack,4
Modern: Standard,25
Modern: Standard Line,24
Modern: Two Knights,8
"Modern: Two Knights, Suttles",4
"Pterodactyl: Eastern, Benoni",1
Czech,6
King's Pawn: Maróczy,6
Lion: Anti-Philidor,4
"Lion: Anti-Philidor, Lion's Cave",4
Modern: Geller's System,3
Pirc: 150 Attack,1
Pirc: Bayonet Attack,3
Pirc: Byrne,5
Pirc: Classical,13
Pirc: Kholmov System,1
"Pirc: Classical, Quiet System",2
"Pirc: Classical, Quiet System, Chigorin Line",1
"Pirc: Classical, Schlechter",4
Pirc: Austrian Attack,3
"Pirc: Austrian Attack, Unzicker Attack",3
"Pirc: Austrian Attack, Unzicker Attack, Bronstein",2
Caro-Kann,185
Caro-Kann: Accelerated Panov Attack,6
"Caro-Kann: Accelerated Panov Attack, Modern",4
"Caro-Kann: Accelerated Panov Attack, Open",1
Caro-Kann: Apocalypse Attack,2
Caro-Kann: Breyer,5
Caro-Kann: Goldman,2
Caro-Kann: Hector Gambit,2
Caro-Kann: Two Knights Attack,28
"Caro-Kann: Two Knights Attack, Mindeno",11
"Caro-Kann: Two Knights Attack, Mindeno, Exchange Line",6
"Caro-Kann: Two Knights Attack, Mindeno, Retreat Line",1
Caro-Kann: Advance,38
"Caro-Kann: Advance, Bayonet Attack",3
"Caro-Kann: Advance, Botvinnik-Carls",7
"Caro-Kann: Advance, Bronstein",3
"Caro-Kann: Advance, Short",6
"Caro-Kann: Advance, Tal",8
"Caro-Kann: Advance, Van der Wiel Attack",2
Caro-Kann: Maróczy,9
Caro-Kann: Modern,11
Caro-Kann: Exchange,38
"Caro-Kann: Exchange, Rubinstein",7
Caro-Kann: Panov Attack,21
"Caro-Kann: Panov Attack, Modern",7
"Caro-Kann: Panov Attack, Fianchetto",5
"Caro-Kann: Panov Attack, Fianchetto, Fianchetto Gambit",2
"Caro-Kann: Panov Attack, Main Line",6
Caro-Kann: Forgacs,2
Caro-Kann: Gurgenidze System,2
Caro-Kann: Main Line,38
Caro-Kann: Rasa-Studier Gambit,1
Caro-Kann: Tartakower,16
Caro-Kann: Bronstein-Larsen,1
Caro-Kann: Karpov,5
"Caro-Kann: Karpov, Modern",2
"Caro-Kann: Karpov, Modern, Kasparov Attack",1
"Caro-Kann: Karpov, Smyslov",1
"Caro-Kann: Karpov, Smyslov, Main Line",1
Caro-Kann: Classical,20
"Caro-Kann: Classical, Flohr",3
"Caro-Kann: Classical, Main Line",9
"Caro-Kann: Classical, Lobron System",4
"Caro-Kann: Classical, Spassky",5
Sicilian,597
Sicilian: Bowdler Attack,2
Sicilian: Keres,5
Sicilian: Lasker-Dunne Attack,3
Sicilian: Mengarini,6
Sicilian: Snyder,3
Sicilian: Staunton-Cochrane,2
Sicilian: Wing Gambit,8
"Sicilian: Wing Gambit, Abrahams",2
"Sicilian: Wing Gambit, Carlsbad",1
"Sicilian: Wing Gambit, Marshall",3
Sicilian: McDonnell Attack,3
Sicilian: Smith-Morra Gambit,20
"Sicilian: Smith-Morra Gambit Accepted, Paulsen Formation",1
"Sicilian: Smith-Morra Gambit Accepted, Pin",1
"Sicilian: Smith-Morra Gambit Declined, Alapin Formation",4
"Sicilian: Smith-Morra Gambit Declined, Push",3
"Sicilian: Smith-Morra Gambit Declined, Scandinavian Formation",3
Sicilian: Alapin,17
"Sicilian: Alapin, Barmen",6
"Sicilian: Alapin, Barmen, Central Exchange",1
"Sicilian: Alapin, Barmen, Endgame",1
"Sicilian: Alapin, Barmen, Modern Line",1
"Sicilian: Alapin, Smith-Morra Declined",5
"Sicilian: Alapin, Stoltz Attack",1
Sicilian: Closed,56
"Sicilian: Closed, Chameleon",3
"Sicilian: Closed, Traditional",22
Sicilian: Grand Prix Attack,2
"Sicilian: Grand Prix Attack, Schofman",1
"Sicilian: Closed, Fianchetto",6
"Sicilian: Closed, Botvinnik",1
Modern: Pterodactyl,1
"Pterodactyl: Sicilian, Anhanguera",1
Sicilian: Hyperaccelerated Dragon,11
Sicilian: Hyperaccelerated Fianchetto,7
Sicilian: Katalimov,5
Sicilian: O'Kelly,3
"Sicilian: O'Kelly, Maróczy Bind",2
"Sicilian: O'Kelly, Maróczy Bind, Paulsen Line",2
"Sicilian: O'Kelly, Venice System",1
"Sicilian: O'Kelly, Venice System, Barcza Line",1
Sicilian: Nimzowitsch,4
"Sicilian: Nimzowitsch, Advance",2
"Sicilian: Nimzowitsch, Closed",2
"Sicilian: Nimzowitsch, Main Line",1
Sicilian: Nyezhmetdinov-Rossolimo Attack,24
Sicilian: Old Sicilian,80
"Sicilian: Nyezhmetdinov-Rossolimo Attack, Fianchetto",11
Sicilian: Accelerated Dragon,9
Sicilian: Flohr,1
Sicilian: Godiva,2
Sicilian: Kalashnikov,7
Sicilian: Löwenthal,12
Sicilian: Open,47
"Sicilian: Four Knights, Cobra",1
Sicilian: Lasker-Pelikan,11
"Sicilian: Lasker-Pelikan, Bird",1
"Sicilian: Lasker-Pelikan, Schlechter",1
"Sicilian: Lasker-Pelikan, Sveshnikov",7
"Sicilian: Lasker-Pelikan, Sveshnikov, Chelyabinsk",8
"Sicilian: Accelerated Dragon, Modern",8
"Sicilian: Accelerated Dragon, Modern Bc4",8
"Sicilian: Dragon, Modern Bc4",1
"Sicilian: Accelerated Dragon, Maróczy Bind",3
"Sicilian: Accelerated Dragon, Maróczy Bind, Gurgenidze",1
"Sicilian: Accelerated Fianchetto, Maróczy Bind",1
"Sicilian: Accelerated Dragon, Maróczy Bind, Breyer",1
Sicilian: Delayed Alapin,9
Sicilian: Four Knights,15
"Sicilian: Four Knights, Exchange",6
Sicilian: French,72
"Sicilian: French, Normal",14
"Sicilian: French, Open",48
"Sicilian: French, Westerinen Attack",5
Sicilian: Kramnik,2
Sicilian: Paulsen-Basman,2
Sicilian: Pin,1
"Sicilian: Pin, Koch",1
Sicilian: Smith-Morra Gambit Deferred,2
Sicilian: Wing Gambit Deferred,1
Sicilian: Kan,16
"Sicilian: Kan, Maróczy Bind, Réti",7
"Sicilian: Kan, Modern",2
"Sicilian: Kan, Polugaevsky",1
"Sicilian: Kan, Knight",7
Sicilian: Taimanov,18
"Sicilian: Taimanov, Modern Line",1
"Sicilian: Taimanov, Szén",2
"Sicilian: Taimanov, Normal",11
"Sicilian: Taimanov, Bastrikov",7
"Sicilian: Taimanov, Bastrikov, English Attack",1
Sicilian: Moderns,169
"Sicilian: Moderns, Anti-Qxd4 Move Order",3
"Sicilian: Moderns, Anti-Qxd4 Move Order Accepted",1
"Sicilian: Moderns, Tartakower",1
Sicilian: Moscow,27
"Sicilian: Canal Attack, Main Line",19
"Sicilian: Moscow, Sokolsky",5
Sicilian: Chekhover,9
"Sicilian: Moderns, Main Line",110
Sicilian: Prins,7
"Sicilian: Prins, Venice Attack",3
Sicilian: Classical,18
Sicilian: Venice Attack,2
"Sicilian: Sozin, not Scheveningen",4
Sicilian: Richter-Rauzer,8
"Sicilian: Richter-Rauzer, Modern",3
"Sicilian: Richter-Rauzer, Traditional",3
"Sicilian: Richter-Rauzer, Neo-Modern, Early Deviations",3
"Sicilian: Richter-Rauzer, Neo-Modern",1
Sicilian: Dragon,16
"Sicilian: Dragon, Classical",1
"Sicilian: Dragon, Levenfish",4
"Sicilian: Dragon, Yugoslav Attack, Belezky Line",1
"Sicilian: Dragon, Yugoslav Attack, Early Deviations",10
"Sicilian: Dragon, Yugoslav Attack",10
"Sicilian: Dragon, Yugoslav Attack, Modern Line",2
"Sicilian: Dragon, Yugoslav Attack, Panov",4
"Sicilian: Dragon, Yugoslav Attack, Czerniak",1
"Sicilian: Dragon, Yugoslav Attack, Main Line",3
"Sicilian: Dragon, Yugoslav Attack, Old Line",1
Sicilian: Scheveningen,4
"Sicilian: Scheveningen, English Attack",4
"Sicilian: Scheveningen, Classical",1
"Sicilian: Sozin Attack, Flank",2
"Sicilian: Sozin Attack, Leonhardt",3
"Sicilian: Sozin Attack, Main Line",3
Sicilian: Velimirovic Attack,2
Sicilian: Najdorf,79
"Sicilian: Najdorf, Adams Attack",5
"Sicilian: Najdorf, English Attack",9
"Sicilian: Najdorf, Freak Attack",3
"Sicilian: Najdorf, Lipnitsky Attack",5
"Sicilian: Najdorf, Zagreb",3
"Sicilian: Najdorf, Opocensky",8
"Sicilian: Najdorf, Opocensky, Modern Line",2
"Sicilian: Najdorf, Opocensky, Traditional Line",4
"Sicilian: Najdorf, Amsterdam",1
"Sicilian: Najdorf, Neo-Classical",1
"Sicilian: Najdorf, Polugaevsky",2
"Sicilian: Najdorf, Poisoned Pawn Accepted",1
"Sicilian: Najdorf, Poisoned Pawn",5
"Sicilian: Najdorf, Browne",2
"Sicilian: Najdorf, Traditional Line",4
"Sicilian: Najdorf, Main Line",7
French,214
French: Chigorin,6
French: Horwitz Attack,2
"French: Horwitz Attack, Papa-Ticulat Gambit",2
French: KIA,16
French: Knight,9
French: Mediterranean,1
French: Normal,95
French: Queen's Knight,3
French: Schlechter,5
French: Steiner,1
French: Two Knights,6
French: Wing Gambit,2
Queen's Pawn: Franco-Sicilian,3
Rat: Small Center,2
Sicilian: Drazic,1
French: Exchange,5
French: Advance,24
"French: Advance, Euwe",3
"French: Advance, Main Line",2
"French: Advance, Milner-Barry Gambit",7
"French: Advance, Nimzowitsch Attack",1
"French: Advance, Nimzowitsch System",4
"French: Advance, Paulsen Attack",13
"French: Advance, Wade",2
French: Tarrasch,24
"French: Tarrasch, Guimard",3
"French: Tarrasch, Guimard, Main Line",3
"French: Tarrasch, Closed",9
"French: Tarrasch, Pawn Center",1
"French: Tarrasch, Closed, Main Line",3
"French: Tarrasch, Chistyakov",2
"French: Tarrasch, Chistyakov, Modern Line",1
"French: Tarrasch, Open System",7
"French: Tarrasch, Open System, Euwe-Keres Line",3
"French: Tarrasch, Open System, Main Line",2
French: Paulsen,36
French: Rubinstein,7
"French: Rubinstein, Blackburne",3
"French: Rubinstein, Fort Knox",6
French: Burn,10
French: Classical,17
"French: Classical, Burn, Main Line",1
"French: Classical, Burn, Morozevich Line",1
"French: Classical, Steinitz",6
French: Steinitz,5
"French: Steinitz, Boleslavsky",4
French: MacCutcheon,1
"French: MacCutcheon, Advance",1
"French: MacCutcheon, Tartakower",1
French: Alekhine-Chatard Attack,4
"French: Alekhine-Chatard Attack, Albin-Chatard Gambit",1
"French: Alekhine-Chatard Attack, Maróczy",3
"French: Classical, Normal",7
"French: Classical, Pollock",1
"French: Classical, Rubinstein",1
French: Winawer,11
"French: Winawer, Alekhine Gambit Accepted",1
"French: Winawer, Alekhine Gambit, Kan",1
"French: Winawer, Alekhine-Maróczy Gambit",4
"French: Winawer, Delayed Exchange",1
"French: Winawer, Winckelmann-Riemer Gambit",1
"French: Winawer, Advance",4
"French: Winawer, Bogoljubov",1
"French: Winawer, Poisoned Pawn",1
"French: Winawer, Positional",1
Center,9
Open,211
King's Pawn: Macleod Attack,1
King's Pawn: Tortoise,1
Center Accepted,5
Center: Kieseritzky,1
Danish Gambit,1
Danish Gambit Declined: Sorensen,1
Center: Berger,1
Center: Normal,3
Center: Paulsen Attack,1
Bishop's,6
Bishop's: Berlin,3
Bishop's: Vienna Hybrid,5
Vienna,12
Vienna: Max Lange,5
Vienna: Vienna Gambit,5
"Vienna: Vienna Gambit, Steinitz Gambit, Knight",1
Vienna: Falkbeer,11
Vienna: Mieses,3
Vienna: Stanley,2
"Vienna: Stanley, Three Knights",5
"Vienna: Vienna Gambit, Main Line",3
"Vienna: Vienna Gambit, Paulsen Attack",2
KG,7
KGD: Classical,1
KGD: Falkbeer Countergambit,2
KGD: Falkbeer Countergambit Accepted,2
"KGD: Falkbeer Countergambit, Charousek Gambit, Morphy",1
"KGD: Falkbeer Countergambit, Modern Transfer",1
"KGD: Falkbeer Countergambit, Staunton Line",1
KGA,4
KGA: Bishop's Gambit,1
"KGA: Bishop's Gambit, Maurian",1
KGA: Fischer,1
KGA: Greco Gambit,1
KGA: King's Knight's Gambit,3
KGA: Schallopp,1
KGA: Abbazia,2
KGA: Modern,2
Elephant Gambit,5
Elephant Gambit: Paulsen Countergambit,2
Gunderam,1
King's Knight,179
King's Pawn: Damiano,1
Latvian Gambit,1
Latvian Gambit: Mason Countergambit,1
Philidor,15
Philidor: Exchange,3
Philidor: Hanham,9
"Philidor: Hanham, Krause",3
"Philidor: Hanham, Schlechter",4
Philidor: Lion,7
Russian,15
Russian: Classical Attack,3
"Russian: Classical Attack, Marshall",2
"Russian: Classical Attack, Mason",1
"Russian: Classical Attack, Staunton",1
Russian: Cozio Attack,2
Russian: Damiano,1
"Russian: Damiano, Kholmov Gambit",1
Russian: French Attack,1
Russian: Nimzowitsch Attack,2
Russian: Three Knights,4
Russian: Modern Attack,3
"Russian: Modern Attack, Center",1
"Russian: Modern Attack, Symmetrical",3
King's Knight: Normal,145
Ponziani,4
Ponziani: Jaenisch Counterattack,1
Ponziani: Ponziani Countergambit,1
Ponziani: Steinitz,1
Scotch,21
Scotch: Cochrane-Shumov,1
Scotch: Göring Gambit,2
"Scotch: Göring Gambit, Double Pawn Sacrifice",1
Scotch: Haxo Gambit,1
Scotch: Scotch Gambit,6
"Scotch: Scotch Gambit, Advance",4
"Scotch: Scotch Gambit, Dubois Réti",8
"Scotch: Scotch Gambit, Göring Gambit Declined",1
"Scotch: Scotch Gambit, Sarratt",1
Scotch: Classical,2
Scotch: Horwitz Attack,1
Scotch: Malaniuk,1
Scotch: Mieses,6
Scotch: Potter,1
Scotch: Schmidt,9
Scotch: Steinitz,1
Three Knights,12
Four Knights,14
Four Knights: Gunsberg,4
Four Knights: Italian,2
Four Knights: Scotch,5
Four Knights: Scotch Accepted,4
"Four Knights: Scotch, Krause Gambit",1
Four Knights: Spanish,4
Four Knights: Double Spanish,2
"Four Knights: Spanish, Symmetrical",1
Giuoco Piano,22
Italian,47
"Italian: Classical, Albin Gambit",1
Italian: Giuoco Pianissimo,2
"Italian: Giuoco Pianissimo, Italian Four Knights",2
"Italian: Giuoco Pianissimo, Normal",8
Italian: Evans Gambit,4
Italian: Evans Gambit Declined,4
Italian: Bird's Attack,1
Italian: Classical,11
"Italian: Classical, Center Attack",6
"Italian: Classical, Closed",1
"Italian: Classical, Giuoco Pianissimo",4
"Italian: Classical, Greco Gambit",2
"Italian: Classical, Greco Gambit, Main Line",2
"Italian: Classical, Greco Gambit, Moeller-Therkatz Attack",2
"Italian: Classical, Greco Gambit, Traditional Line",4
"Italian: Giuoco Piano, Greco's Attack",2
Italian: Scotch Gambit,3
Italian: Two Knights,25
"Italian: Two Knights, Modern Bishop's",14
"Italian: Two Knights, Open",3
"Italian: Two Knights, Perreux",1
"Italian: Scotch Gambit, Anderssen Attack",3
"Italian: Scotch Gambit, Double Gambit Accepted",3
"Italian: Two Knights, Fritz",1
"Italian: Two Knights, Knight Attack",8
"Italian: Two Knights, Knight Attack, Normal",7
"Italian: Two Knights, Traxler Counterattack",1
"Italian: Two Knights, Traxler Counterattack, Bishop Sacrifice Line",1
"Italian: Two Knights, Polerio",6
"Italian: Two Knights, Polerio, Bishop Check Line",4
"Italian: Two Knights, Polerio, Kieseritzky",1
RL,62
RL: Cozio,5
"RL: Cozio, Paulsen",1
RL: Schliemann,5
"RL: Schliemann, Classical",1
"RL: Schliemann, Dyckhoff",4
"RL: Schliemann, Tartakower",3
RL: Classical,1
RL: Berlin,16
"RL: Berlin, Closed Wolf",1
"RL: Berlin, Berlin Wall",1
"RL: Berlin, Rio Gambit Accepted",10
"RL: Berlin, Rosenthal",2
"RL: Berlin, l'Hermet",5
"RL: Berlin, l'Hermet, Berlin Wall",4
RL: Exchange,6
"RL: Exchange, Alekhine",1
"RL: Exchange, Alapin Gambit",1
"RL: Exchange, King's Bishop",1
"RL: Exchange, Normal",4
RL: Morphy,35
"RL: Morphy, Fianchetto Deferred",1
"RL: Morphy, Modern Steinitz",1
"RL: Morphy, Anderssen",1
"RL: Morphy, Bayreuth",1
"RL: Morphy, Tarrasch",1
"RL: Morphy, Arkhangelsk",1
"RL: Morphy, Neo-Arkhangelsk",1
RL: Open,6
"RL: Open, Main Line",4
"RL: Open, Howell Attack",2
"RL: Open, Dilworth",1
"RL: Open, Italian",1
"RL: Open, St. Petersburg",1
RL: Closed,18
"RL: Closed, Anti-Marshall",1
RL: Marshall Attack,1
"RL: Marshall Attack, Modern",1
"RL: Closed, Closed",10
"RL: Closed, Bogoljubov",1
"RL: Closed, Yates",1
"RL: Closed, Flohr System",2
"RL: Closed, Keres",2
"RL: Closed, Smyslov-Breyer-Zaitsev Hybrid",2
"RL: Closed, Chigorin",2
Blackmar-Diemer Gambit,2
Blackmar-Diemer Gambit Declined: O'Kelly,1
"Blackmar-Diemer Gambit: Lemberger Countergambit, Simple",1
Closed,335
"Queen's Pawn: Chigorin, Alburt",2
"Queen's Pawn: Chigorin, Irish Gambit",2
Queen's Pawn: Levitsky Attack,3
Queen's Pawn: Mason,28
Queen's Pawn: Morris Countergambit,1
Queen's Pawn: Steinitz Countergambit,8
"Queen's Pawn: Veresov Attack, Richter",3
Rapport-Jobava System,18
Richter-Veresov Attack,10
"QGD: Baltic, Pseudo-Slav",2
Queen's Pawn: Anti-Torre,2
Queen's Pawn: Krause,6
Queen's Pawn: London System,20
Queen's Pawn: Symmetrical,90
"Queen's Pawn: Symmetrical, Pseudo-Catalan",14
Queen's Pawn: Zukertort,106
Queen's Pawn: Torre Attack,5
"Queen's Pawn: Torre Attack, Gossip",3
Queen's Pawn: Colle System,12
"Queen's Pawn: Colle System, Grünfeld Formation",1
"Queen's Pawn: Colle System, Traditional Colle",2
QG,195
QGD: Austrian,1
QGD: Marshall,2
QGD: Chigorin,1
"QGD: Chigorin, Exchange",1
"QGD: Chigorin, Exchange, Costa's Line",1
QGD: Albin Countergambit,10
"QGD: Albin Countergambit, Krenosz",2
"QGD: Albin Countergambit, Modern Line",2
"QGD: Albin Countergambit, Normal Line",8
"QGD: Albin Countergambit, Fianchetto",1
"QGD: Albin Countergambit, Fianchetto, Bg4 Line",1
Slav,86
Slav: Exchange,20
Slav: Modern Line,56
Slav: Quiet,7
"Slav: Quiet, Pin",1
"Slav: Quiet, Schallopp",1
"Slav: Exchange, Symmetrical Line",4
Slav: Alekhine,1
Slav: Chameleon,14
"Slav: Chameleon, Advance System",1
Slav: Geller Gambit,1
Slav: Schlechter,1
Slav: Three Knights,51
Slav: Two Knights Attack,8
Slav: Alapin,4
Slav: Steiner,1
Slav: Czech,3
"Slav: Czech, Classical System",3
"Slav: Czech, Classical System, Main Line",2
"Slav: Czech, Dutch",2
QGA,40
"QGA: Central, Alekhine System",2
"QGA: Central, Greco",1
QGA: Old,7
QGA: Saduleto,3
QGA: Gunsberg,1
QGA: Normal,22
QGA: Rosenthal,1
