Id,Occurrences
Benoni: Semi-Benoni,2
Indian,1895
Indian: Omega Gambit,2
"Indian: Paleface Attack, Blackmar-Diemer Gambit Deferred",1
Indian: Reversed Chigorin,11
Indian: Tartakower Attack,10
Paleface Attack,3
Queen's Pawn: Chigorin,191
"Queen's Pawn: Veresov, Richter Attack",2
Trompowsky Attack,147
Trompowsky Attack: Classical,37
"Trompowsky Attack: Classical, Big Center",18
Trompowsky Attack: Edge,8
Trompowsky Attack: Raptor,13
Indian: Knights,521
Indian: London System,38
Indian: Spielmann-Indian,64
Indian: Wade-Tartakower,25
Old Indian: Czech,2
"Queen's Pawn: Veresov Attack, Classical",1
Torre Attack,33
"Torre Attack: Classical, Nimzowitsch",4
Yusupov-Rubinstein System,13
Marienbad System,1
Queen's Indian,68
"Queen's Indian: Marienbad System, Berg",1
East Indian,185
London System,24
"Queen's Pawn: Torre Attack, Grünfeld, Main Line",7
"Torre Attack: Fianchetto, Euwe",1
Indian: Przepiorka,32
Indian: Normal,1006
Mexican,3
Queen's Indian Accelerated,14
Slav Indian,8
Indian: Budapest,18
"Indian: Budapest, Fajarowicz, Bonsdorf",1
"Indian: Budapest, Fajarowicz",5
"Indian: Budapest, Adler",4
"Indian: Budapest, Alekhine",3
"Indian: Budapest, Alekhine, Abonyi",1
"Indian: Budapest, Rubinstein",5
"Old Indian: Janowski, Fianchetto",1
Old Indian: Tartakower-Indian,1
Old Indian: Two Knights,4
Old Indian: Ukrainian,8
Old Indian: Normal,1
Benoni,183
Benoni: Czech Benoni,18
Benoni: Hromádka System,10
Benoni: King's Indian System,1
"Grünfeld: Three Knights, Burille, Reversed Tarrasch",3
Benko Gambit,75
Benko Gambit Accepted,52
Benko Gambit Accepted: Dlugy,4
Benko Gambit Accepted: Modern,9
Benko Gambit Accepted: Pawn Return,7
Benko Gambit Declined: Main Line,6
Benko Gambit Declined: Pseudo-Sämisch,1
Benko Gambit Declined: Quiet Line,4
Benko Gambit Declined: Sosonko,1
Benko Gambit: Nescafe Frappe Attack,1
Benko Gambit: Zaitsev System,1
"Benko Gambit: Zaitsev, Nescafe Frappe Attack",1
Benko Gambit Accepted: Fianchetto,2
Benko Gambit Accepted: Fully Accepted,31
Benko Gambit: Fianchetto,2
Benko Gambit Accepted: King Walk,3
Benko Gambit Accepted: Yugoslav,2
Benoni: Modern,27
Benoni: Fianchetto,16
Benoni: Knight's Tour,6
"Benoni: Fianchetto, Hastings, Main Line",7
Benoni: King's Pawn Line,18
Benoni: Pawn Storm,3
Benoni: Four Pawns Attack,3
"Benoni: Four Pawns Attack, Main Line",4
Benoni: Classical,19
"Benoni: Classical, New York",14
"Benoni: Classical, Traditional",2
"Benoni: Classical, Averbakh-Grivas Attack",2
"Benoni: Classical, Main Line",2
"Benoni: Classical, Czerniak",1
"Benoni: Classical, Czerniak, Tal Line",3
Dutch,79
Dutch: Hopton Attack,5
Dutch: Janzen-Korchnoi Gambit,1
Dutch: Kingfisher Gambit,1
Dutch: Korchnoi Attack,4
Dutch: Raphael,8
"Queen's Pawn: Veresov Attack, Dutch System",2
Dutch: Blackburne,2
Dutch: Fianchetto Attack,15
Dutch: Semi-Leningrad,11
Dutch: Staunton Gambit,9
Dutch: Staunton Gambit Accepted,4
French: Franco-Hiva Gambit,1
Rat: Balogh,1
"Dutch: Staunton Gambit, Alekhine",1
Dutch: Classical,28
Dutch: Normal,11
Dutch: Rubinstein,9
Dutch: Queen's Knight,3
Dutch: Fianchetto,4
Dutch: Leningrad,8
"Dutch: Leningrad, Warsaw",11
"Dutch: Leningrad, Matulovic",6
"Dutch: Classical, Blackburne Attack",2
Dutch: Stonewall,1
"Dutch: Classical, Stonewall",1
"Dutch: Classical, Huisl",8
"Dutch: Classical, Ilyin-Zhenevsky",2
"Dutch: Classical, Ilyin-Zhenevsky, Winter",2
Barnes,1
Duras Gambit,2
Fried Fox,1
Goldsmith,3
King's Pawn,0
Lion: Lion's Jaw,11
Nimzowitsch,49
Nimzowitsch: Colorado Countergambit,3
Nimzowitsch: Colorado Countergambit Accepted,2
Nimzowitsch: Declined,21
Nimzowitsch: French Connection,1
Nimzowitsch: Kennedy,7
"Nimzowitsch: Kennedy, Linksspringer",4
"Nimzowitsch: Kennedy, Paulsen Attack",1
"Nimzowitsch: Kennedy, de Smet Gambit",1
Nimzowitsch: Pirc Connection,1
Nimzowitsch: Scandinavian,9
"Nimzowitsch: Scandinavian, Advance",4
"Nimzowitsch: Scandinavian, Bogoljubov",6
"Nimzowitsch: Scandinavian, Bogoljubov, Nimzowitsch Gambit",2
"Nimzowitsch: Scandinavian, Exchange",3
Nimzowitsch: Williams,6
Owen,13
Pirc,268
Rat: Antal,4
Rat: Harmonist,1
St. George,1
Van Geet: Berlin Gambit,2
Scandinavian,246
Scandinavian: Blackburne Gambit,6
Scandinavian: Blackburne-Kloosterboer Gambit,13
Scandinavian: Bronstein,3
Scandinavian: Classical,11
Scandinavian: Grünfeld,1
Scandinavian: Gubinsky-Melts,22
Scandinavian: Icelandic-Palme Gambit,3
Scandinavian: Kiel,1
Scandinavian: Kádas Gambit,1
Scandinavian: Lasker,1
Scandinavian: Main Line,69
"Scandinavian: Main Line, Leonhardt Gambit",4
"Scandinavian: Main Line, Mieses",30
Scandinavian: Marshall,11
Scandinavian: Mieses-Kotroc,125
Scandinavian: Modern,78
Scandinavian: Panov Transfer,5
Scandinavian: Portuguese,15
"Scandinavian: Portuguese, Portuguese Gambit",3
Scandinavian: Richter,2
Van Geet: Grünfeld,1
Alekhine,237
Alekhine: Brooklyn,3
Alekhine: Maróczy,7
Alekhine: Normal,115
Alekhine: Scandinavian,26
"Alekhine: Scandinavian, Geschev Gambit",1
"Alekhine: Scandinavian, Myers Gambit",1
Alekhine: Steiner,2
Alekhine: Sämisch Attack,12
Alekhine: Two Pawn Attack,16
"Alekhine: Two Pawn Attack, Lasker",5
Alekhine: Balogh,4
Alekhine: Exchange,23
Alekhine: Four Pawns Attack,16
"Alekhine: Four Pawns Attack, Fianchetto",1
"Alekhine: Four Pawns Attack, Main Line",3
"Alekhine: Four Pawns Attack, Trifunovic",4
Alekhine: Modern,36
"Alekhine: Modern, Alburt",5
"Alekhine: Modern, Larsen",13
"Alekhine: Modern, Schmid",2
"Alekhine: Modern, Flohr",1
"Alekhine: Modern, Main Line",17
"Alekhine: Modern, Panov",1
Modern: Gurgenidze,3
"Modern: Lizard, Mittenberger Gambit",2
Modern: Modern Pterodactyl,11
Modern: Mongredien,1
Modern: Norwegian,3
Modern: Pseudo-Austrian Attack,14
Modern: Standard,72
Modern: Standard Line,95
Modern: Three Pawns Attack,1
Modern: Two Knights,25
"Modern: Two Knights, Suttles",7
"Pterodactyl: Eastern, Anhanguera",5
"Pterodactyl: Eastern, Benoni",1
"Pterodactyl: Eastern, Rhamphorhynchus",1
Czech,15
King's Pawn: Maróczy,12
Lion: Anti-Philidor,8
"Lion: Anti-Philidor, Lion's Cave",8
"Lion: Anti-Philidor, Lion's Cave, Lion Claw Gambit",1
Lion: Bayonet Attack,1
Modern: Geller's System,9
"Philidor: Lion, Lion's Claw",1
Pirc: 150 Attack,4
Pirc: Bayonet Attack,3
Pirc: Byrne,12
Pirc: Chinese,2
Pirc: Classical,38
Pirc: Kholmov System,3
Pirc: Sveshnikov System,2
"Pirc: Classical, Quiet System",9
"Pirc: Classical, Quiet System, Chigorin Line",2
"Pirc: Classical, Quiet System, Czech",2
"Pirc: Classical, Quiet System, Parma",1
"Pirc: Classical, Schlechter",8
Pirc: Austrian Attack,17
"Pirc: Austrian Attack, Dragon Formation",2
"Pirc: Austrian Attack, Unzicker Attack",9
"Pirc: Austrian Attack, Unzicker Attack, Bronstein",5
"Pirc: Austrian Attack, Weiss",4
Caro-Kann,588
Caro-Kann: Accelerated Panov Attack,13
"Caro-Kann: Accelerated Panov Attack, Modern",7
"Caro-Kann: Accelerated Panov Attack, Open",1
Caro-Kann: Apocalypse Attack,18
Caro-Kann: Breyer,22
Caro-Kann: Euwe Attack,4
Caro-Kann: Goldman,5
Caro-Kann: Hector Gambit,2
Caro-Kann: Hillbilly Attack,1
Caro-Kann: Two Knights Attack,75
"Caro-Kann: Two Knights Attack, Mindeno",29
"Caro-Kann: Two Knights Attack, Mindeno, Exchange Line",17
"Caro-Kann: Two Knights Attack, Mindeno, Retreat Line",3
Caro-Kann: Advance,125
"Caro-Kann: Advance, Bayonet Attack",5
"Caro-Kann: Advance, Botvinnik-Carls",35
"Caro-Kann: Advance, Bronstein",4
"Caro-Kann: Advance, Short",20
"Caro-Kann: Advance, Tal",26
"Caro-Kann: Advance, Van der Wiel Attack",8
Caro-Kann: Maróczy,22
Caro-Kann: Modern,40
Caro-Kann: Exchange,115
"Caro-Kann: Exchange, Rubinstein",16
Caro-Kann: Panov Attack,57
"Caro-Kann: Panov Attack, Modern",20
"Caro-Kann: Panov Attack, Modern, Carlsbad Line",2
"Caro-Kann: Panov Attack, Modern, Mieses Line",9
"Caro-Kann: Panov Attack, Fianchetto",12
"Caro-Kann: Panov Attack, Fianchetto, Fianchetto Gambit",3
"Caro-Kann: Panov Attack, Main Line",10
Caro-Kann: Alekhine Gambit,1
Caro-Kann: Campomanes Attack,2
Caro-Kann: Forgacs,6
Caro-Kann: Gurgenidze Counterattack,1
Caro-Kann: Gurgenidze System,6
Caro-Kann: Main Line,118
Caro-Kann: Rasa-Studier Gambit,5
Caro-Kann: Tartakower,51
Caro-Kann: von Hennig Gambit,2
Caro-Kann: Bronstein-Larsen,8
Caro-Kann: Karpov,15
"Caro-Kann: Karpov, Modern Main Line",1
"Caro-Kann: Karpov, Modern",4
"Caro-Kann: Karpov, Modern, Kasparov Attack",3
"Caro-Kann: Karpov, Smyslov",2
"Caro-Kann: Karpov, Smyslov, Main Line",2
Caro-Kann: Classical,53
"Caro-Kann: Classical, Flohr",4
"Caro-Kann: Classical, Main Line",23
"Caro-Kann: Classical, Maróczy Attack",1
"Caro-Kann: Classical, Lobron System",10
"Caro-Kann: Classical, Spassky",16
Sicilian,2163
Sicilian: Bowdler Attack,4
Sicilian: Keres,15
Sicilian: Lasker-Dunne Attack,10
Sicilian: Mengarini,20
Sicilian: Snyder,12
"Sicilian: Snyder, Queen Fianchetto",1
Sicilian: Staunton-Cochrane,9
Sicilian: Wing Gambit,28
"Sicilian: Wing Gambit, Abrahams",3
"Sicilian: Wing Gambit, Carlsbad",4
"Sicilian: Wing Gambit, Marshall",13
"Sicilian: Wing Gambit, Romanian",1
"Sicilian: Wing Gambit, Santasiere",1
Sicilian: McDonnell Attack,13
"Sicilian: McDonnell Attack, Tal Gambit",2
Sicilian: Morphy Gambit,4
Sicilian: Smith-Morra Gambit,86
"Sicilian: Smith-Morra Gambit Accepted, Classical Formation",1
"Sicilian: Smith-Morra Gambit Accepted, Fianchetto",1
"Sicilian: Smith-Morra Gambit Accepted, Kan Formation",3
"Sicilian: Smith-Morra Gambit Accepted, Paulsen Formation",3
"Sicilian: Smith-Morra Gambit Accepted, Pin",5
"Sicilian: Smith-Morra Gambit Accepted, Scheveningen Formation",6
"Sicilian: Smith-Morra Gambit Declined, Alapin Formation",20
"Sicilian: Smith-Morra Gambit Declined, Dubois",4
"Sicilian: Smith-Morra Gambit Declined, Push",9
"Sicilian: Smith-Morra Gambit Declined, Scandinavian Formation",7
"Sicilian: Smith-Morra Gambit, Danish",3
Sicilian: Alapin,70
"Sicilian: Alapin, Barmen",23
"Sicilian: Alapin, Barmen, Central Exchange",3
"Sicilian: Alapin, Barmen, Endgame",2
"Sicilian: Alapin, Barmen, Modern Line",4
"Sicilian: Alapin, Smith-Morra Declined",26
"Sicilian: Alapin, Stoltz Attack",2
Sicilian: Closed,226
"Sicilian: Closed, Chameleon",9
"Sicilian: Closed, Korchnoi",5
"Sicilian: Closed, Traditional",80
Sicilian: Grand Prix Attack,10
"Sicilian: Grand Prix Attack, Schofman",4
"Sicilian: Closed, Fianchetto",26
"Sicilian: Closed, Botvinnik",1
Modern: Pterodactyl,2
"Pterodactyl: Sicilian, Anhanguera",2
"Pterodactyl: Western, Rhamphorhynchus",2
Sicilian: Hyperaccelerated Dragon,41
Sicilian: Hyperaccelerated Fianchetto,27
Sicilian: Hyperaccelerated Pterodactyl,4
Sicilian: Katalimov,10
Sicilian: O'Kelly,15
"Sicilian: O'Kelly, Maróczy Bind",6
"Sicilian: O'Kelly, Maróczy Bind, Paulsen Line",4
"Sicilian: O'Kelly, Normal System",2
"Sicilian: O'Kelly, Normal System, Taimanov Line",2
"Sicilian: O'Kelly, Venice System",5
"Sicilian: O'Kelly, Venice System, Barcza Line",2
"Sicilian: O'Kelly, Venice System, Ljubojevic Line",2
"Sicilian: O'Kelly, Yerevan System",2
Sicilian: Nimzowitsch,18
"Sicilian: Nimzowitsch, Advance",7
"Sicilian: Nimzowitsch, Closed",11
"Sicilian: Nimzowitsch, Exchange",3
"Sicilian: Nimzowitsch, Main Line",1
"Sicilian: Closed, Anti-Sveshnikov, Kharlov-Kramnik Line",1
Sicilian: Nyezhmetdinov-Rossolimo Attack,104
Sicilian: Old Sicilian,313
"Sicilian: Rossolimo, Brooklyn Retreat",1
"Sicilian: Nyezhmetdinov-Rossolimo Attack, Fianchetto",53
"Sicilian: Nyezhmetdinov-Rossolimo Attack, Fianchetto, Gufeld Gambit",1
"Sicilian: Nyezhmetdinov-Rossolimo Attack, Fianchetto, Lutikov Gambit",1
"Sicilian: Nyezhmetdinov-Rossolimo Attack, Fianchetto, Totsky Attack",3
"Sicilian: Nyezhmetdinov-Rossolimo Attack, Gurgenidze",1
Sicilian: Accelerated Dragon,37
Sicilian: Flohr,3
Sicilian: Godiva,12
Sicilian: Kalashnikov,17
Sicilian: Löwenthal,33
Sicilian: Open,171
"Sicilian: Four Knights, Cobra",6
Sicilian: Lasker-Pelikan,40
"Sicilian: Lasker-Pelikan, Bird",2
"Sicilian: Lasker-Pelikan, Exchange",1
"Sicilian: Lasker-Pelikan, Schlechter",1
"Sicilian: Lasker-Pelikan, Sveshnikov",26
"Sicilian: Lasker-Pelikan, Sveshnikov, Chelyabinsk",20
"Sicilian: Lasker-Pelikan, Sveshnikov, Novosibirsk",8
"Sicilian: Accelerated Dragon, Modern",21
"Sicilian: Accelerated Dragon, Modern Bc4",16
"Sicilian: Dragon, Modern Bc4",2
"Sicilian: Accelerated Dragon, Maróczy Bind",47
"Sicilian: Accelerated Dragon, Maróczy Bind, Gurgenidze",3
"Sicilian: Accelerated Fianchetto, Maróczy Bind",21
"Sicilian: Accelerated Dragon, Maróczy Bind, Breyer",7
Sicilian: Delayed Alapin,52
Sicilian: Four Knights,41
"Sicilian: Four Knights, Exchange",9
Sicilian: French,253
"Sicilian: French, Normal",36
"Sicilian: French, Open",149
"Sicilian: French, Westerinen Attack",17
"Sicilian: Kan, Wing Attack, Fianchetto",3
Sicilian: Kramnik,13
Sicilian: Kveinis,1
Sicilian: Marshall Counterattack,3
Sicilian: Paulsen-Basman,6
Sicilian: Pin,2
"Sicilian: Pin, Koch",2
Sicilian: Smith-Morra Gambit Deferred,6
Sicilian: Wing Gambit Deferred,1
Sicilian: Kan,64
"Sicilian: Kan, Maróczy Bind, Bronstein",1
"Sicilian: Kan, Maróczy Bind, Réti",14
"Sicilian: Kan, Modern",18
"Sicilian: Kan, Polugaevsky",5
"Sicilian: Kan, Knight",38
"Sicilian: Kan, Wing Attack",10
"Sicilian: Kan, Wing Attack, Spraggett Attack",1
Sicilian: Taimanov,47
"Sicilian: Taimanov, Modern Line",1
"Sicilian: Taimanov, Szén",7
"Sicilian: Taimanov, American Attack",1
"Sicilian: Taimanov, Normal",36
"Sicilian: Taimanov, Bastrikov",28
"Sicilian: Taimanov, Bastrikov, Ponomariov Gambit",2
"Sicilian: Taimanov, Bastrikov, English Attack",6
"Sicilian: Delayed Alapin, Basman-Palatnik Double Gambit",1
"Sicilian: Delayed Alapin, Basman-Palatnik Gambit",1
Sicilian: Moderns,592
"Sicilian: Moderns, Anti-Qxd4 Move Order",8
"Sicilian: Moderns, Anti-Qxd4 Move Order Accepted",1
"Sicilian: Moderns, Tartakower",2
"Sicilian: Wing Gambit, Deferred",1
"Sicilian: Canal Attack, Moscow Gambit",1
Sicilian: Moscow,95
"Sicilian: Canal Attack, Haag Gambit",2
"Sicilian: Canal Attack, Main Line",67
"Sicilian: Moscow, Sokolsky",14
Sicilian: Chekhover,39
"Sicilian: Moderns, Main Line",359
Sicilian: Prins,23
"Sicilian: Prins, Venice Attack",5
Sicilian: Classical,75
"Sicilian: Classical, Fianchetto",1
Sicilian: Kupreichik,3
Sicilian: Venice Attack,2
"Sicilian: Classical, Anti-Sozin",1
"Sicilian: Sozin, not Scheveningen",12
Sicilian: Boleslavsky,2
"Sicilian: Classical, Dragon Transfer",1
Sicilian: Richter-Rauzer,36
"Sicilian: Richter-Rauzer, Dragon",1
"Sicilian: Richter-Rauzer, Modern",7
"Sicilian: Richter-Rauzer, Classical",9
"Sicilian: Richter-Rauzer, Traditional",21
"Sicilian: Richter-Rauzer, Neo-Modern, Early Deviations",12
"Sicilian: Richter-Rauzer, Neo-Modern",9
"Sicilian: Richter-Rauzer, Neo-Modern, Nyezhmetdinov Attack",1
Sicilian: Dragon,54
"Sicilian: Dragon, Classical",3
"Sicilian: Dragon, Fianchetto",2
"Sicilian: Dragon, Levenfish",6
"Sicilian: Dragon, Classical, Battery",1
"Sicilian: Dragon, Yugoslav Attack, Belezky Line",9
"Sicilian: Dragon, Yugoslav Attack, Early Deviations",40
"Sicilian: Dragon, Yugoslav Attack",43
"Sicilian: Dragon, Yugoslav Attack, Modern Line",23
"Sicilian: Dragon, Yugoslav Attack, Panov",5
"Sicilian: Dragon, Yugoslav Attack, Czerniak",4
"Sicilian: Dragon, Yugoslav Attack, Main Line",11
"Sicilian: Dragon, Yugoslav Attack, Old Line",4
Sicilian: Scheveningen,14
"Sicilian: Scheveningen, English Attack",5
"Sicilian: Scheveningen, Keres Attack",5
"Sicilian: Scheveningen, Tal",1
"Sicilian: Scheveningen, Classical",4
Sicilian: Sozin Attack,1
"Sicilian: Sozin Attack, Flank",6
"Sicilian: Sozin Attack, Leonhardt",10
"Sicilian: Sozin Attack, Main Line",5
Sicilian: Velimirovic Attack,2
Sicilian: Najdorf,240
"Sicilian: Najdorf, Adams Attack",20
"Sicilian: Najdorf, English Attack",36
"Sicilian: Najdorf, Freak Attack",3
"Sicilian: Najdorf, Lipnitsky Attack",30
"Sicilian: Scheveningen, Delayed Keres Attack",3
"Sicilian: Scheveningen, Delayed Keres Attack, Perenyi Gambit",1
"Sicilian: Najdorf, Zagreb",4
"Sicilian: Najdorf, Opocensky",22
"Sicilian: Najdorf, Opocensky, Modern Line",2
"Sicilian: Najdorf, Opocensky, Traditional Line",6
"Sicilian: Najdorf, Amsterdam",6
"Sicilian: Najdorf, Neo-Classical",1
"Sicilian: Najdorf, Polugaevsky",2
"Sicilian: Najdorf, Poisoned Pawn Accepted",3
"Sicilian: Najdorf, Poisoned Pawn",10
"Sicilian: Najdorf, Browne",6
"Sicilian: Najdorf, Traditional Line",9
"Sicilian: Najdorf, Main Line",15
French,678
French: Chigorin,14
French: Horwitz Attack,2
"French: Horwitz Attack, Papa-Ticulat Gambit",2
French: KIA,40
French: Knight,34
French: La Bourdonnais,1
French: Mediterranean,3
French: Normal,302
French: Orthoschnapp Gambit,4
French: Pelikan,1
French: Perseus Gambit,1
French: Queen's Knight,13
French: Reversed Philidor Formation,1
French: Schlechter,10
French: Steiner,7
French: Two Knights,17
French: Wing Gambit,8
Queen's Pawn: Franco-Sicilian,5
Rat: Small Center,9
Sicilian: Drazic,2
French: Exchange,24
"French: Exchange, Monte Carlo",4
French: Advance,70
"French: Advance, Euwe",10
"French: Advance, Lputian",1
"French: Advance, Main Line",10
"French: Advance, Milner-Barry Gambit",10
"French: Advance, Nimzowitsch Attack",2
"French: Advance, Nimzowitsch Gambit",1
"French: Advance, Nimzowitsch System",4
"French: Advance, Paulsen Attack",43
"French: Advance, Steinitz",1
"French: Advance, Wade",8
French: Tarrasch,80
"French: Tarrasch, Guimard",8
"French: Tarrasch, Modern System",1
"French: Tarrasch, Morozevich",4
"French: Tarrasch, Guimard, Main Line",7
"French: Tarrasch, Botvinnik",1
"French: Tarrasch, Closed",29
"French: Tarrasch, Pawn Center",3
"French: Tarrasch, Closed, Main Line",9
"French: Tarrasch, Chistyakov",4
"French: Tarrasch, Chistyakov, Modern Line",1
"French: Tarrasch, Open System",17
