"English Opening: Anglo-Indian Defense, Queen's Indian Formation",34
"English Opening: Anglo-Indian Defense, Romanishin Variation",8
"English Opening: Anglo-Indian Defense, Scandinavian Defense",31
"English Opening: Anglo-Indian Defense, Scandinavian Defense, Exchange Variation",6
"English Opening: Anglo-Indian Defense, Slav Formation",0
English Orangutan,0
"Polish Opening: King's Indian Variation, Sokolsky Attack",0
English Opening: Anglo-Grünfeld Defense,32
"English Opening: Anglo-Indian Defense, Anglo-Grünfeld Variation",2
"English Opening: Anglo-Indian Defense, Queen's Knight Variation",597
"English Opening: Anglo-Indian Defense, Hedgehog System",140
"English Opening: Anglo-Indian Defense, Nimzo-English",3
"English Opening: Anglo-Indian Defense, Zvjaginsev-Krasenkow Attack",0
English Opening: Mikenas-Carls Variation,14
"English Opening: Anglo-Indian Defense, Flohr-Mikenas-Carls Variation, Nei Gambit",0
"English Opening: Mikenas-Carls, Sicilian",13
English Opening: Drill Variation,0
English Opening: King's English Variation,842
"English Opening: King's English Variation, Nimzowitsch Variation",54
"English Opening: King's English Variation, Nimzowitsch-Flohr Variation",0
"English Opening: King's English Variation, Kramnik-Shirov Counterattack",1
"English Opening: King's English Variation, Reversed Sicilian",646
"English Opening: King's English Variation, Smyslov Defense",0
"English Opening: King's English Variation, Troger Defense",0
English Opening: Carls-Bremen System,82
"English Opening: King's English Variation, Two Knights Variation",352
"English Opening: King's English Variation, Two Knights Variation, Reversed Dragon",0
"English Opening: King's English Variation, Two Knights Variation, Smyslov System",0
"English Opening: King's English Variation, Two Knights Variation, Keres Variation",0
"English Opening: King's English Variation, Bremen-Hort Variation",0
"English Opening: King's English Variation, Closed System",8
"English Opening: King's English Variation, Hungarian Attack",0
"English Opening: King's English Variation, Reversed Closed Sicilian",158
"English Opening: King's English Variation, Taimanov Variation",17
"English Opening: King's English Variation, Botvinnik System",0
"English Opening: King's English Variation, Closed System, Full Symmetry",3
"English Opening: King's English Variation, Three Knights System",86
"English Opening: Four Knights System, Nimzowitsch Variation",0
"English Opening: King's English Variation, Four Knights Variation",293
"English Opening: King's English Variation, Four Knights Variation, Bradley Beach Variation",0
"English Opening: King's English Variation, Four Knights Variation, Flexible Line",0
"English Opening: King's English Variation, Four Knights Variation, Korchnoi Line",0
"English Opening: King's English Variation, Four Knights Variation, Quiet Line",0
"English Opening: King's English Variation, Four Knights Variation, Fianchetto Line",0
English Opening: Symmetrical Variation,579
"English Opening: Symmetrical Variation, Hedgehog Defense",2
"English Opening: Symmetrical Variation, Napolitano Gambit",0
"English Opening: Symmetrical, Hedgehog, Flexible Formation",0
"English Opening: Symmetrical Variation, Anti-Benoni Variation",51
"English Opening: Symmetrical Variation, Anti-Benoni Variation, Spielmann Defense",16
"English Opening: Symmetrical Variation, Anti-Benoni Variation, Geller Variation",0
"English Opening: Symmetrical Variation, Fianchetto Variation",57
"English Opening: Symmetrical Variation, Normal Variation",154
"English Opening: Symmetrical Variation, Rubinstein Variation",0
"English Opening: Symmetrical Variation, Three Knights Variation",1
"English Opening: Symmetrical Variation, Four Knights Variation",21
"English Opening: Symmetrical Variation, Two Knights Variation",70
"English Opening: Symmetrical Variation, Botvinnik System",0
"English Opening: Symmetrical Variation, Botvinnik System Reversed",0
"English Opening: Symmetrical Variation, Symmetrical Variation",146
"English Opening: Symmetrical Variation, Two Knights Line",60
"English Opening: Symmetrical Variation, Double Fianchetto",0
"English Opening: Symmetrical Variation, Duchamp Variation",0
"English Opening: Symmetrical Variation, Full Symmetry Line",24
"English Opening: Symmetrical Variation, Mecking Variation",12
Australian Defense,0
Borg Defense: Borg Gambit,0
"Dutch Defense: Stonewall Variation, Modern Variation",0
English Defense,14
English Defense: Eastbourne Gambit,0
English Defense: Perrin Variation,0
English Defense: Poli Gambit,0
Englund Gambit,115
Englund Gambit Complex Declined,0
Englund Gambit Complex: Englund Gambit,1
Englund Gambit Complex: Felbecker Gambit,0
Englund Gambit Complex: Hartlaub-Charlick Gambit,1
Englund Gambit Complex: Soller Gambit,1
Englund Gambit Complex: Soller Gambit Deferred,0
Englund Gambit Complex: Stockholm Variation,0
Englund Gambit Complex: Zilbermints Gambit,0
Englund Gambit Declined: Reversed Alekhine,12
Englund Gambit Declined: Reversed Brooklyn,0
Englund Gambit Declined: Reversed French,4
Englund Gambit Declined: Reversed Krebs,3
Englund Gambit Declined: Reversed Mokele Mbembe,0
Horwitz Defense,947
Kangaroo Defense,14
"Kangaroo Defense: Keres Defense, Transpositional Variation",2
Mikenas Defense,68
Mikenas Defense: Lithuanian Variation,0
Modern Defense,1659
Modern Defense: Beefeater Variation,0
Montevideo Defense,0
Polish Defense,2
"Pterodactyl Defense: Central, Benoni Beefeater Pterodactyl",0
"Pterodactyl Defense: Fianchetto, Queen Pteranodon",0
"Pterodactyl Defense: Queen Pterodactyl, Quiet Line",0
Queen's Pawn Game,33856
Queen's Pawn Game: Anglo-Slav Opening,10
Slav Indian: Kudischewitsch Gambit,0
St. George Defense: Polish Variation,3
Old Indian Defense,525
Rat Defense: English Rat,5
Robatsch Defense,0
Wade Defense,0
Modern Defense: Averbakh System,174
Modern Defense: Kotov Variation,0
Modern Defense: Randspringer Variation,0
Pterodactyl Defense,0
Benoni Defense: Benoni Gambit Accepted,14
"Benoni Defense: Benoni Gambit, Schlenker Defense",0
Benoni Defense: Benoni-Indian Defense,54
"Benoni Defense: Benoni-Indian Defense, Kingside Move Order",108
Benoni Defense: Benoni-Staunton Gambit,0
Benoni Defense: French Benoni,0
Benoni Defense: Old Benoni,464
"Benoni Defense: Old Benoni, Mujannah Formation",6
"Benoni Defense: Old Benoni, Schmid Variation",0
Benoni Defense: Woozle,0
Indian Defense: Pseudo-Benko,16
Queen's Pawn Game: Liedmann Gambit,0
Benoni Defense: Semi-Benoni,0
Amazon Attack: Siberian Attack,0
Bronstein Gambit,9
Canard Opening,0
Indian Defense,16336
Indian Defense: Gibbins-Wiedenhagen Gambit Accepted,1
"Indian Defense: Gibbins-Wiedenhagen Gambit, Maltese Falcon",0
Indian Defense: Maddigan Gambit,0
Indian Defense: Omega Gambit,6
"Indian Defense: Paleface Attack, Blackmar-Diemer Gambit Deferred",3
Indian Defense: Pawn Push Variation,0
Indian Defense: Reversed Chigorin Defense,1
Indian Defense: Tartakower Attack,13
Paleface Attack,5
Queen's Pawn Game: Chigorin Variation,1202
"Queen's Pawn Game: Veresov, Richter Attack",1
Trompowsky Attack,584
Trompowsky Attack: Borg Variation,0
Trompowsky Attack: Classical Defense,184
"Trompowsky Attack: Classical Defense, Big Center Variation",1
Trompowsky Attack: Edge Variation,1
"Trompowsky Attack: Edge Variation, Hergert Gambit",0
Trompowsky Attack: Poisoned Pawn Variation,0
Trompowsky Attack: Raptor Variation,4
"Trompowsky Attack: Raptor Variation, Hergert Gambit",0
Döry Defense,0
Indian Defense: Czech-Indian,16
Indian Defense: Knights Variation,4722
Indian Defense: London System,1
Indian Defense: Polish Variation,0
Indian Defense: Spielmann-Indian,306
Indian Defense: Wade-Tartakower Defense,145
Old Indian Defense: Czech Variation,0
"Queen's Pawn Game: Torre Attack, Breyer Variation",0
"Queen's Pawn Game: Veresov Attack, Classical Defense",1
Torre Attack,103
"Torre Attack: Classical Defense, Nimzowitsch Variation",0
"Torre Attack: Classical Defense, Petrosian Gambit",0
Torre Attack: Wagner Gambit,0
Yusupov-Rubinstein System,85
Marienbad System,1
Queen's Indian Defense,592
"Queen's Indian Defense: Marienbad System, Berg Variation",1
East Indian Defense,1552
London System,2
"Queen's Pawn Game: Barry Attack, Grünfeld Variation",0
"Queen's Pawn Game: Torre Attack, Grünfeld Variation, Main Line",0
"Torre Attack: Fianchetto Defense, Euwe Variation",0
Indian Defense: Przepiorka Variation,147
Indian Defense: Medusa Gambit,0
Indian Defense: Normal Variation,9156
Mexican Defense,6
Queen's Indian Accelerated,15
Slav Indian,57
Indian Defense: Budapest Defense,170
"Indian Defense: Budapest Defense, Fajarowicz Defense, Bonsdorf Variation",0
"Indian Defense: Budapest Defense, Fajarowicz Variation",2
"Indian Defense: Budapest Defense, Adler Variation",0
"Indian Defense: Budapest Defense, Alekhine Variation",2
"Indian Defense: Budapest Defense, Alekhine Variation, Abonyi Variation",0
"Indian Defense: Budapest Defense, Rubinstein Variation",0
Old Indian Defense: Janowski Variation,13
"Old Indian Defense: Janowski Variation, Fianchetto Variation",1
"Old Indian Defense: Janowski Variation, Main Line",0
Old Indian Defense: Dus-Khotimirsky Variation,0
Old Indian Defense: Tartakower-Indian,0
Old Indian Defense: Two Knights Variation,14
Old Indian Defense: Ukrainian Variation,48
Old Indian Defense: Normal Variation,7
Benoni Defense,1481
Benoni Defense: Czech Benoni Defense,11
Benoni Defense: Hromádka System,16
Benoni Defense: King's Indian System,0
Benoni Defense: Weenink Variation,0
"Grünfeld Defense: Three Knights Variation, Burille Variation, Reversed Tarrasch",0
Vulture Defense,0
Benko Gambit,609
Benko Gambit Accepted,494
Benko Gambit Accepted: Dlugy Variation,0
Benko Gambit Accepted: Modern Variation,0
Benko Gambit Accepted: Pawn Return Variation,0
Benko Gambit Declined: Hjørring Countergambit,0
Benko Gambit Declined: Main Line,7
Benko Gambit Declined: Pseudo-Sämisch,0
Benko Gambit Declined: Quiet Line,0
Benko Gambit Declined: Sosonko Variation,0
Benko Gambit: Nescafe Frappe Attack,0
Benko Gambit: Zaitsev System,31
"Benko Gambit: Zaitsev Variation, Nescafe Frappe Attack",13
Benko Gambit Accepted: Fianchetto Variation,0
Benko Gambit Accepted: Fully Accepted Variation,103
Benko Gambit: Fianchetto Variation,9
Benko Gambit: Nd2 Variation,0
Benko Gambit Accepted: King Walk Variation,0
Benko Gambit Accepted: Yugoslav,23
Benoni Defense: Modern Variation,236
"Benoni Defense: Modern Variation, Snake Variation",0
Benoni Defense: Fianchetto Variation,18
Benoni Defense: Knight's Tour Variation,10
Benoni Defense: Uhlmann Variation,4
"Benoni Defense: Fianchetto Variation, Hastings Defense",0
"Benoni Defense: Fianchetto Variation, Hastings Defense, Main Line",0
Benoni Defense: King's Pawn Line,110
Benoni Defense: Mikenas Variation,0
Benoni Defense: Pawn Storm Variation,48
Benoni Defense: Taimanov Variation,0
Benoni Defense: Four Pawns Attack,5
"Benoni Defense: Four Pawns Attack, Main Line",0
Benoni Defense: Classical Variation,42
"Benoni Defense: Classical Variation, New York Variation",0
"Benoni Defense: Classical Variation, Traditional Variation",12
"Benoni Defense: Classical Variation, Averbakh-Grivas Attack",0
Benoni Defense: Classical,6
"Benoni Defense: Classical Variation, Main Line",8
"Benoni Defense: Classical Variation, Full Line",1
"Benoni Defense: Classical Variation, Argentine Counterattack",0
"Benoni Defense: Classical Variation, Czerniak Defense",6
"Benoni Defense: Classical Variation, Czerniak Defense, Tal Line",6
Dutch Defense,662
Dutch Defense: Alapin Variation,2
Dutch Defense: Hopton Attack,1
Dutch Defense: Janzen-Korchnoi Gambit,0
Dutch Defense: Kingfisher Gambit,3
Dutch Defense: Korchnoi Attack,7
Dutch Defense: Krejcik Gambit,0
"Dutch Defense: Krejcik Gambit, Tate Gambit",0
"Dutch Defense: Manhattan Gambit, Anti-Modern",0
"Dutch Defense: Manhattan Gambit, Anti-Stonewall",0
Dutch Defense: Raphael Variation,34
Dutch Defense: Spielmann Gambit,0
"Queen's Pawn Game: Veresov Attack, Dutch System",6
Dutch Defense: Blackburne Variation,0
Dutch Defense: Fianchetto Attack,104
Dutch Defense: Semi-Leningrad Variation,10
Dutch Defense: Blackmar's Second Gambit,0
Dutch Defense: Staunton Gambit,99
Dutch Defense: Staunton Gambit Accepted,65
"Dutch Defense: Staunton Gambit, Tartakower Variation",0
French Defense: Franco-Hiva Gambit,1
Rat Defense: Balogh Defense,0
"Dutch Defense: Staunton Gambit, Alekhine Variation",0
"Dutch Defense: Staunton Gambit, Chigorin Variation",0
"Dutch Defense: Staunton Gambit, Lasker Variation",0
"Dutch Defense: Staunton Gambit, Nimzowitsch Variation",0
Dutch Defense: Classical Variation,112
Dutch Defense: Normal Variation,143
Dutch Defense: Rubinstein Variation,5
Dutch Defense: Queen's Knight Variation,12
Dutch Defense: Fianchetto Variation,42
Dutch Defense: Leningrad Variation,27
"Dutch Defense: Leningrad Variation, Warsaw Variation",0
"Dutch Defense: Leningrad Variation, Matulovic Variation",0
Dutch Defense: Nimzo-Dutch Variation,1
"Dutch Defense: Nimzo-Dutch Variation, Alekhine Variation",0
"Dutch Defense: Classical Variation, Blackburne Attack",0
Dutch Defense: Alekhine Variation,0
Dutch Defense: Stonewall,2
Dutch Defense: Stonewall Variation,0
"Dutch Defense: Classical Variation, Stonewall Variation",0
"Dutch Defense: Classical Variation, Buenos Aires Variation",0
"Dutch Defense: Classical Variation, Huisl Variation",0
"Dutch Defense: Classical Variation, Ilyin-Zhenevsky Variation",13
"Dutch Defense: Classical Variation, Ilyin-Zhenevsky Variation, Winter Variation",0
"Dutch Defense: Classical Variation, Ilyin-Zhenevsky Variation, Alatortsev-Lisitsyn Line",0
"Dutch Defense: Classical Variation, Ilyin-Zhenevsky Variation, Modern Main Line",0
Barnes Defense,8
Borg Defense,1
Carr Defense,0
Duras Gambit,1
Fried Fox Defense,0
Goldsmith Defense,0
Guatemala Defense,0
Hippopotamus Defense,0
King's Pawn,44622
Lemming Defense,0
Lion Defense: Lion's Jaw,20
Nimzowitsch Defense,398
Nimzowitsch Defense: Breyer Variation,0
Nimzowitsch Defense: Colorado Countergambit,26
Nimzowitsch Defense: Colorado Countergambit Accepted,0
Nimzowitsch Defense: Declined Variation,171
Nimzowitsch Defense: El Columpio Defense,2
"Nimzowitsch Defense: El Columpio Defense, El Columpio Gambit",0
"Nimzowitsch Defense: El Columpio Defense, Pin Variation",0
Nimzowitsch Defense: Franco-Nimzowitsch Variation,0
Nimzowitsch Defense: French Connection,0
Nimzowitsch Defense: Kennedy Variation,77
"Nimzowitsch Defense: Kennedy Variation, Bielefelder Gambit",0
"Nimzowitsch Defense: Kennedy Variation, Hammer Gambit",0
"Nimzowitsch Defense: Kennedy Variation, Keres Attack",0
"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",0
"Nimzowitsch Defense: Kennedy Variation, Main Line",0
"Nimzowitsch Defense: Kennedy Variation, Paulsen Attack",0
"Nimzowitsch Defense: Kennedy Variation, Riemann Defense",0
"Nimzowitsch Defense: Kennedy Variation, de Smet Gambit",0
Nimzowitsch Defense: Mikenas Variation,0
Nimzowitsch Defense: Neo-Mongoloid Defense,0
Nimzowitsch Defense: Pirc Connection,0
Nimzowitsch Defense: Pseudo-Spanish Variation,0
Nimzowitsch Defense: Scandinavian Variation,58
"Nimzowitsch Defense: Scandinavian Variation, Advance Variation",0
"Nimzowitsch Defense: Scandinavian Variation, Bogoljubov Variation",10
"Nimzowitsch Defense: Scandinavian Variation, Bogoljubov Variation, Heinola-Deppe Gambit",0
"Nimzowitsch Defense: Scandinavian Variation, Bogoljubov Variation, Nimzowitsch Gambit",0
"Nimzowitsch Defense: Scandinavian Variation, Bogoljubov Variation, Vehre Variation",0
"Nimzowitsch Defense: Scandinavian Variation, Exchange Variation",1
"Nimzowitsch Defense: Scandinavian Variation, Exchange Variation, Marshall Gambit",0
Nimzowitsch Defense: Wheeler Gambit,0
Nimzowitsch Defense: Williams Variation,1
Owen Defense,6
Owen Defense: Matovinsky Gambit,0
Owen Defense: Smith Gambit,0
Owen Defense: Wind Gambit,0
Pirc Defense,1580
Pirc Defense: Roscher Gambit,2
Rat Defense: Antal Defense,13
Rat Defense: Harmonist,0
St. George Defense,13
Van Geet Opening: Berlin Gambit,5
Ware Defense,0
Scandinavian Defense,2093
Scandinavian Defense: Anderssen Counterattack,8
"Scandinavian Defense: Anderssen Counterattack, Collijn Variation",0
"Scandinavian Defense: Anderssen Counterattack, Goteborg System",1
"Scandinavian Defense: Anderssen Counterattack, Orthodox Attack",0
Scandinavian Defense: Blackburne Gambit,1
Scandinavian Defense: Blackburne-Kloosterboer Gambit,104
Scandinavian Defense: Boehnke Gambit,0
Scandinavian Defense: Bronstein Variation,0
Scandinavian Defense: Classical Variation,3
Scandinavian Defense: Grünfeld Variation,0
Scandinavian Defense: Gubinsky-Melts Defense,46
Scandinavian Defense: Icelandic-Palme Gambit,0
Scandinavian Defense: Kiel Variation,0
Scandinavian Defense: Kloosterboer Gambit,3
Scandinavian Defense: Kádas Gambit,0
Scandinavian Defense: Lasker Variation,0
Scandinavian Defense: Main Line,277
"Scandinavian Defense: Main Line, Leonhardt Gambit",0
"Scandinavian Defense: Main Line, Mieses Variation",72
Scandinavian Defense: Marshall Variation,32
Scandinavian Defense: Mieses-Kotroc Variation,809
Scandinavian Defense: Modern Variation,278
"Scandinavian Defense: Modern Variation, Gipslis Variation",0
Scandinavian Defense: Panov Transfer,17
Scandinavian Defense: Portuguese Variation,8
"Scandinavian Defense: Portuguese Variation, Portuguese Gambit",0
Scandinavian Defense: Richter Variation,0
Scandinavian Defense: Schiller-Pytel Variation,0
Van Geet Opening: Grünfeld Defense,0
Alekhine Defense,1827
Alekhine Defense: Brooklyn Variation,0
"Alekhine Defense: Hunt Variation, Lasker Simul Gambit",1
"Alekhine Defense: Hunt Variation, Mikenas Gambit",0
Alekhine Defense: Kmoch Variation,0
Alekhine Defense: Krejcik Variation,2
"Alekhine Defense: Krejcik Variation, Krejcik Gambit",0
Alekhine Defense: Maróczy Variation,8
Alekhine Defense: Mokele Mbembe,0
Alekhine Defense: Normal Variation,888
Alekhine Defense: Scandinavian Variation,6
"Alekhine Defense: Scandinavian Variation, Geschev Gambit",0
"Alekhine Defense: Scandinavian Variation, Myers Gambit",0
Alekhine Defense: Spielmann Gambit,0
Alekhine Defense: Steiner Variation,0
Alekhine Defense: Sämisch Attack,0
Alekhine Defense: Two Pawn Attack,136
"Alekhine Defense: Two Pawn Attack, Lasker Variation",10
"Alekhine Defense: Two Pawns Attack, Mikenas Variation",1
Alekhine Defense: Balogh Variation,0
Alekhine Defense: Exchange Variation,1
"Alekhine Defense: Exchange Variation, Karpov Variation",0
Alekhine Defense: Four Pawns Attack,80
"Alekhine Defense: Four Pawns Attack, Cambridge Gambit",0
"Alekhine Defense: Four Pawns Attack, Fianchetto Variation",0
"Alekhine Defense: Four Pawns Attack, Main Line",0
"Alekhine Defense: Four Pawns Attack, Trifunovic Variation",0
"Alekhine Defense: Modern Variation, Alekhine Gambit",0
Alekhine Defense: O'Sullivan Gambit,0
Alekhine Defense: Modern Variation,272
"Alekhine Defense: Modern Variation, Alburt Variation",2
"Alekhine Defense: Modern Variation, Keres Variation",0
"Alekhine Defense: Modern Variation, Larsen Variation",0
"Alekhine Defense: Modern Variation, Larsen-Haakert Variation",0
"Alekhine Defense: Modern Variation, Schmid Variation",0
"Alekhine Defense: Modern Variation, Alekhine Variation",0
"Alekhine Defense: Modern Variation, Flohr Variation",0
"Alekhine Defense: Modern Variation, Main Line",32
"Alekhine Defense: Modern Variation, Panov Variation",0
Modern Defense: Bishop Attack,0
Modern Defense: Gurgenidze Defense,0
"Modern Defense: Lizard Defense, Mittenberger Gambit",0
Modern Defense: Modern Pterodactyl,94
Modern Defense: Mongredien Defense,0
Modern Defense: Norwegian Defense,10
"Modern Defense: Norwegian Defense, Norwegian Gambit",0
Modern Defense: Pseudo-Austrian Attack,58
Modern Defense: Standard Defense,327
Modern Defense: Standard Line,650
Modern Defense: Three Pawns Attack,4
Modern Defense: Two Knights Variation,107
"Modern Defense: Two Knights Variation, Suttles Variation",2
Norwegian Defense,0
"Pterodactyl Defense: Eastern, Anhanguera",1
"Pterodactyl Defense: Eastern, Benoni",0
"Pterodactyl Defense: Eastern, Pteranodon",2
"Pterodactyl Defense: Eastern, Pterodactyl",1
"Pterodactyl Defense: Eastern, Rhamphorhynchus",22
Rat Defense: Accelerated Gurgenidze,3
Czech Defense,0
King's Pawn Game: Maróczy Defense,23
Lion Defense: Anti-Philidor,34
"Lion Defense: Anti-Philidor, Lion's Cave",1
"Lion Defense: Anti-Philidor, Lion's Cave, Lion Claw Gambit",0
Lion Defense: Bayonet Attack,1
Modern Defense: Geller's System,0
"Philidor Defense: Lion Variation, Lion's Claw",0
Pirc Defense: 150 Attack,0
"Pirc Defense: 150 Attack, Sveshnikov-Jansa Attack",0
